Team,GP,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG
Oral Roberts,18,40.6,26.1,54.6,.477,5.1,13.9,.368,15.7,21.6,.725,13.8,15.6,11.3,24.6,35.9,13.5,5.9,3.8,72.9
Niagara,18,40.8,25.3,59.6,.425,6.6,20.9,.316,15.6,22.7,.686,10.8,20.0,12.6,21.9,34.5,12.3,8.3,3.2,72.8
South Dakota,16,40.0,25.6,53.4,.479,7.4,17.9,.413,14.2,18.2,.781,11.1,13.6,7.2,22.8,29.9,12.6,4.9,2.5,72.8
Liberty,16,40.6,24.4,56.2,.434,6.4,18.1,.355,17.2,23.0,.750,11.8,19.2,10.2,25.2,35.4,11.8,5.4,2.9,72.6
Middle Tennessee State,20,40.2,25.6,53.4,.480,5.8,14.7,.399,15.4,22.1,.697,13.9,20.0,10.8,25.2,36.0,14.4,6.8,4.2,72.5
Kansas,18,41.1,24.8,54.8,.453,5.6,15.8,.352,17.2,24.3,.709,13.8,18.0,11.6,27.2,38.8,13.8,7.3,5.6,72.4
Colorado State,16,40.3,24.8,56.0,.442,5.1,15.8,.324,17.7,25.4,.697,10.7,17.1,13.3,25.0,38.3,12.5,4.8,1.4,72.3
High Point,16,40.6,27.1,57.0,.475,4.8,13.0,.370,13.3,19.3,.689,11.6,17.1,11.2,24.0,35.2,15.6,6.6,4.2,72.2
Northeastern,17,41.8,24.2,52.3,.462,7.9,19.3,.412,15.9,19.8,.804,11.9,14.6,8.2,19.9,28.1,15.2,7.5,2.5,72.2
Kent State,16,40.6,23.4,53.9,.435,7.8,20.1,.388,17.4,24.6,.710,13.2,19.6,11.6,23.5,35.1,12.5,6.8,2.9,72.1
St. Bonaventure,16,40.6,23.9,52.1,.458,7.4,19.2,.386,16.9,20.8,.814,14.1,19.6,8.6,21.1,29.7,14.2,5.8,2.6,72.1
North Carolina,18,40.3,26.6,61.8,.430,7.0,19.0,.368,11.9,17.6,.675,11.3,13.8,12.0,22.9,34.9,15.9,7.4,3.2,72.1
Michigan,18,40.6,26.8,57.1,.469,7.0,18.8,.372,11.5,16.7,.690,9.1,13.9,9.7,22.7,32.4,13.1,6.6,2.6,72.1
Austin Peay,16,41.2,25.2,54.5,.462,6.6,18.2,.363,14.9,21.9,.680,15.4,17.2,9.3,22.8,32.1,14.3,6.4,5.1,71.9
Illinois State,18,40.0,24.5,56.7,.432,7.1,20.6,.342,15.8,20.8,.757,12.1,17.7,9.9,24.3,34.2,13.3,6.3,3.9,71.8
La Salle,16,40.3,25.8,57.2,.450,7.2,19.8,.364,13.1,17.3,.758,12.0,15.9,10.2,20.1,30.2,15.1,8.3,3.2,71.8
Dayton,16,40.3,25.4,52.0,.489,6.0,14.7,.409,14.8,20.1,.735,15.1,20.1,10.4,22.2,32.7,14.2,5.4,2.5,71.6
UNC Asheville,16,40.0,25.3,54.8,.462,5.3,14.4,.368,15.6,21.9,.711,13.8,14.9,10.8,23.5,34.2,14.8,7.8,5.6,71.5
Saint Louis,16,40.6,24.6,55.3,.444,6.0,18.1,.332,16.3,23.6,.690,10.9,19.4,10.3,23.9,34.2,12.4,8.2,3.1,71.4
Cal State Northridge,18,40.0,24.7,59.2,.418,5.7,16.6,.342,16.3,23.2,.701,12.9,19.4,13.1,20.9,34.0,14.6,7.4,2.6,71.4
Stetson,18,40.0,24.7,53.2,.465,8.1,20.8,.387,13.9,19.6,.708,15.8,15.3,9.9,25.3,35.2,16.5,5.3,2.9,71.4
Montana,20,40.5,23.9,49.6,.480,6.6,17.4,.378,17.1,21.9,.780,11.9,15.4,7.4,22.5,29.9,13.3,6.5,3.1,71.3
Stanford,18,40.0,24.5,57.8,.424,7.6,18.5,.411,14.7,19.8,.744,10.6,16.6,9.8,24.0,33.8,12.0,5.7,3.2,71.3
UC Davis,18,40.3,24.8,52.2,.476,8.6,20.0,.431,13.0,18.4,.707,13.9,17.2,7.7,23.8,31.5,13.7,4.4,2.4,71.3
Lipscomb,18,40.8,24.6,57.6,.428,5.3,16.7,.320,16.7,25.2,.664,14.9,21.2,13.2,23.7,36.9,11.5,7.7,1.7,71.3
Arizona,18,40.3,24.6,56.7,.433,7.3,21.3,.345,14.8,20.2,.734,12.3,16.7,10.7,23.7,34.3,12.5,6.6,3.8,71.3
Tulane,16,40.0,22.9,54.8,.418,7.0,19.6,.358,18.5,26.4,.701,12.6,19.1,12.4,20.9,33.3,12.8,7.5,1.9,71.2
Army,14,40.4,24.4,53.2,.458,8.4,21.1,.395,14.1,19.0,.744,13.7,18.3,9.1,24.1,33.3,14.1,4.4,2.9,71.2
Florida,18,40.0,26.8,55.1,.486,8.8,22.4,.391,8.8,13.0,.679,10.7,14.1,8.9,24.3,33.2,15.7,6.9,3.4,71.2
Georgia State,18,40.6,24.6,54.6,.450,7.9,21.1,.376,14.1,18.7,.751,10.3,17.2,9.5,21.1,30.6,12.5,7.3,3.7,71.1
Louisiana-Lafayette ,20,40.5,24.8,57.5,.431,7.0,20.0,.352,14.4,21.7,.666,13.8,18.8,9.9,22.4,32.4,11.1,6.7,3.5,71.1
UCF,16,40.6,24.5,57.7,.425,6.9,20.9,.332,15.1,22.9,.659,13.2,15.1,13.1,22.8,35.9,12.4,8.0,4.8,71.1
Louisiana Tech,18,40.0,24.6,60.7,.405,7.8,22.6,.344,13.9,19.6,.711,12.1,18.6,12.8,23.3,36.2,12.6,8.6,5.1,70.9
St. Francis (NY),18,40.0,25.2,59.3,.424,7.1,21.0,.336,13.6,19.8,.685,11.4,19.3,12.4,22.3,34.8,13.0,6.7,2.0,70.9
Nicholls State,18,40.8,24.7,54.5,.453,4.8,16.2,.298,16.6,24.6,.676,13.9,18.2,10.4,21.1,31.5,12.2,6.9,2.2,70.8
UCLA,18,40.6,26.3,60.1,.438,4.9,14.6,.335,13.3,18.7,.714,11.3,14.9,9.6,24.0,33.6,15.4,8.6,3.4,70.8
Delaware,17,40.9,23.5,53.3,.442,4.5,13.3,.341,19.2,25.6,.749,11.6,17.3,8.8,26.6,35.4,9.6,5.4,4.4,70.8
Santa Clara,16,40.0,24.6,57.8,.425,7.8,21.6,.362,13.7,19.1,.716,12.0,19.8,12.2,22.2,34.4,13.4,7.2,4.4,70.6
Murray State,16,40.9,23.2,54.3,.428,7.1,22.2,.318,17.0,24.6,.690,14.1,17.4,11.6,22.8,34.3,11.9,6.9,3.3,70.6
Baylor,18,40.6,24.7,57.9,.427,6.9,19.8,.347,14.2,20.9,.676,12.5,17.6,11.7,23.9,35.6,14.3,5.7,4.8,70.5
USC Upstate,18,40.3,24.9,57.1,.436,6.6,18.8,.351,14.1,21.1,.668,12.8,15.9,12.1,24.9,37.0,15.2,5.9,4.4,70.5
Appalachian State,18,41.7,24.3,56.3,.432,6.5,18.2,.358,15.3,22.5,.679,12.7,18.4,10.2,24.5,34.7,11.2,6.5,3.8,70.4
Northern Colorado,20,40.2,25.2,54.1,.465,7.0,17.4,.401,12.9,19.4,.668,12.6,17.6,10.2,22.6,32.8,12.9,6.4,2.4,70.3
Louisville,18,41.4,24.7,56.3,.438,4.9,15.6,.313,15.9,22.2,.718,12.5,17.6,12.9,23.6,36.4,14.8,10.1,4.9,70.2
Canisius,18,40.3,23.8,54.1,.440,9.1,23.9,.381,13.4,19.3,.695,14.0,16.6,11.8,22.1,33.8,12.2,6.0,3.3,70.1
Kansas State,18,40.0,25.3,55.4,.457,7.8,20.0,.389,11.6,15.9,.728,10.8,19.7,10.7,19.8,30.6,16.9,6.9,3.1,70.1
Kentucky,18,40.6,24.8,53.0,.468,5.3,15.9,.334,15.2,23.6,.644,13.5,17.9,10.8,25.9,36.8,12.1,4.4,6.3,70.1
New Mexico State,18,40.6,25.1,53.3,.470,3.7,12.2,.306,16.2,24.2,.669,13.6,14.4,12.4,24.6,37.0,12.1,5.6,6.5,70.0
Southern,18,40.0,23.6,53.2,.443,7.0,18.4,.381,15.8,23.7,.669,9.9,16.2,8.9,26.3,35.2,10.7,7.3,4.3,69.9
San Francisco,16,40.0,24.3,53.4,.455,8.8,21.4,.411,12.5,17.6,.712,11.8,17.6,6.0,22.4,28.4,12.5,5.6,2.5,69.9
Chattanooga,18,40.6,23.7,56.7,.419,5.4,16.9,.322,17.0,25.2,.674,12.3,16.9,11.9,24.1,36.1,11.7,6.3,1.8,69.9
Akron,16,40.3,25.3,57.2,.442,6.8,20.3,.332,12.5,19.4,.645,13.0,17.8,13.2,23.8,36.9,14.6,7.1,4.9,69.9
Arkansas-Pine Bluff ,18,40.3,25.0,57.6,.434,6.4,18.8,.339,13.4,20.9,.644,13.9,17.4,12.2,23.4,35.6,15.1,10.3,3.4,69.8
DePaul,18,40.8,26.1,61.7,.422,5.1,16.6,.305,12.6,17.6,.718,13.7,19.7,11.4,19.6,31.0,13.5,7.5,3.6,69.8
Drake,18,40.8,23.8,54.3,.438,8.3,22.9,.361,13.8,18.8,.734,14.7,19.1,8.4,23.8,32.2,12.6,5.3,2.2,69.6
Boston University,16,40.3,25.5,55.4,.460,8.2,22.2,.371,10.2,14.1,.724,11.8,17.0,8.1,23.1,31.1,14.1,7.2,1.6,69.4
Jacksonville,18,41.1,24.5,57.4,.427,5.3,14.9,.354,15.1,20.6,.735,14.2,19.1,11.3,25.5,36.8,13.8,6.1,2.9,69.4
Connecticut,18,41.9,23.7,55.1,.430,6.9,19.7,.353,15.1,20.2,.745,12.5,16.5,9.6,24.2,33.8,13.9,6.7,4.1,69.3
George Mason,17,40.3,24.6,56.1,.439,5.1,15.0,.341,15.0,20.6,.726,12.1,20.7,11.8,22.5,34.4,13.6,7.5,3.4,69.3
Marshall,16,40.0,24.1,55.2,.437,6.4,21.4,.301,14.6,23.8,.612,15.9,19.8,12.6,21.4,33.9,14.4,6.9,5.1,69.2
Northern Arizona,20,41.0,25.4,55.5,.459,5.4,15.7,.345,12.9,19.1,.675,13.7,17.9,9.2,22.5,31.8,14.2,7.2,2.2,69.2
Portland State,20,40.3,25.2,55.6,.454,5.4,13.6,.397,13.3,18.1,.735,10.8,16.4,10.2,21.0,31.2,13.8,5.2,2.8,69.2
Harvard,14,41.1,22.4,45.2,.496,6.0,15.4,.391,18.3,26.0,.703,12.6,15.6,6.0,20.6,26.6,12.3,7.2,4.9,69.1
Stony Brook,16,40.0,24.5,53.2,.461,5.8,16.2,.358,14.3,20.6,.696,11.4,16.4,9.7,27.5,37.2,13.0,5.4,3.4,69.1
William & Mary,18,41.1,24.3,52.4,.463,8.4,21.7,.387,12.2,17.2,.709,12.7,15.4,8.8,22.4,31.2,14.9,5.3,2.9,69.1
Florida International,20,39.8,24.1,54.8,.441,6.7,20.1,.333,14.0,19.8,.709,15.2,18.8,9.8,20.2,30.1,11.1,9.7,2.9,69.0
Richmond,16,40.6,22.6,52.6,.430,8.2,22.6,.366,15.4,21.6,.714,11.2,20.6,8.4,19.7,28.1,12.4,6.2,4.5,68.9
Montana State,20,41.0,23.6,55.0,.429,6.8,20.4,.333,14.9,20.4,.731,11.2,17.1,9.6,20.6,30.1,11.4,7.2,1.8,68.8
Southern Utah,20,40.5,23.4,58.0,.404,5.6,16.2,.345,16.4,22.2,.741,13.8,24.2,12.4,24.9,37.4,12.7,4.8,5.1,68.8
Loyola (MD),18,40.5,24.1,53.7,.449,4.2,12.4,.336,16.4,24.1,.681,11.2,18.6,11.0,20.6,31.6,13.0,7.1,4.1,68.8
UC Irvine,18,40.3,25.4,57.8,.439,7.3,20.9,.347,10.7,15.4,.697,12.2,16.6,10.2,24.9,35.2,15.2,4.9,3.8,68.8
