Team,GP,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG
Marshall,16,40.3,24.5,57.2,.428,5.6,17.4,.323,12.7,20.9,.608,12.3,19.9,14.3,23.5,37.8,13.2,5.6,3.9,67.3
Colorado,18,40.0,23.3,52.9,.440,5.6,16.7,.332,15.2,21.6,.702,12.7,17.1,8.5,25.0,33.6,11.3,6.0,3.7,67.3
Boston University,16,40.0,23.8,52.6,.452,7.1,19.7,.362,12.5,17.5,.714,13.3,16.2,9.5,24.2,33.8,12.0,5.8,3.2,67.2
Louisville,18,40.8,23.8,56.3,.422,6.1,19.8,.309,13.6,19.8,.683,14.9,17.7,11.8,24.6,36.4,13.6,9.0,4.5,67.2
Texas Southern,18,40.6,22.3,51.1,.436,6.0,17.0,.353,16.7,26.8,.622,16.3,18.4,10.7,25.6,36.3,11.2,9.0,4.3,67.2
Marist,18,40.0,21.6,54.3,.398,6.3,18.6,.341,17.6,22.6,.779,15.5,16.2,10.6,21.4,32.1,12.1,5.6,4.2,67.2
Duquesne,16,40.3,24.0,56.2,.427,6.2,17.6,.351,12.9,20.1,.643,12.6,16.7,9.9,18.5,28.4,13.6,7.4,3.6,67.1
SIU-Edwardsville,16,40.0,23.5,51.6,.455,6.4,15.4,.419,13.7,20.2,.676,15.7,17.5,8.6,22.5,31.1,12.4,4.6,2.4,67.1
Valparaiso,18,40.6,22.7,47.7,.476,7.1,18.8,.375,14.6,20.8,.701,13.7,17.0,6.6,23.6,30.2,14.0,5.8,3.4,67.0
Drake,18,41.1,23.6,53.6,.441,6.6,17.3,.378,13.2,20.7,.640,12.5,19.7,7.2,23.8,31.0,10.4,6.9,3.0,67.0
Idaho,14,40.4,23.6,51.2,.462,6.6,17.6,.372,13.1,18.4,.716,13.1,17.9,8.2,21.8,30.0,14.4,4.6,3.3,67.0
Georgia Southern,18,40.8,25.2,54.3,.464,5.3,14.8,.360,11.3,17.0,.663,14.5,17.4,8.5,22.3,30.8,12.3,7.9,2.3,66.9
Utah State,14,40.0,24.4,50.4,.485,5.9,15.7,.373,12.1,17.4,.700,11.1,17.0,7.6,23.9,31.6,13.5,3.4,3.7,66.9
Richmond,16,40.0,22.4,53.9,.416,7.4,21.9,.340,14.5,19.1,.758,11.4,17.6,9.1,20.1,29.1,12.8,5.7,4.6,66.8
Loyola (MD),18,40.0,22.6,54.7,.413,5.3,15.9,.336,16.3,22.3,.733,13.4,17.6,12.5,20.6,33.1,11.9,8.3,4.6,66.8
Stony Brook,16,40.0,23.6,51.8,.457,6.1,16.3,.372,13.5,19.2,.704,12.5,14.6,11.4,22.8,34.2,10.3,4.8,1.7,66.8
Northwestern,18,40.6,22.8,50.2,.455,8.5,21.4,.397,12.6,18.9,.665,10.6,16.4,7.0,18.5,25.5,13.7,6.2,3.2,66.7
Samford,18,40.3,23.5,53.2,.442,7.9,23.9,.330,11.8,17.8,.666,11.7,16.2,9.4,22.6,32.0,13.0,5.3,1.8,66.7
North Carolina Central,16,40.0,22.1,48.9,.453,5.0,15.7,.319,17.4,24.8,.705,16.2,19.1,8.4,23.2,31.7,12.3,7.1,3.7,66.7
East Tennessee State,18,40.0,24.4,56.0,.436,3.9,13.3,.296,13.9,21.8,.640,12.8,16.5,12.9,20.1,33.1,10.2,10.3,3.2,66.7
San Jose State,14,41.1,23.6,60.6,.390,6.6,21.4,.307,12.7,17.4,.730,9.7,18.1,11.4,19.8,31.1,13.4,4.0,1.1,66.6
Jacksonville,18,40.3,23.3,55.6,.420,5.0,16.2,.308,14.9,21.9,.678,14.8,22.2,13.1,19.8,32.9,11.8,7.9,3.8,66.6
Youngstown State,18,40.3,23.7,53.2,.446,8.0,21.4,.374,11.1,17.1,.651,11.1,15.7,7.2,22.1,29.3,12.7,5.8,4.9,66.6
Western Michigan,16,40.9,23.2,52.9,.439,6.1,18.1,.338,13.9,19.6,.707,13.9,18.6,11.2,24.5,35.6,13.9,4.1,3.3,66.5
Fairfield,18,40.0,23.9,53.2,.450,7.4,19.5,.379,11.2,16.9,.661,15.1,18.5,10.6,21.9,32.4,15.8,8.4,4.1,66.4
Tulsa,16,40.6,23.2,50.4,.460,5.4,14.2,.382,14.6,20.3,.717,13.8,17.7,9.4,23.7,33.1,11.4,4.3,4.4,66.4
Florida International,16,40.6,22.3,53.4,.418,5.5,15.8,.348,16.2,22.2,.730,13.6,20.1,10.3,22.1,32.4,9.3,6.9,4.8,66.4
St. John's,18,40.3,23.7,56.4,.421,4.3,14.7,.295,14.6,21.1,.692,13.1,16.7,10.6,19.8,30.4,11.3,7.9,3.8,66.3
Eastern Kentucky,16,41.2,22.7,52.9,.429,6.8,20.9,.322,14.2,19.3,.735,10.9,20.6,8.6,18.3,26.9,10.9,7.0,1.4,66.3
Old Dominion,18,40.8,23.9,58.9,.406,5.7,17.7,.324,12.8,20.4,.625,13.5,17.6,14.8,24.9,39.7,13.4,9.9,4.9,66.3
Nicholls State,16,40.3,23.2,53.1,.438,6.5,20.4,.319,13.2,19.8,.669,14.6,18.6,9.3,19.8,29.1,12.5,5.4,2.1,66.2
South Alabama,16,40.6,23.6,55.2,.427,4.9,13.9,.351,14.2,21.2,.670,16.5,16.6,13.8,23.4,37.2,10.6,5.1,4.4,66.2
Oklahoma State,18,40.0,22.1,51.6,.427,6.2,18.7,.333,15.7,20.7,.761,11.8,18.4,6.7,21.3,28.1,11.8,6.0,3.8,66.1
American University,14,40.0,24.5,53.2,.460,7.7,17.1,.452,9.3,13.2,.703,10.3,17.4,7.9,24.4,32.4,13.7,3.8,2.4,66.0
Ole Miss,16,41.2,24.2,55.4,.437,3.9,11.3,.343,13.6,23.1,.591,13.2,16.5,12.2,24.2,36.4,11.1,6.0,4.7,66.0
Washington State,18,40.3,22.4,49.9,.449,6.1,17.2,.355,15.1,21.2,.711,12.7,17.2,8.4,21.2,29.6,13.1,4.3,2.4,65.9
Cal Poly,16,40.0,23.6,54.8,.430,6.3,18.4,.344,12.5,18.0,.694,10.4,18.2,11.6,21.0,32.6,12.0,5.9,1.9,65.9
Chicago State,10,40.5,24.0,56.1,.428,5.8,18.4,.315,12.1,19.7,.614,14.8,20.4,9.3,25.0,34.3,10.9,7.6,3.5,65.9
Toledo,16,40.0,23.3,52.1,.447,5.8,16.1,.360,13.4,18.2,.739,13.6,16.9,9.1,20.8,29.9,11.4,6.5,1.9,65.9
Hampton,16,40.6,22.9,58.2,.394,5.0,18.9,.265,15.1,23.3,.649,13.6,18.8,12.1,24.2,36.2,10.8,6.8,4.6,65.9
Maine,16,40.3,24.1,56.2,.429,5.2,17.2,.302,12.3,16.9,.727,13.8,17.9,9.6,23.8,33.4,13.4,5.4,4.9,65.8
Charlotte,16,40.0,23.1,54.8,.422,5.9,17.6,.333,13.6,20.3,.671,14.3,18.4,9.7,23.0,32.7,12.5,7.6,2.4,65.8
Indiana State,18,40.8,22.7,54.1,.420,5.9,17.8,.330,14.4,19.8,.725,12.3,18.4,9.0,23.8,32.8,11.9,5.3,3.0,65.7
South Carolina State,16,40.0,23.6,60.1,.392,4.1,15.5,.262,14.6,21.7,.671,15.9,19.1,13.8,22.6,36.4,10.4,6.1,4.4,65.7
Connecticut,18,40.3,24.3,55.7,.436,4.6,15.9,.290,12.4,18.2,.683,12.2,14.9,11.1,22.8,33.9,12.8,5.3,6.1,65.6
Houston,16,40.6,24.4,54.3,.449,4.8,13.9,.341,12.0,17.2,.696,14.7,15.9,10.2,22.9,33.1,11.6,5.2,3.9,65.5
UCF,16,40.0,23.9,54.5,.439,5.8,18.2,.315,11.8,18.4,.637,12.0,16.2,12.0,22.4,34.4,11.4,6.3,4.2,65.5
Drexel,18,40.0,21.5,48.8,.441,6.2,15.4,.403,16.2,21.3,.760,11.4,18.2,9.0,24.2,33.2,12.5,4.8,3.9,65.4
Clemson,16,40.3,24.1,56.1,.430,5.2,17.2,.301,11.9,17.9,.666,11.2,16.0,10.4,20.2,30.6,12.0,8.8,3.5,65.4
Bowling Green,16,40.0,25.1,53.9,.465,4.8,13.5,.356,10.4,15.8,.663,13.0,14.9,10.3,20.7,30.9,12.9,8.2,3.1,65.4
Fresno State,14,42.5,23.4,58.2,.402,5.6,18.2,.310,12.9,18.4,.698,9.6,19.9,11.1,19.7,30.9,12.4,6.9,2.9,65.4
Jacksonville State,16,40.3,23.2,53.1,.437,3.9,15.4,.256,14.9,21.6,.688,12.2,18.9,10.9,19.5,30.4,13.1,7.0,4.6,65.2
Southern Utah,18,40.8,24.3,50.9,.477,1.9,6.6,.294,14.6,19.8,.736,13.6,21.1,8.3,22.0,30.3,14.2,5.7,2.7,65.1
Arkansas-Pine Bluff ,18,40.0,22.2,51.6,.429,4.0,13.7,.291,16.6,25.9,.642,13.5,17.8,10.9,22.9,33.8,11.9,7.3,4.7,64.9
Seton Hall,18,40.3,23.5,57.1,.411,7.4,20.2,.366,10.4,15.5,.670,13.2,18.3,11.2,22.3,33.6,13.7,8.6,2.9,64.8
Gardner-Webb,18,40.6,22.6,55.2,.409,5.7,17.8,.318,13.9,21.1,.660,13.5,17.9,11.7,22.9,34.6,11.0,6.4,2.6,64.8
East Carolina,16,40.3,22.9,52.9,.433,7.4,21.2,.348,11.5,16.3,.705,13.1,17.4,8.1,20.0,28.1,14.4,6.8,3.8,64.8
Oklahoma,18,40.3,24.4,57.8,.423,3.4,11.2,.307,12.3,16.9,.728,12.5,17.7,10.8,21.9,32.7,13.4,5.9,2.6,64.7
Minnesota,18,41.1,22.8,52.4,.436,5.8,16.2,.356,13.2,19.1,.694,13.8,19.8,9.4,22.6,32.1,14.7,5.9,4.4,64.7
Little Rock,16,40.9,21.2,52.1,.407,5.6,15.5,.363,16.6,24.1,.689,11.8,18.2,9.5,22.4,31.9,10.1,6.4,3.2,64.6
Missouri State,18,40.8,23.6,55.4,.425,5.5,15.6,.352,12.0,16.5,.727,10.7,17.8,9.3,24.1,33.4,12.8,4.8,1.9,64.6
Columbia,14,40.7,22.8,51.1,.446,6.1,16.3,.373,12.9,16.5,.784,11.5,18.4,7.8,22.4,30.2,12.6,4.8,2.3,64.6
Arkansas State ,16,40.3,22.6,51.6,.438,5.2,14.1,.373,14.1,20.6,.684,12.6,15.1,10.2,20.4,30.6,9.7,6.1,1.9,64.6
Georgetown,18,40.3,22.7,51.2,.444,5.1,15.2,.336,13.9,20.6,.678,13.1,18.3,10.6,23.6,34.2,13.0,5.9,4.7,64.5
Presbyterian,18,40.3,22.7,48.8,.465,5.8,16.9,.344,13.3,19.3,.687,12.6,15.2,8.3,20.7,29.0,10.4,3.7,1.9,64.4
UNC Wilmington,18,40.0,23.2,55.2,.420,5.9,17.1,.344,12.2,18.4,.660,13.9,16.4,10.7,24.6,35.2,11.6,5.3,3.7,64.4
Mount St. Mary's,18,40.8,23.8,54.5,.437,5.7,17.2,.329,11.0,17.5,.629,15.6,17.5,11.1,21.1,32.1,12.6,6.9,2.9,64.3
Portland,16,40.4,23.1,53.9,.429,4.8,15.5,.310,13.2,18.6,.714,16.1,21.0,9.4,21.9,31.3,12.1,5.6,3.4,64.3
James Madison,18,40.3,22.6,54.7,.412,7.2,20.8,.345,12.0,17.6,.681,11.8,19.3,8.7,20.8,29.5,13.2,5.6,2.8,64.3
Missouri-Kansas City,18,40.3,22.6,50.7,.445,8.1,21.2,.381,11.1,15.7,.707,13.1,19.7,5.9,18.1,23.9,12.4,6.1,1.6,64.3
Florida Atlantic ,16,40.9,23.0,55.4,.415,5.8,18.4,.315,12.4,18.2,.684,12.6,18.1,10.6,20.8,31.4,11.7,6.9,4.1,64.2
Tennessee,16,40.6,21.6,49.9,.432,5.6,16.0,.348,15.5,21.8,.713,14.9,18.3,9.5,25.2,34.7,11.8,5.6,3.8,64.2
UMBC,16,40.3,23.6,58.1,.406,5.1,16.4,.309,11.9,17.8,.667,13.6,20.2,9.1,20.8,29.9,10.3,6.1,1.6,64.1
Pittsburgh,18,40.0,23.1,54.8,.422,5.1,16.8,.305,12.7,17.4,.729,14.4,18.2,12.4,20.9,33.3,13.3,5.6,2.2,64.1
Milwaukee,18,40.1,21.5,50.6,.425,7.7,21.2,.361,13.4,21.4,.626,13.7,16.6,9.9,22.4,32.3,12.4,5.6,2.8,64.1
Furman,18,40.0,21.9,52.3,.418,7.0,20.4,.342,13.3,19.1,.697,14.6,20.0,9.0,22.4,31.4,11.2,5.4,3.1,64.1
Harvard,14,40.4,21.6,46.0,.469,5.4,15.6,.347,15.4,20.3,.761,11.0,14.5,6.9,23.5,30.4,12.4,5.2,4.3,64.0
Rice,16,40.3,22.8,53.2,.427,5.8,16.1,.358,12.7,18.6,.681,12.7,17.2,7.2,23.2,30.4,14.2,6.4,4.2,63.9
Northern Iowa,18,40.0,22.0,51.8,.424,7.6,20.1,.380,12.3,17.2,.713,10.7,15.0,7.6,23.0,30.6,11.1,5.5,1.7,63.9
Radford,18,40.0,22.7,55.2,.411,6.7,20.1,.335,11.6,17.9,.644,13.7,22.4,9.5,19.3,28.8,11.3,7.3,2.3,63.7
Southern Illinois,18,40.3,24.1,54.6,.442,4.5,15.0,.300,10.9,18.4,.595,13.4,20.6,10.7,19.1,29.8,12.4,6.6,3.3,63.7
George Washington,16,40.0,23.8,53.3,.447,3.9,12.4,.318,12.1,17.6,.684,12.6,18.6,10.8,19.5,30.3,12.5,6.3,3.4,63.6
Cornell,14,40.4,22.1,55.6,.397,7.0,20.7,.338,12.4,17.7,.702,12.2,18.4,9.1,22.6,31.8,12.4,7.3,3.1,63.6
Michigan,18,40.6,22.4,50.7,.442,7.9,22.7,.347,10.7,14.4,.745,9.6,15.2,7.2,20.3,27.5,11.6,5.2,1.7,63.5
Notre Dame,18,40.8,22.4,53.1,.423,6.5,20.6,.315,12.1,17.1,.707,10.1,13.8,9.9,22.4,32.3,14.3,4.9,3.2,63.4
Pacific,16,39.8,20.9,51.9,.402,6.3,19.9,.317,15.2,21.4,.713,9.9,16.3,8.5,20.7,29.2,12.6,4.8,1.3,63.3
Canisius,18,40.3,22.3,57.2,.389,6.7,19.7,.338,12.1,16.2,.746,14.7,16.9,11.5,21.8,33.2,10.8,6.6,2.7,63.3
Tennessee-Martin,16,40.6,22.6,55.1,.410,4.3,14.6,.295,13.7,18.9,.725,14.0,20.2,10.3,18.6,28.9,13.8,5.8,1.9,63.2
Alabama,16,40.6,22.9,52.4,.436,4.4,14.8,.295,13.1,18.4,.712,13.6,18.3,10.2,23.5,33.7,11.3,7.8,3.9,63.2
Alabama A&M ,18,40.6,22.4,52.5,.426,5.5,15.6,.352,12.9,20.4,.633,16.9,20.8,10.9,22.5,33.4,11.3,6.0,4.7,63.2
Siena,18,40.0,22.5,53.9,.418,5.2,16.7,.312,12.9,18.2,.707,14.9,14.6,11.1,23.8,34.8,11.9,5.8,3.3,63.2
Holy Cross,14,40.0,21.9,52.4,.419,5.4,16.9,.318,13.9,19.1,.728,12.1,16.6,8.7,25.1,33.8,12.4,4.6,4.6,63.1
LSU,16,40.9,23.4,57.5,.407,4.8,15.6,.309,11.6,17.0,.680,12.3,18.1,10.8,21.9,32.7,12.3,5.7,3.7,63.1
Rutgers,18,40.3,23.2,56.1,.414,5.7,17.3,.328,11.0,15.9,.690,14.5,21.3,10.9,20.1,31.1,12.6,7.6,3.6,63.1
Illinois,18,40.8,22.9,52.7,.434,5.4,18.4,.295,11.8,16.9,.701,13.5,18.6,8.0,20.8,28.8,11.2,4.4,3.5,63.1
Georgia State,18,41.1,23.1,55.8,.414,4.4,14.9,.297,12.3,18.9,.653,11.6,16.5,9.6,23.7,33.3,11.8,9.3,5.5,63.0
Winthrop,18,40.6,23.8,56.6,.420,4.6,15.1,.305,10.7,16.7,.641,12.9,18.1,11.0,21.3,32.3,10.8,7.4,3.5,62.9
St. Francis (PA),18,40.0,23.6,50.4,.467,4.4,13.5,.329,11.3,17.2,.658,16.6,17.0,8.2,20.1,28.3,13.7,7.3,3.2,62.9
Hofstra,18,40.0,21.6,55.4,.389,4.6,15.3,.298,15.1,20.8,.725,12.9,18.9,11.3,20.1,31.4,12.5,7.8,2.7,62.8
Prairie View A&M,18,40.0,22.8,58.0,.394,5.3,15.7,.339,11.8,21.7,.542,15.7,17.9,12.6,23.0,35.7,9.9,7.6,3.2,62.8
Maryland-Eastern Shore,16,40.3,22.2,58.3,.382,4.9,19.1,.258,12.9,19.5,.663,17.7,20.4,14.4,22.5,36.9,10.9,5.8,3.2,62.6
UC Davis,16,40.0,21.4,51.9,.412,7.6,19.2,.397,12.1,17.3,.700,14.5,17.1,8.6,21.4,30.0,11.6,4.7,2.2,62.5
UTEP,16,41.6,22.8,50.1,.456,3.8,11.8,.323,12.8,18.6,.685,12.9,16.8,7.1,24.2,31.2,13.9,4.9,2.6,62.2
Yale,14,40.4,21.0,50.9,.413,4.9,14.4,.337,15.3,21.5,.711,12.9,15.6,10.1,23.9,34.1,11.8,4.5,3.4,62.1
Northern Arizona,16,40.3,22.6,55.7,.405,4.9,15.8,.312,11.9,17.0,.702,15.4,15.7,12.7,21.8,34.4,13.3,6.5,2.5,62.0
Northeastern,18,40.3,21.3,49.0,.434,5.7,15.7,.360,13.6,18.6,.731,14.4,18.4,8.5,18.8,27.3,11.8,8.2,3.5,61.8
Butler,18,40.3,21.6,52.7,.410,4.3,16.5,.259,14.3,21.9,.651,13.2,18.9,11.4,21.8,33.2,11.4,6.5,3.4,61.8
Fordham,16,40.3,23.3,60.8,.384,4.8,16.9,.281,10.4,17.0,.610,12.4,17.9,14.0,21.4,35.4,12.4,5.4,5.5,61.8
Colgate,14,40.4,21.7,50.6,.429,6.6,17.5,.376,11.6,17.1,.682,10.9,17.1,7.0,21.4,28.4,12.6,3.4,1.9,61.6
Central Michigan,16,40.0,21.4,55.6,.386,6.6,19.8,.331,12.1,18.2,.661,11.4,19.5,12.0,19.1,31.1,9.4,6.5,2.4,61.5
Stephen F. Austin,16,40.6,22.8,49.1,.463,3.5,11.4,.308,12.5,20.6,.608,14.0,16.9,10.1,23.7,33.8,13.8,6.5,3.1,61.5
Bryant,18,40.3,20.9,53.0,.395,6.3,22.7,.279,13.2,18.4,.716,15.3,19.3,9.3,20.7,30.1,12.4,4.6,2.1,61.4
Alabama State,18,41.1,21.4,54.4,.394,6.2,19.6,.318,12.3,21.4,.573,14.7,19.3,12.8,22.3,35.1,11.6,8.1,3.5,61.4
Wake Forest,16,40.0,21.1,51.9,.406,5.1,16.2,.313,14.2,18.6,.764,13.0,16.0,7.8,23.5,31.3,11.2,4.2,5.1,61.4
Howard,16,40.0,20.0,50.8,.394,4.0,13.6,.294,17.3,26.3,.658,16.1,20.8,10.8,21.7,32.6,9.4,5.6,3.3,61.3
Pennsylvania ,14,40.4,22.6,50.0,.453,7.1,18.0,.393,8.9,12.9,.694,11.9,18.4,7.7,19.1,26.8,12.4,7.5,2.2,61.3
Miami (OH),16,40.3,21.9,49.1,.445,7.5,20.2,.372,9.7,14.2,.680,12.3,16.2,7.3,19.0,26.2,12.4,5.3,2.1,60.9
Ball State,16,40.0,21.3,51.5,.414,6.1,18.8,.326,12.2,17.3,.704,12.8,16.0,10.4,20.7,31.1,12.8,5.6,2.3,60.9
Texas A&M-CC,16,40.3,22.0,52.3,.421,4.8,15.9,.302,12.1,19.4,.624,15.4,20.1,9.8,22.2,32.0,13.1,5.3,3.3,60.9
UAB,16,40.0,21.9,51.1,.428,6.6,17.6,.377,10.4,15.1,.690,12.7,15.9,9.4,23.1,32.5,12.0,4.6,3.1,60.9
Alcorn State,18,40.0,21.6,51.7,.418,3.6,12.3,.294,14.0,19.9,.704,15.0,18.9,8.3,19.6,27.9,9.0,6.6,2.4,60.8
Tulane,16,40.6,21.1,50.7,.417,5.8,17.9,.322,12.8,19.7,.651,13.2,17.8,8.2,20.2,28.4,11.3,7.0,2.8,60.8
Wisconsin,18,40.6,20.4,50.5,.404,6.9,21.3,.323,12.9,16.7,.774,9.2,15.0,9.1,22.2,31.4,10.4,4.3,3.4,60.6
Morehead State,16,40.0,20.8,46.9,.443,5.8,17.6,.330,13.2,17.5,.757,14.2,18.4,8.9,19.9,28.8,11.6,8.1,1.1,60.6
Southern,18,40.6,20.8,49.3,.423,5.1,15.2,.333,13.8,20.6,.670,13.0,17.9,7.4,23.5,30.9,10.2,6.1,3.9,60.5
Western Illinois,18,41.1,21.9,48.4,.453,4.6,12.4,.371,12.0,17.5,.686,10.2,15.6,7.2,18.7,25.9,12.1,6.3,3.1,60.5
Kennesaw State,18,40.6,22.3,53.5,.416,6.0,18.7,.321,9.9,17.0,.582,13.8,16.8,9.9,17.5,27.4,11.8,6.2,1.9,60.4
Penn State,18,40.0,21.5,54.4,.395,5.5,18.4,.298,11.9,16.4,.723,11.3,20.6,10.1,19.5,29.6,10.1,6.4,1.9,60.4
Citadel,18,40.8,21.8,50.7,.429,4.5,14.5,.310,12.3,18.2,.677,15.5,16.3,8.2,21.2,29.5,12.4,5.7,1.6,60.4
Bradley,18,40.0,20.3,54.2,.375,5.4,17.1,.315,14.3,20.4,.700,12.5,18.7,8.9,21.2,30.2,10.8,5.9,2.7,60.3
Fairleigh Dickinson,18,40.0,22.5,54.2,.415,3.7,13.8,.266,11.7,17.2,.677,14.9,18.1,8.6,22.1,30.7,10.9,5.3,3.9,60.3
Illinois-Chicago,18,40.6,21.0,53.8,.390,6.6,19.4,.341,11.7,16.6,.702,13.2,18.8,10.9,20.4,31.3,11.1,4.6,2.8,60.3
William & Mary,18,40.3,20.4,49.7,.411,6.8,20.4,.335,12.6,17.6,.715,11.9,16.4,6.7,21.6,28.3,10.8,5.0,2.0,60.2
Grambling State,18,40.3,20.6,51.1,.403,4.3,14.5,.299,14.7,20.8,.709,14.2,16.7,8.1,20.1,28.2,8.9,4.9,3.2,60.2
New Hampshire,16,40.0,20.9,50.8,.411,7.7,21.2,.362,10.7,16.9,.631,13.6,17.6,8.1,21.2,29.2,10.3,5.9,2.6,60.1
Boise State,14,40.4,20.8,53.9,.386,6.3,22.4,.280,12.1,17.6,.691,12.4,18.2,8.9,22.4,31.4,9.8,5.3,1.7,60.0
Virginia,16,40.3,22.9,50.6,.452,4.6,14.3,.323,9.5,13.4,.707,10.9,15.8,6.7,23.1,29.8,11.9,6.0,2.7,59.9
Virginia Tech,16,40.6,21.8,54.8,.397,6.1,17.1,.359,10.2,15.0,.683,10.8,17.3,9.1,19.3,28.4,10.1,5.2,2.7,59.9
Louisiana-Monroe ,16,40.3,21.5,53.4,.402,6.5,17.6,.370,10.4,16.5,.629,13.1,17.0,8.2,21.3,29.6,11.1,5.8,2.4,59.9
UC Riverside,16,40.9,21.8,52.3,.417,4.1,13.9,.296,12.1,17.3,.697,14.4,16.9,8.3,23.4,31.7,9.9,4.8,4.3,59.8
Georgia,16,40.6,21.4,56.1,.382,6.1,20.4,.298,10.7,15.6,.687,9.6,16.9,10.6,20.6,31.2,10.3,6.7,3.6,59.6
Sam Houston State,16,40.3,20.4,47.7,.427,4.8,14.8,.326,14.1,23.3,.603,15.2,18.4,9.1,24.0,33.1,13.2,4.7,2.1,59.6
Eastern Illinois,16,40.0,21.6,51.2,.421,4.8,14.0,.339,11.6,15.6,.747,13.1,17.2,9.2,19.0,28.2,11.6,5.0,1.9,59.5
South Carolina,16,40.3,21.5,56.8,.379,6.5,20.8,.312,9.6,13.4,.712,12.2,17.9,11.7,16.6,28.2,9.1,6.8,4.4,59.1
Wyoming,14,40.4,20.6,47.7,.431,6.1,18.2,.337,11.7,16.0,.732,11.0,16.4,7.2,20.4,27.6,11.5,5.8,2.9,59.0
Brown,14,40.0,21.4,55.1,.389,7.4,19.5,.377,8.7,14.3,.610,11.2,15.2,9.6,21.2,30.8,11.4,4.9,2.6,58.9
Hartford,16,40.0,20.4,49.0,.417,6.9,22.9,.301,11.1,15.5,.714,12.4,18.2,5.7,19.6,25.3,12.4,5.7,1.6,58.8
Georgia Tech,16,40.2,21.7,52.8,.411,5.7,17.0,.335,9.5,14.4,.661,13.4,16.6,9.8,21.6,31.3,10.6,5.3,3.9,58.6
Texas A&M,18,40.3,21.3,51.6,.414,5.7,16.7,.340,10.0,15.0,.667,12.9,18.4,8.0,20.2,28.3,10.2,5.7,2.2,58.3
South Florida,18,40.0,21.5,48.6,.443,4.2,13.7,.308,11.1,15.3,.727,14.1,15.2,9.3,22.8,32.2,12.3,5.1,3.8,58.3
Auburn,16,40.9,20.7,52.6,.393,4.8,16.8,.283,12.0,18.9,.634,13.1,17.6,9.5,22.7,32.2,11.0,5.8,3.8,58.1
Arizona State,18,40.0,20.4,45.2,.451,6.1,16.3,.371,11.1,17.1,.651,16.4,16.5,6.9,20.4,27.3,12.3,5.6,3.7,57.9
Pepperdine,16,40.0,21.4,53.2,.402,3.6,13.8,.262,11.6,18.3,.631,12.9,17.9,10.8,22.6,33.4,11.8,4.5,2.8,57.9
Jackson State,18,41.1,20.6,54.4,.379,4.1,13.5,.305,12.3,18.3,.670,13.7,19.7,12.0,21.9,33.8,8.6,6.9,3.2,57.6
Nebraska,18,40.0,20.5,49.7,.412,6.4,20.6,.310,9.9,12.9,.767,13.2,16.1,6.6,19.0,25.7,12.2,7.0,1.9,57.3
Wright State,18,40.3,19.3,48.1,.401,5.6,16.1,.349,13.1,18.3,.717,13.2,19.1,7.2,19.2,26.4,8.8,6.9,1.5,57.3
Air Force,14,40.4,19.9,47.1,.422,6.6,20.1,.327,10.8,16.0,.674,12.9,16.8,4.4,21.1,25.5,12.4,5.6,3.3,57.1
Saint Peter's,18,40.0,20.2,50.2,.403,5.0,14.6,.342,11.5,16.8,.683,16.1,18.1,8.2,19.8,28.0,11.3,7.3,3.4,56.9
Boston College,16,40.0,19.8,49.1,.403,7.1,20.9,.341,10.2,15.3,.665,14.2,15.8,6.0,20.9,26.9,10.9,5.2,2.5,56.9
Southeastern Louisiana,16,40.3,20.6,50.6,.406,3.4,12.5,.270,11.9,20.4,.584,15.6,16.9,10.8,23.8,34.7,10.4,5.1,3.4,56.4
Binghamton,16,40.0,20.6,49.8,.413,3.9,12.0,.328,10.8,15.9,.678,13.6,17.2,7.7,20.4,28.1,11.2,5.8,2.2,55.9
Northern Illinois,16,40.0,18.8,50.7,.370,6.1,18.4,.329,12.2,18.2,.668,15.2,20.9,12.2,20.1,32.3,8.9,5.0,2.2,55.8
Southern Methodist,16,40.3,19.4,46.4,.417,7.2,22.0,.327,9.8,15.1,.649,12.4,18.1,5.1,18.3,23.4,11.2,7.3,2.2,55.8
Loyola (IL),18,40.8,19.9,47.8,.416,4.1,12.6,.322,11.6,17.1,.678,13.7,16.3,8.4,18.9,27.3,12.0,4.9,1.7,55.4
Navy,14,41.1,19.4,50.5,.383,4.9,18.6,.264,11.7,17.3,.678,13.4,19.4,10.2,18.8,29.0,9.5,7.0,2.1,55.4
Dartmouth,14,40.0,18.4,47.9,.385,3.4,12.2,.275,14.4,20.0,.721,14.0,17.4,8.8,22.5,31.3,8.3,4.9,2.5,54.6
Utah,18,40.3,19.4,48.8,.397,5.7,18.2,.315,9.6,14.2,.672,14.1,16.5,6.1,20.6,26.6,10.0,5.5,2.5,54.1
Texas Tech,18,40.1,18.7,47.1,.396,4.7,13.7,.341,11.9,17.0,.699,16.7,20.3,6.9,20.2,27.1,10.3,4.7,2.8,53.9
Eastern Michigan,16,40.6,18.1,46.9,.386,4.8,13.6,.350,12.4,17.8,.701,13.7,17.7,9.2,19.5,28.7,10.2,6.6,3.2,53.4
USC,18,40.0,19.8,53.4,.371,3.8,15.4,.248,7.4,12.2,.612,9.3,14.4,6.4,17.9,24.4,9.6,5.9,1.8,50.9
