Team,GP,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG
Lipscomb,18,40.8,25.7,58.8,.437,7.4,19.9,.370,12.9,20.6,.627,15.2,16.7,10.5,24.8,35.3,14.1,6.2,3.0,71.7
Ohio State,18,40.0,25.9,54.9,.472,5.0,14.9,.335,14.9,21.1,.708,12.5,16.4,11.3,24.4,35.7,13.1,6.5,3.0,71.7
California,18,40.0,27.1,55.9,.485,3.8,12.1,.318,13.7,18.2,.752,11.7,14.8,9.0,22.1,31.2,16.3,4.9,2.9,71.7
UC Santa Barbara,16,40.3,25.2,56.2,.448,7.8,20.3,.385,13.4,19.0,.707,12.2,16.9,12.7,24.3,36.9,16.0,6.1,5.1,71.6
USC Upstate,18,40.3,25.6,59.4,.430,6.7,18.8,.357,13.8,21.4,.644,14.5,18.3,14.6,22.4,37.0,12.9,7.7,4.7,71.6
Vermont,16,40.0,23.8,53.6,.443,5.7,15.6,.364,18.4,23.6,.778,12.1,17.6,10.6,24.6,35.2,13.8,6.8,2.6,71.6
Xavier,16,40.3,25.4,56.1,.454,5.2,14.5,.362,15.4,21.3,.721,12.5,18.6,9.3,24.8,34.1,14.8,5.8,3.6,71.5
Campbell,18,40.3,25.7,54.6,.470,5.4,14.7,.367,14.7,22.7,.645,12.9,19.8,10.0,23.6,33.6,15.5,6.0,4.7,71.4
Iowa State,18,40.0,24.7,55.6,.445,9.1,23.7,.385,12.8,19.6,.654,12.1,16.2,9.6,24.6,34.2,14.6,6.2,2.6,71.4
Syracuse,18,40.3,26.3,57.8,.456,5.5,17.3,.318,13.2,18.8,.699,10.1,15.4,10.7,21.8,32.4,15.4,8.7,7.4,71.3
Northern Colorado,16,41.2,24.9,51.1,.488,6.7,14.8,.453,14.6,22.4,.652,16.2,19.1,9.3,23.2,32.5,12.3,5.4,2.1,71.2
Akron,16,40.3,24.2,51.9,.467,5.6,16.2,.347,17.1,24.2,.704,14.2,16.4,10.5,22.2,32.8,13.1,7.1,3.7,71.2
Southeast Missouri State,16,40.0,26.5,55.1,.481,6.4,16.2,.392,11.8,18.3,.645,12.9,19.1,10.4,23.6,34.1,14.7,4.8,4.0,71.2
Louisiana Tech,14,40.4,24.9,58.1,.429,8.1,23.6,.344,13.1,19.8,.661,11.6,19.2,9.1,21.2,30.4,13.5,6.6,2.6,71.1
Washington,18,40.0,26.5,60.7,.437,5.3,17.2,.310,12.6,20.6,.612,12.5,19.1,13.2,24.1,37.3,12.3,6.7,3.1,71.1
Kent State,16,40.3,25.2,53.8,.470,6.4,16.9,.378,14.1,20.2,.697,13.1,16.4,8.9,21.2,30.2,15.8,8.7,4.6,70.9
Tennessee State,16,40.9,24.6,54.7,.449,5.6,16.8,.332,16.2,23.1,.705,13.8,17.9,11.1,21.7,32.8,11.9,7.1,3.1,70.9
Coastal Carolina,18,40.6,26.6,56.0,.474,5.2,14.4,.358,12.6,18.3,.688,13.2,17.3,10.2,25.5,35.8,12.3,5.6,3.9,70.9
Quinnipiac,18,40.6,26.3,60.6,.434,4.1,12.6,.326,14.2,22.1,.645,12.2,19.1,15.8,24.6,40.4,12.8,5.4,2.5,70.9
Villanova,18,40.8,23.8,58.3,.408,5.8,17.9,.323,17.5,23.3,.752,15.2,20.3,12.8,23.4,36.2,12.2,5.5,3.2,70.8
Vanderbilt,16,40.3,23.1,50.6,.457,8.9,21.0,.423,15.6,22.1,.708,12.8,15.8,9.6,22.4,32.0,12.9,4.8,4.6,70.8
Manhattan,18,40.0,24.1,54.5,.441,7.4,19.7,.376,15.2,21.2,.717,15.2,19.0,10.9,22.1,33.0,14.5,7.9,5.1,70.7
St. Francis (NY),18,40.0,24.4,55.0,.443,7.8,21.7,.361,14.1,20.3,.691,16.2,20.8,9.9,23.6,33.5,14.0,7.2,2.0,70.7
Chattanooga,18,40.6,24.3,58.7,.414,6.7,21.6,.312,15.4,22.4,.686,12.9,16.9,11.2,25.8,37.0,12.6,5.1,0.9,70.7
Sacred Heart,18,41.1,24.9,53.8,.463,6.9,18.7,.371,13.8,18.4,.750,15.4,17.4,9.0,22.1,31.1,13.3,7.2,3.1,70.6
Bethune-Cookman,16,40.0,25.1,53.1,.473,5.4,15.5,.347,14.9,21.7,.686,12.9,19.6,9.9,19.0,28.9,12.7,6.7,2.5,70.5
Austin Peay,16,40.0,24.9,53.2,.468,4.4,12.6,.353,16.3,23.7,.689,13.7,17.8,10.7,20.7,31.4,11.7,6.9,3.9,70.5
Purdue,18,40.0,24.9,57.1,.436,7.7,20.4,.375,13.0,19.0,.684,8.1,17.4,8.9,20.0,28.8,12.8,5.8,2.8,70.4
New Mexico,14,40.0,25.7,55.8,.461,7.7,20.5,.376,11.3,16.9,.667,13.1,17.6,10.6,25.8,36.4,15.6,6.0,3.0,70.4
Monmouth,18,40.6,25.3,57.4,.440,6.7,18.1,.369,13.2,19.7,.668,13.4,20.7,9.2,19.0,28.2,14.4,8.3,1.6,70.4
South Dakota,18,40.3,25.4,56.7,.448,6.5,18.2,.358,13.1,18.2,.719,13.1,15.1,8.1,22.7,30.8,13.8,6.6,2.9,70.3
Delaware State,16,41.2,25.1,55.2,.454,6.3,18.4,.344,13.9,19.3,.718,10.2,16.8,10.2,18.6,28.8,12.4,8.1,6.6,70.3
Miami (FL),16,40.9,25.4,59.2,.429,7.3,22.0,.332,12.1,16.6,.728,11.6,16.3,11.1,23.0,34.1,12.1,6.3,3.1,70.2
NC State,16,40.3,25.4,57.1,.445,5.1,14.6,.346,14.4,20.9,.690,12.3,16.5,11.2,23.6,34.8,14.5,7.1,3.6,70.2
Texas State,16,40.0,24.6,57.9,.424,8.1,22.7,.358,12.9,18.3,.706,15.6,20.1,9.8,22.8,32.6,13.1,7.9,3.4,70.2
Loyola Marymount,16,40.3,23.3,54.8,.425,6.5,17.9,.364,16.9,22.9,.740,12.8,17.6,10.3,22.5,32.8,10.6,7.7,3.2,70.1
North Florida,18,40.8,25.6,53.4,.479,6.7,17.6,.383,12.1,19.9,.609,15.1,17.6,9.9,22.4,32.3,12.9,5.6,3.1,70.1
High Point,18,40.6,23.4,52.9,.443,8.2,20.4,.402,14.9,21.1,.708,12.8,19.7,9.4,21.2,30.6,11.7,5.2,2.8,70.1
Saint Joseph's,16,40.9,24.9,55.1,.451,6.1,18.7,.328,14.1,20.2,.700,12.9,15.1,10.5,25.2,35.8,14.3,4.2,5.9,70.0
N.J.I.T.,10,41.0,24.2,58.4,.414,7.7,22.1,.348,13.8,18.9,.730,11.9,21.8,10.7,21.9,32.6,11.6,7.4,2.9,69.9
Mercer,18,40.0,24.3,50.6,.480,6.4,17.8,.361,14.9,20.7,.718,14.7,18.7,9.2,21.8,31.0,13.5,6.8,4.8,69.9
Delaware,18,41.1,23.1,54.6,.423,5.3,16.6,.319,18.3,24.6,.747,12.2,17.9,9.2,26.1,35.3,9.3,5.2,4.8,69.8
Western Carolina,18,40.6,24.4,60.1,.406,7.5,21.8,.344,13.6,20.1,.676,12.7,20.4,12.8,20.9,33.8,10.4,8.1,2.8,69.8
Lafayette,14,40.0,23.9,54.4,.440,8.5,22.7,.374,13.4,17.6,.764,10.1,19.9,6.2,20.6,26.9,12.6,5.0,2.3,69.8
George Mason,18,40.3,24.0,53.7,.447,4.8,14.8,.327,16.9,23.3,.726,14.8,20.1,10.0,24.6,34.6,12.6,7.3,4.6,69.7
Robert Morris,18,40.3,23.5,54.1,.435,6.2,18.6,.332,16.5,23.1,.716,13.7,20.8,12.2,19.6,31.8,13.8,9.2,2.2,69.7
Southern Mississippi,16,41.2,23.1,56.2,.411,5.9,17.2,.342,17.4,24.0,.727,10.8,19.2,12.0,21.2,33.1,11.2,5.9,2.7,69.6
Texas,18,40.3,23.0,54.8,.420,5.1,16.0,.319,18.4,24.7,.746,12.6,20.3,11.7,20.6,32.3,11.6,6.8,3.3,69.6
UCLA,18,40.0,26.6,54.8,.485,5.2,12.5,.413,11.3,17.1,.661,12.7,17.4,9.2,22.4,31.6,14.7,7.9,3.8,69.6
Arizona,18,40.3,22.7,51.7,.439,7.3,18.9,.384,16.8,24.5,.685,12.5,16.5,9.6,23.8,33.3,13.9,5.6,3.4,69.4
Denver,16,40.6,24.3,50.1,.486,8.4,22.0,.384,12.1,16.5,.735,11.2,18.1,6.8,19.9,26.6,16.1,7.9,4.8,69.2
Montana State,16,40.6,24.6,57.2,.430,7.2,19.9,.364,12.8,18.1,.706,14.4,20.0,10.5,21.3,31.9,13.4,6.0,3.9,69.1
Cal State Northridge,16,40.3,23.6,59.8,.394,6.6,19.7,.333,15.3,20.9,.731,12.4,20.8,12.9,19.9,32.9,14.1,5.6,2.5,69.0
UC Irvine,16,40.6,24.2,57.6,.420,8.1,23.2,.349,12.5,18.9,.660,14.1,17.8,10.8,23.6,34.4,16.1,4.9,4.8,69.0
North Carolina A&T,16,40.6,24.1,57.0,.423,6.8,19.9,.342,13.9,21.6,.645,14.1,17.4,9.8,22.8,32.6,12.1,6.8,2.7,69.0
Fort Wayne,18,40.0,24.9,54.8,.454,5.5,16.6,.332,13.7,19.6,.702,14.0,20.4,8.8,22.1,30.9,13.1,5.9,2.2,69.0
Niagara,18,40.3,23.3,58.9,.396,8.2,24.6,.335,14.1,20.3,.693,12.6,21.5,10.8,19.6,30.4,12.3,8.6,2.7,68.9
Texas-San Antonio,16,40.3,23.4,54.0,.433,8.2,21.7,.378,14.0,19.0,.737,15.1,17.2,9.0,22.8,31.8,13.3,8.3,3.6,68.9
Middle Tennessee State,16,40.0,25.2,53.5,.472,4.1,12.9,.320,14.3,22.6,.634,13.3,19.0,10.6,23.2,33.8,15.4,6.9,4.2,68.9
Buffalo,16,40.0,24.4,53.3,.458,6.6,19.4,.342,13.2,20.5,.646,14.3,17.5,10.6,25.6,36.1,15.4,4.4,5.6,68.9
Arkansas,16,40.0,24.4,56.1,.435,6.7,18.1,.370,13.4,19.6,.687,12.6,20.6,8.6,19.5,28.1,12.4,7.9,3.6,68.9
Detroit,18,40.0,23.4,53.2,.439,4.4,14.9,.295,17.6,24.3,.723,12.6,19.2,11.0,20.2,31.2,12.2,7.9,4.5,68.7
Florida,16,40.0,23.4,53.2,.440,8.6,23.9,.361,13.2,17.2,.764,10.9,15.8,9.2,21.5,30.8,12.2,5.4,3.1,68.7
Charleston,18,41.1,23.6,58.6,.403,7.6,25.3,.301,13.8,21.7,.637,12.8,16.7,10.5,24.0,34.5,11.2,8.3,4.2,68.7
Bucknell,14,40.0,23.7,51.0,.465,5.5,14.0,.393,15.7,19.9,.791,11.1,16.8,8.4,27.3,35.7,12.6,3.9,3.5,68.6
Mississippi State,16,41.2,24.2,54.4,.444,7.1,19.5,.365,13.1,18.3,.717,11.7,14.1,9.6,23.5,33.1,12.6,5.4,3.2,68.6
Saint Louis,16,40.3,24.2,56.4,.429,6.7,19.9,.336,13.5,19.2,.704,11.6,17.4,10.6,21.6,32.1,13.8,7.8,2.6,68.6
Morgan State,16,40.6,24.0,54.8,.438,5.2,16.8,.312,15.2,22.4,.679,15.2,18.6,11.1,21.8,32.9,12.6,5.9,5.1,68.4
Princeton,14,40.0,24.9,51.0,.487,7.0,17.3,.405,11.6,15.8,.733,11.0,16.0,6.0,23.9,29.9,14.1,6.1,4.4,68.3
Florida State,16,40.0,24.6,54.1,.454,6.4,17.1,.377,12.7,18.0,.705,15.0,19.6,10.1,22.3,32.4,11.6,7.1,4.9,68.2
Michigan State,18,40.3,24.6,51.9,.474,5.2,14.2,.365,13.8,19.4,.711,12.3,16.9,9.9,24.6,34.5,13.9,6.8,3.6,68.2
Rhode Island,16,40.6,24.6,60.6,.405,5.3,18.5,.287,13.8,19.8,.699,13.9,16.6,13.8,23.6,37.4,11.1,5.8,3.6,68.2
McNeese State,16,40.0,24.0,55.9,.430,5.3,15.8,.337,14.9,21.4,.696,12.3,17.6,11.3,23.2,34.4,10.7,6.8,3.5,68.2
Northwestern State,16,40.0,24.1,56.3,.428,5.8,18.9,.305,14.2,23.2,.612,15.1,20.8,11.7,22.8,34.5,13.3,8.1,6.7,68.2
Western Kentucky,16,40.6,23.4,58.2,.402,5.8,19.1,.302,15.7,20.8,.756,13.6,19.1,11.1,22.6,33.7,12.0,6.1,3.6,68.2
Central Arkansas,16,40.3,26.6,64.5,.413,6.1,19.2,.316,8.8,16.3,.540,15.4,21.5,12.9,21.5,34.4,15.0,7.8,3.0,68.1
Appalachian State,18,40.3,24.0,53.3,.450,6.1,18.3,.331,14.1,21.6,.650,13.2,19.5,8.6,24.1,32.7,11.7,6.0,3.7,68.1
Texas-RGV,10,40.0,22.1,51.9,.426,7.6,19.8,.384,16.2,21.8,.743,13.2,19.0,7.2,21.4,28.6,13.1,5.1,1.5,68.0
Florida A&M,16,40.3,25.9,61.0,.424,5.5,17.9,.307,10.8,16.9,.637,16.0,20.3,14.2,22.1,36.3,10.5,8.2,4.6,68.0
Providence,18,40.3,23.4,57.0,.411,5.6,15.2,.366,15.4,21.2,.725,11.6,17.2,11.9,21.5,33.4,14.1,4.7,5.1,67.8
West Virginia,18,40.6,23.9,57.4,.417,5.1,17.6,.287,14.9,21.3,.700,11.7,15.6,14.0,21.7,35.7,14.1,6.1,2.6,67.8
VCU,18,40.3,23.0,57.6,.399,7.4,23.1,.322,14.4,21.4,.671,11.2,18.1,11.9,22.3,34.2,12.7,11.2,4.0,67.8
Maryland,16,40.9,22.7,56.1,.405,5.8,16.6,.350,16.6,24.4,.680,13.3,18.9,10.8,24.1,34.9,9.9,4.4,4.0,67.8
San Diego,16,40.3,24.1,53.8,.449,6.6,17.2,.384,12.9,19.4,.666,12.9,18.9,7.8,21.2,29.0,13.9,6.9,3.6,67.8
Iowa,18,40.0,23.6,52.3,.452,5.5,14.5,.379,15.1,21.7,.693,13.7,16.4,9.5,21.4,30.9,13.3,6.4,3.7,67.8
Cleveland State,18,40.0,25.1,51.9,.484,6.8,16.7,.407,10.8,15.3,.703,13.8,19.8,9.1,21.2,30.3,13.9,7.9,3.7,67.8
Wofford,18,40.3,25.4,54.6,.466,7.3,20.1,.365,9.6,13.6,.705,10.8,15.9,8.4,22.3,30.7,15.1,5.4,2.4,67.8
Houston Baptist,10,40.5,23.8,57.0,.418,3.9,12.6,.310,16.2,22.0,.736,14.9,20.5,10.7,22.0,32.7,10.8,6.6,0.9,67.7
Ohio,16,40.0,22.3,55.2,.404,6.4,21.1,.305,16.6,23.2,.715,13.2,19.8,11.7,20.7,32.4,11.7,9.1,2.6,67.7
Illinois State,18,40.6,23.0,52.6,.437,7.8,21.5,.362,13.9,18.7,.742,11.6,16.9,8.8,26.5,35.3,12.4,4.4,3.1,67.7
Sacramento State,16,40.0,23.8,53.2,.447,5.5,16.0,.344,14.5,20.9,.693,13.7,20.1,9.1,22.6,31.7,13.5,4.6,2.3,67.6
Santa Clara,16,40.0,24.1,59.1,.408,6.9,19.8,.351,12.4,18.1,.686,11.1,22.7,9.9,20.0,29.9,12.7,4.9,3.9,67.6
Central Connecticut State,18,40.6,24.1,56.2,.428,5.2,16.1,.325,14.3,18.7,.768,14.2,18.1,10.6,20.2,30.8,13.7,8.4,3.2,67.6
North Dakota,10,40.0,24.7,53.7,.460,7.4,19.9,.372,10.8,19.6,.551,16.2,17.2,9.8,26.2,36.1,13.9,6.2,5.2,67.6
Savannah State,16,40.0,23.9,53.3,.449,6.5,18.6,.349,13.1,22.1,.593,13.2,18.6,11.7,22.6,34.3,13.4,6.4,3.6,67.6
San Diego State,14,40.7,23.6,53.8,.440,4.9,16.1,.301,15.4,20.1,.765,12.6,16.7,9.1,24.9,33.9,11.3,4.8,2.2,67.5
Idaho State,16,40.9,23.7,55.0,.431,6.8,18.8,.360,13.4,19.5,.686,13.8,20.1,9.8,18.1,27.8,12.1,6.8,1.9,67.5
Green Bay,18,40.3,23.7,53.2,.446,6.1,15.3,.395,14.0,20.0,.700,13.3,18.0,9.6,22.0,31.6,13.1,6.5,5.2,67.5
Kansas State,18,40.0,23.8,55.1,.431,5.6,16.7,.336,14.3,21.2,.675,14.4,19.7,12.9,20.5,33.4,13.7,6.1,4.4,67.4
Louisiana-Lafayette ,16,41.6,22.8,55.4,.411,5.2,16.4,.319,16.7,26.9,.619,16.5,19.8,11.5,27.5,39.1,10.0,5.1,5.2,67.4
Troy,16,40.6,24.8,60.1,.412,7.6,23.7,.322,10.3,15.0,.688,13.1,16.6,11.3,21.1,32.4,11.6,6.6,4.0,67.4
Army,14,41.1,21.8,52.0,.419,7.9,21.7,.362,16.3,22.3,.731,15.1,19.1,6.9,20.4,27.3,12.6,6.4,1.9,67.4
Cincinnati,18,40.3,24.6,60.9,.403,6.8,21.1,.324,11.4,17.3,.662,9.3,15.9,13.0,21.2,34.3,12.7,8.1,3.9,67.4
Colorado State,14,40.7,23.2,50.9,.456,5.4,14.4,.376,15.5,20.4,.761,12.6,17.1,6.9,24.1,31.0,12.4,5.0,2.0,67.4
Liberty,18,40.3,24.8,54.9,.451,3.9,11.6,.337,13.9,19.5,.712,11.4,16.7,9.6,22.7,32.3,13.0,4.1,2.6,67.3
Stanford,18,41.1,24.3,57.8,.421,7.0,19.6,.357,11.7,18.3,.638,13.7,20.4,11.6,23.3,34.9,11.8,4.7,3.8,67.3
