Team,GP,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG
Vanderbilt,18,40.6,22.7,50.8,.447,7.6,19.2,.393,14.2,20.3,.699,12.9,17.1,9.1,22.3,31.4,14.3,5.1,5.1,67.2
North Carolina Central,16,40.0,24.0,48.5,.495,6.6,18.1,.367,12.5,17.9,.697,12.2,18.0,9.6,24.9,34.4,14.1,4.9,3.5,67.1
Niagara,20,40.5,22.3,53.4,.418,6.5,17.1,.381,15.9,22.4,.712,13.9,18.7,11.2,22.9,34.0,12.3,6.1,2.0,67.0
South Dakota,16,40.0,23.8,56.9,.418,5.9,16.2,.365,13.4,17.8,.757,10.0,15.7,10.1,21.9,31.9,11.0,5.9,2.4,67.0
New Mexico State,14,40.4,23.1,48.4,.478,4.2,11.9,.353,16.5,21.9,.752,13.4,13.2,11.5,23.1,34.6,12.2,6.5,3.9,67.0
Mount St. Mary's,18,41.1,22.7,54.7,.415,7.8,21.9,.357,13.7,19.1,.715,12.2,18.1,10.4,23.1,33.4,12.4,7.4,4.0,66.9
Stetson,14,40.0,23.6,56.2,.421,5.4,16.9,.318,14.3,20.9,.685,11.6,16.6,9.3,23.3,32.6,11.1,4.0,3.1,66.9
Indiana State,18,40.5,22.4,50.7,.442,8.0,19.8,.404,14.0,18.7,.748,13.6,17.1,7.7,22.6,30.3,13.4,5.2,2.9,66.9
Milwaukee,16,40.0,22.4,50.8,.440,7.3,20.2,.361,14.8,19.4,.762,12.1,15.8,7.4,23.1,30.5,14.4,5.5,2.5,66.9
Rider,20,40.8,23.8,53.6,.444,6.0,17.2,.348,13.2,21.9,.606,12.8,17.9,10.3,24.2,34.5,12.9,7.0,2.5,66.8
Georgia,18,40.9,21.9,51.8,.423,6.2,17.1,.362,16.8,23.6,.712,12.9,17.9,10.6,25.9,36.6,12.2,4.8,4.1,66.8
Seton Hall,18,40.6,23.1,57.9,.399,6.8,20.4,.335,13.8,20.3,.678,11.7,19.9,13.0,22.7,35.7,12.1,5.1,3.5,66.8
Arizona State,18,40.3,22.9,52.7,.434,6.2,19.1,.324,14.9,22.3,.668,13.6,18.9,9.7,22.2,31.8,11.7,5.4,2.0,66.8
Georgia Southern,20,40.5,23.6,55.9,.422,7.7,23.4,.326,11.9,19.3,.619,11.8,17.6,11.0,23.6,34.6,10.9,6.9,3.3,66.8
Purdue,18,40.3,23.2,51.3,.452,5.4,16.8,.321,15.1,22.3,.674,13.4,19.0,10.8,24.1,34.9,14.1,5.4,4.8,66.8
Alcorn State,18,40.0,22.9,56.3,.407,5.3,18.4,.290,15.6,23.7,.660,11.0,17.9,10.2,20.4,30.6,8.8,6.2,2.4,66.7
UC Santa Barbara,16,40.0,23.2,52.6,.441,7.2,18.7,.385,13.1,18.1,.727,10.2,18.3,9.1,22.2,31.2,15.6,5.1,3.2,66.7
Bowling Green,18,40.3,23.7,55.1,.431,6.8,20.6,.332,12.4,17.6,.706,11.9,17.2,10.2,23.3,33.6,11.6,7.2,3.8,66.7
New Hampshire,16,40.9,22.7,50.5,.449,7.1,18.4,.388,14.1,20.8,.681,12.9,19.6,7.9,27.6,35.4,11.4,5.0,2.7,66.6
Albany,16,40.0,22.0,48.8,.451,6.3,16.8,.375,16.3,21.3,.765,11.2,15.7,9.5,23.3,32.8,11.7,5.9,1.3,66.6
Kent State,18,40.6,22.3,51.7,.432,7.1,19.8,.357,14.7,21.7,.678,11.3,17.3,10.6,22.7,33.3,10.1,5.0,4.0,66.4
North Texas,18,40.3,24.2,54.6,.443,4.9,16.0,.309,13.1,20.9,.626,12.2,17.7,10.7,22.3,32.9,9.8,6.3,3.3,66.4
Alabama A&M ,18,40.3,22.1,54.6,.405,6.0,20.2,.297,16.1,24.2,.667,12.9,18.8,13.1,21.9,35.1,12.4,5.9,2.4,66.3
Illinois-Chicago,16,40.0,21.6,53.6,.403,6.8,19.3,.353,16.2,21.9,.741,11.4,17.9,10.4,21.5,31.9,12.6,5.8,2.8,66.3
Utah State,18,40.3,24.1,50.9,.474,7.9,18.8,.422,10.1,15.9,.634,10.6,14.6,6.4,23.9,30.3,15.5,4.6,4.9,66.3
San Francisco,18,40.3,23.4,53.0,.442,5.6,18.3,.306,13.7,20.4,.673,10.8,20.2,8.8,22.0,30.8,12.9,5.2,2.5,66.2
Louisville,18,40.3,24.0,55.6,.432,5.5,17.0,.324,12.7,18.9,.674,10.4,17.7,11.1,23.5,34.6,11.3,6.6,4.8,66.2
North Dakota State,16,40.9,22.8,50.7,.450,7.4,17.6,.420,13.2,18.4,.718,9.9,15.6,7.8,23.8,31.6,9.8,5.0,3.5,66.2
Canisius,20,40.2,23.4,55.8,.420,6.2,19.6,.315,13.2,18.6,.708,11.6,17.9,12.1,21.9,34.0,14.2,6.3,3.4,66.2
Memphis,18,40.6,25.2,56.9,.442,5.6,17.0,.330,10.2,15.7,.649,12.8,18.1,12.1,22.8,34.9,15.3,7.0,6.2,66.1
Illinois State,18,40.6,23.3,54.4,.429,6.1,17.5,.346,13.3,18.0,.738,12.8,19.2,12.1,21.9,34.0,11.1,7.4,4.1,66.0
USC,18,40.8,24.6,59.1,.416,5.4,16.6,.324,11.5,17.8,.647,13.6,18.3,10.2,23.2,33.4,12.3,6.3,4.1,66.0
Central Arkansas,18,40.0,22.5,51.9,.434,6.2,17.8,.350,14.8,21.6,.686,18.6,19.8,9.2,22.2,31.3,12.7,6.9,3.8,66.0
Maryland,18,40.6,21.2,51.4,.411,7.4,20.2,.365,16.2,21.2,.766,12.1,16.9,8.4,24.8,33.2,10.1,4.9,4.2,65.9
Southern,18,40.3,22.8,53.7,.425,4.6,14.6,.313,15.7,23.9,.657,12.0,19.1,11.9,24.9,36.8,9.8,6.3,4.6,65.9
Pittsburgh,18,40.6,24.2,55.2,.439,4.6,13.9,.331,12.8,18.7,.688,8.9,18.3,11.0,19.9,30.9,16.4,5.0,2.4,65.9
Ohio,18,40.0,23.2,54.3,.426,7.8,21.3,.366,11.8,15.3,.768,13.0,15.9,8.7,23.3,32.0,11.9,5.1,4.6,65.9
DePaul,18,40.3,22.8,54.1,.422,7.6,21.7,.349,12.6,17.8,.707,12.2,21.1,8.7,20.2,28.8,11.7,5.9,3.7,65.8
Monmouth,20,40.2,22.1,52.5,.422,4.6,14.2,.325,16.9,23.1,.730,12.7,18.8,10.2,22.9,33.1,11.2,7.3,3.9,65.8
Texas A&M,18,40.6,23.3,54.1,.432,5.7,16.1,.353,13.4,20.1,.666,12.5,18.2,11.8,24.5,36.3,13.6,5.1,3.1,65.7
Holy Cross,18,40.8,22.9,54.3,.422,6.4,18.6,.347,13.3,18.7,.709,9.7,19.2,10.2,20.4,30.6,11.4,6.7,4.1,65.6
Syracuse,18,40.3,23.3,57.0,.408,5.4,17.7,.307,13.6,20.8,.653,10.8,15.6,11.2,23.1,34.2,14.3,7.5,4.6,65.6
Massachusetts,18,40.0,23.2,55.3,.419,4.8,15.9,.301,14.4,20.8,.693,13.9,18.7,12.0,23.8,35.8,13.4,6.3,3.9,65.6
Yale,15,40.0,21.7,48.8,.444,6.3,16.8,.377,15.9,23.0,.690,11.5,17.5,9.7,23.9,33.6,12.1,5.1,3.5,65.5
SIU-Edwardsville,16,40.0,22.4,53.1,.421,7.4,19.2,.383,13.2,19.5,.679,13.9,17.6,9.8,24.5,34.2,11.8,5.9,3.8,65.4
Northern Illinois,18,40.3,22.4,50.6,.443,4.8,14.7,.328,15.7,23.4,.672,13.3,20.8,10.7,21.3,32.0,10.4,6.8,1.8,65.3
Long Beach State,16,40.6,22.9,55.8,.411,6.6,20.9,.316,12.8,18.0,.712,11.7,18.3,10.6,23.6,34.1,10.9,6.9,2.2,65.3
George Washington,18,40.8,22.2,51.2,.433,6.3,16.9,.375,14.6,21.2,.688,12.7,16.2,11.5,23.1,34.6,11.8,4.6,3.6,65.2
Montana State,18,40.0,22.9,56.4,.407,8.7,23.9,.364,10.6,15.4,.687,13.0,19.7,9.9,22.2,32.1,11.8,4.2,2.8,65.2
Old Dominion,18,40.3,24.4,54.6,.447,5.8,17.7,.327,10.6,16.1,.661,10.9,18.2,11.9,21.9,33.8,13.3,6.9,3.1,65.2
California,18,40.0,24.3,57.1,.425,5.9,16.7,.357,10.7,16.2,.658,11.5,19.9,8.3,24.1,32.4,11.3,4.1,3.7,65.2
Texas,18,40.6,22.7,54.1,.419,6.0,18.2,.330,13.7,19.2,.716,12.1,17.6,11.0,25.1,36.1,12.6,3.3,8.3,65.1
Fordham,18,40.0,23.3,56.4,.412,5.7,19.0,.301,12.8,16.3,.782,13.6,18.9,10.7,23.3,33.9,11.7,6.4,3.4,65.1
Stony Brook,16,40.0,23.9,56.7,.422,5.6,17.1,.330,11.5,16.5,.697,11.4,16.1,12.4,25.9,38.3,12.1,5.4,3.8,65.0
Rhode Island,18,40.0,22.6,51.5,.438,3.7,13.9,.263,16.2,24.8,.655,13.8,19.9,11.2,23.6,34.7,12.6,6.7,6.1,65.0
St. Francis (PA),18,40.6,22.6,51.7,.437,7.1,21.7,.325,12.7,18.8,.676,11.9,16.2,8.1,21.8,29.9,12.1,7.1,2.7,65.0
Fresno State,18,40.8,22.6,53.3,.423,6.0,18.1,.332,13.8,20.1,.687,10.3,20.1,7.9,22.0,29.9,10.9,7.9,3.1,64.9
Boston College,18,40.8,23.2,52.4,.443,7.2,20.5,.350,11.2,15.6,.719,11.2,18.3,7.2,21.7,28.9,13.4,4.4,2.3,64.8
Nicholls State,18,40.6,21.9,49.9,.439,5.0,16.2,.309,15.9,25.1,.636,16.7,21.9,9.9,22.3,32.2,13.1,6.6,4.3,64.8
Florida State,18,40.6,22.2,50.4,.441,5.3,14.7,.360,15.1,22.0,.684,14.3,19.2,9.7,22.8,32.6,11.1,4.9,4.9,64.8
Troy,20,40.5,22.8,54.0,.422,6.8,20.0,.338,12.4,18.9,.656,13.4,15.8,9.9,22.8,32.6,8.9,6.5,1.9,64.8
Rice,18,41.4,21.3,49.4,.432,9.9,25.7,.384,12.1,16.6,.729,14.1,17.0,7.1,22.4,29.6,13.1,6.0,2.4,64.7
St. Bonaventure,18,40.6,23.1,55.3,.418,4.3,15.5,.276,14.1,20.1,.702,11.9,16.9,12.0,23.2,35.2,12.1,6.1,4.8,64.6
Columbia,14,40.0,22.6,51.6,.438,9.0,23.6,.382,10.4,14.2,.734,11.4,18.7,9.4,21.1,30.5,10.9,4.4,3.3,64.6
Citadel,18,40.6,21.4,46.1,.464,6.7,15.9,.423,15.1,19.3,.779,13.3,15.4,8.3,19.4,27.7,13.0,4.3,2.2,64.6
UCF,18,41.4,23.0,54.8,.420,6.5,19.7,.330,12.0,18.6,.645,12.8,15.8,10.3,22.1,32.4,10.9,5.3,3.8,64.5
Brown,14,40.4,21.4,52.2,.410,5.5,18.1,.304,16.0,24.1,.663,12.4,19.9,9.4,24.9,34.3,11.7,3.6,4.1,64.4
Appalachian State,20,40.0,22.2,56.2,.396,7.0,21.2,.333,12.6,17.9,.704,13.6,18.1,11.4,22.6,34.0,11.6,4.4,1.9,64.2
Morgan State,16,40.3,22.0,61.2,.360,5.4,18.2,.299,14.7,23.6,.622,9.8,18.6,14.9,20.9,35.8,10.0,5.4,2.9,64.1
Temple,18,40.3,22.8,58.7,.389,6.7,21.7,.308,11.8,18.3,.644,9.8,16.9,12.4,24.7,37.1,12.7,7.7,3.9,64.1
Oklahoma State,18,40.3,21.9,50.4,.434,6.9,18.6,.374,13.4,17.6,.760,12.1,20.3,8.0,20.6,28.6,11.3,6.9,4.9,64.1
Tulsa,18,40.6,22.1,52.8,.418,5.4,17.0,.317,14.6,22.3,.652,10.4,16.0,9.9,24.5,34.4,10.9,6.1,3.4,64.1
Eastern Illinois,16,40.6,22.6,51.1,.443,7.2,19.6,.367,11.5,17.9,.643,11.6,15.9,6.4,23.4,29.8,13.4,5.2,4.5,63.9
Creighton,18,40.3,21.7,53.3,.406,7.3,21.7,.338,13.2,18.7,.708,11.9,18.2,10.4,22.4,32.8,12.9,4.1,2.4,63.9
Arkansas-Pine Bluff ,18,40.0,22.2,51.9,.427,6.6,19.5,.336,12.9,19.1,.677,14.5,18.8,9.8,19.6,29.4,11.3,8.6,3.9,63.8
Austin Peay,16,40.0,21.6,55.9,.385,5.2,17.2,.302,15.4,23.6,.653,13.3,16.9,12.7,21.6,34.3,11.2,6.1,3.9,63.8
Howard,16,40.7,21.3,47.5,.449,4.2,14.1,.301,16.8,23.3,.721,16.5,18.5,8.8,21.4,30.2,8.6,7.4,4.2,63.7
Harvard,15,40.3,22.2,51.3,.433,4.9,13.8,.353,14.4,20.1,.718,10.7,16.0,11.1,23.0,34.1,13.3,6.1,3.6,63.7
Texas Christian,18,40.6,22.2,55.1,.403,3.9,13.7,.287,15.3,25.3,.607,11.7,21.6,12.8,21.3,34.1,11.1,5.9,4.5,63.6
Ball State,17,41.2,22.4,53.2,.420,8.1,24.9,.326,10.8,16.1,.670,13.9,19.6,10.2,21.6,31.8,12.1,4.4,2.4,63.6
Cal State Fullerton,16,41.0,22.9,56.1,.409,4.9,15.6,.317,12.8,19.2,.662,12.5,19.5,9.9,23.8,33.8,9.6,4.8,1.9,63.6
UC Riverside,16,40.6,21.6,53.0,.407,6.8,19.8,.342,13.7,20.2,.678,13.3,20.0,9.1,23.8,32.9,12.3,7.1,3.3,63.6
Penn State,18,40.6,22.9,55.3,.415,6.6,20.1,.326,11.1,15.9,.693,12.1,19.8,9.0,22.8,31.8,9.9,5.9,3.3,63.5
Cal State Bakersfield,14,40.4,21.9,50.4,.434,5.3,14.9,.356,14.4,20.0,.721,11.4,19.8,10.9,21.4,32.3,12.4,5.2,1.5,63.4
Illinois,18,40.6,21.3,54.6,.390,7.1,20.1,.352,13.7,16.9,.810,10.1,17.2,9.1,21.3,30.4,10.6,6.4,2.8,63.3
Saint Joseph's,18,40.6,22.9,55.2,.416,6.3,19.1,.329,11.1,18.4,.602,12.7,16.6,10.8,24.7,35.5,13.7,6.4,4.4,63.3
Connecticut,18,40.3,22.2,51.5,.430,6.5,18.7,.348,12.4,18.3,.678,11.9,16.7,9.8,23.8,33.6,12.3,4.9,6.0,63.2
Kennesaw State,14,40.0,22.4,55.4,.403,6.2,19.1,.326,12.3,16.7,.735,11.6,15.5,10.9,24.1,35.0,9.9,4.9,2.7,63.2
Alabama,18,40.6,20.9,48.7,.429,6.7,20.6,.324,14.7,21.1,.697,12.3,19.1,9.1,22.6,31.7,9.1,5.6,3.7,63.2
Cal State Northridge,16,40.0,21.2,50.4,.421,3.9,10.4,.371,16.8,22.0,.764,12.7,17.9,8.6,23.7,32.2,12.9,4.6,2.6,63.1
Liberty,18,40.0,21.5,51.5,.417,4.6,14.9,.306,15.5,21.2,.730,15.6,19.3,10.0,22.7,32.7,10.2,4.8,2.4,63.1
Campbell,18,40.3,21.3,50.9,.418,9.2,24.9,.370,11.2,17.3,.646,12.8,18.2,9.2,20.2,29.4,13.2,6.8,2.9,62.9
Presbyterian,18,40.0,23.5,51.0,.461,3.9,12.3,.320,11.9,18.2,.655,11.8,15.8,8.5,22.1,30.6,10.1,5.5,2.4,62.9
Dartmouth,14,40.4,22.1,50.8,.436,5.4,15.6,.342,13.2,21.0,.629,13.0,19.1,9.0,21.2,30.2,11.4,8.4,3.4,62.9
George Mason,18,40.6,22.1,51.9,.426,4.3,12.7,.341,14.3,21.2,.673,14.9,20.3,12.0,22.1,34.1,10.1,5.6,3.6,62.8
Evansville,18,40.6,21.3,48.0,.443,3.3,10.6,.316,16.9,22.9,.738,12.7,17.8,6.8,21.9,28.7,13.2,5.3,3.8,62.8
Northern Iowa,18,40.0,22.0,45.4,.484,7.9,19.3,.408,10.9,14.8,.737,10.4,13.0,6.3,22.3,28.6,12.0,5.7,2.4,62.8
Arkansas State ,20,40.5,22.3,57.0,.391,5.4,17.4,.311,12.8,17.9,.712,13.4,17.4,10.8,23.9,34.6,10.4,5.3,3.0,62.8
Cincinnati,18,40.0,22.4,48.1,.467,5.6,15.4,.365,12.2,18.1,.675,13.2,14.1,10.0,22.1,32.1,12.6,6.9,5.4,62.7
Hartford,16,40.6,21.8,53.6,.406,8.0,25.3,.316,11.1,15.6,.708,11.9,19.7,8.4,22.7,31.1,11.3,5.9,1.5,62.6
Michigan,18,41.7,22.1,53.1,.415,7.5,21.2,.354,10.9,14.1,.779,9.5,14.5,7.7,20.9,28.7,10.7,4.8,1.6,62.6
Virginia Tech,18,40.6,22.0,53.1,.414,8.3,21.6,.387,10.2,15.3,.669,10.7,18.4,7.2,19.1,26.3,12.2,3.9,2.2,62.6
Navy,18,40.0,23.1,51.2,.450,5.7,15.6,.367,10.7,15.7,.681,10.6,17.5,9.0,20.2,29.2,13.5,5.8,3.9,62.5
Missouri-Kansas City,14,39.9,20.9,50.1,.417,6.6,20.0,.332,14.1,20.1,.702,10.6,17.3,8.9,17.7,26.6,11.2,6.8,3.4,62.5
Jackson State,18,40.3,23.1,57.1,.404,4.9,18.1,.271,11.4,18.8,.609,13.1,20.2,14.4,23.5,37.9,11.2,5.2,2.6,62.4
Louisiana-Monroe ,20,40.8,23.4,55.4,.422,5.0,16.6,.298,10.8,15.1,.712,11.2,14.8,10.3,24.9,35.2,12.4,4.7,3.5,62.4
Air Force,18,40.0,23.2,50.9,.456,7.1,19.8,.356,8.9,14.3,.620,10.8,17.5,7.6,20.6,28.2,14.8,6.1,1.3,62.4
Florida Atlantic ,18,40.3,22.4,55.4,.405,7.5,22.3,.337,9.9,14.6,.679,11.8,17.8,8.6,20.9,29.4,9.8,4.3,3.1,62.3
IUPUI,16,41.2,23.6,52.0,.454,3.8,12.2,.308,11.2,16.3,.690,15.5,18.9,9.2,23.6,32.8,10.9,6.2,2.4,62.2
Northwestern,18,41.1,22.3,50.9,.439,7.7,20.5,.374,9.8,13.1,.750,11.2,16.7,6.8,22.8,29.7,14.1,3.6,3.3,62.2
Virginia,18,40.6,22.8,51.5,.443,5.2,14.9,.347,11.3,16.3,.696,8.9,13.7,9.7,23.9,33.6,12.4,5.4,3.9,62.2
Saint Peter's,20,40.7,21.6,52.0,.414,5.0,15.7,.318,14.0,21.1,.662,11.3,19.6,10.2,20.4,30.6,10.3,6.0,3.1,62.1
Pacific,18,40.6,21.5,52.7,.408,5.8,17.9,.325,13.1,20.0,.656,11.8,20.7,11.3,20.3,31.6,10.8,4.6,2.4,61.9
Pepperdine,18,40.0,21.7,50.6,.429,3.9,13.5,.288,14.6,19.4,.751,12.3,16.9,9.4,22.6,31.9,12.9,6.4,3.9,61.9
Florida,18,40.0,22.4,52.0,.431,6.3,19.9,.318,10.7,17.2,.625,12.6,16.8,9.1,21.7,30.8,12.8,6.4,3.7,61.8
Denver,16,40.6,21.6,44.7,.484,7.2,18.9,.384,11.3,14.2,.797,11.1,19.9,4.9,17.8,22.7,15.3,6.1,1.9,61.8
Furman,18,40.6,20.2,47.4,.426,6.1,19.1,.317,15.2,23.8,.636,13.4,17.4,9.3,22.4,31.7,10.1,5.1,2.9,61.7
Loyola Marymount,18,40.3,21.7,52.7,.411,5.4,14.8,.368,12.9,18.1,.714,12.2,17.1,11.4,19.4,30.8,13.8,6.7,3.2,61.7
San Diego State,18,40.0,23.0,53.5,.430,5.5,16.0,.344,10.1,16.1,.630,10.8,14.1,11.3,22.6,33.8,11.3,6.1,4.7,61.6
Mississippi State,18,40.0,20.0,47.6,.421,4.6,13.2,.350,17.0,25.3,.673,14.9,19.8,9.6,23.9,33.5,8.7,5.8,2.6,61.6
Marquette,18,40.6,22.1,54.1,.409,6.5,20.1,.324,10.9,17.1,.636,13.2,16.4,9.8,21.7,31.6,13.7,7.0,3.7,61.6
Abilene Christian,18,40.0,21.8,51.8,.422,7.3,18.3,.397,10.7,14.8,.719,13.0,20.7,7.1,20.2,27.3,12.1,5.7,1.2,61.6
Loyola (MD),18,41.3,21.9,54.2,.404,4.9,14.7,.332,12.9,18.7,.690,12.2,19.4,10.5,23.1,33.6,10.8,5.3,2.8,61.6
Florida International,18,40.6,22.3,49.9,.446,4.2,13.1,.323,12.6,20.1,.629,15.3,18.4,8.1,24.8,32.9,10.3,6.3,5.6,61.4
San Diego,18,40.6,21.2,53.1,.400,5.6,17.8,.315,13.3,19.3,.692,11.1,19.9,9.6,20.7,30.3,11.8,7.2,4.1,61.4
South Carolina State,16,40.3,21.8,54.9,.397,5.2,17.1,.303,12.4,21.0,.589,12.1,18.6,11.1,22.1,33.2,11.1,5.9,3.1,61.2
American University,18,40.8,20.9,44.7,.467,6.5,17.6,.369,12.9,18.1,.714,10.6,15.9,5.9,19.1,24.9,12.3,5.1,2.2,61.2
Jacksonville State,16,40.3,20.6,53.9,.381,5.6,19.1,.291,14.4,19.2,.750,11.2,19.2,8.8,22.1,30.9,11.8,6.6,4.6,61.1
Western Illinois,16,40.0,21.6,53.6,.403,7.1,18.9,.374,10.8,15.3,.706,11.8,17.8,6.0,24.2,30.2,11.2,4.6,2.8,61.1
Drexel,18,40.3,20.6,51.7,.398,6.1,18.1,.334,13.9,18.1,.767,9.1,17.4,8.3,20.7,29.1,11.2,5.5,3.6,61.1
Towson,18,40.3,21.7,52.9,.411,3.8,12.8,.296,13.8,22.0,.629,12.1,21.9,13.7,23.1,36.7,9.2,3.2,3.9,61.1
UMass Lowell,16,40.9,20.8,50.5,.411,7.9,22.2,.355,11.6,17.2,.676,12.9,18.1,6.6,19.8,26.4,11.3,7.2,0.8,61.0
Wright State,16,40.3,22.2,50.7,.439,5.8,16.6,.351,10.6,16.2,.656,12.1,19.0,6.7,20.8,27.4,13.4,5.9,2.8,60.9
Marist,20,40.0,20.4,51.4,.398,7.1,23.1,.308,12.8,18.6,.691,12.4,17.4,7.4,20.9,28.2,11.2,7.0,2.7,60.9
Georgia Tech,18,41.1,22.8,57.9,.393,4.5,15.2,.296,10.8,16.6,.651,12.6,16.0,13.3,23.2,36.5,11.4,6.1,3.2,60.8
Houston,18,40.6,21.2,54.8,.386,7.1,22.9,.308,11.3,16.3,.690,12.4,17.2,11.3,21.3,32.6,11.5,5.6,3.4,60.7
La Salle,18,40.8,21.5,52.6,.409,5.0,15.6,.320,12.7,18.7,.677,13.1,17.3,8.8,23.9,32.8,11.5,6.4,3.6,60.7
Tennessee,18,40.3,21.8,52.4,.416,6.2,19.1,.327,10.7,15.0,.711,12.9,17.9,11.5,19.3,30.8,10.7,7.5,3.2,60.6
Wyoming,18,41.4,20.7,47.2,.438,6.2,19.9,.309,13.0,18.4,.707,11.6,13.6,5.9,23.0,28.9,13.8,5.6,3.0,60.5
Santa Clara,18,40.3,21.2,52.3,.406,6.6,20.2,.324,11.4,15.6,.736,10.6,19.3,9.3,19.4,28.7,11.6,5.6,2.1,60.4
Seattle,14,40.4,21.4,46.5,.459,6.0,15.9,.377,11.7,18.4,.638,12.6,18.4,7.7,22.0,29.7,12.5,5.4,1.1,60.4
New Mexico,18,40.8,22.0,51.0,.431,4.9,14.7,.333,11.4,17.2,.667,11.9,16.9,9.6,23.8,33.4,12.8,5.4,3.9,60.3
Fairfield,20,40.5,19.9,50.0,.399,6.9,20.4,.338,13.5,18.9,.712,12.7,19.7,8.7,21.9,30.6,11.2,5.5,3.5,60.3
Central Connecticut State,18,40.3,22.7,54.4,.416,5.0,14.9,.335,9.9,14.1,.701,13.2,13.0,9.9,23.3,33.2,11.6,4.4,3.7,60.2
Texas State,20,41.2,20.4,53.8,.380,5.5,17.8,.307,13.8,19.6,.705,12.9,17.9,10.3,22.2,32.5,10.7,6.2,1.9,60.1
Bethune-Cookman,16,40.0,19.5,48.8,.400,5.3,18.0,.295,15.8,21.4,.737,14.2,18.6,11.9,21.1,32.9,8.2,5.2,2.6,60.1
South Carolina,18,40.0,20.0,53.8,.372,5.7,19.7,.291,14.2,18.8,.752,12.1,19.8,11.6,20.4,32.1,12.1,5.0,3.4,59.9
Nevada,18,40.3,20.5,53.9,.380,3.6,13.3,.267,15.3,22.1,.691,14.4,18.4,14.5,22.7,37.2,10.1,6.1,3.4,59.8
Clemson,18,40.3,20.9,53.8,.389,5.6,18.6,.302,12.1,17.7,.686,10.9,16.2,11.8,23.4,35.2,10.2,5.6,4.3,59.6
Utah Valley,14,40.0,20.9,51.4,.406,6.4,20.6,.312,11.4,15.9,.721,11.2,17.2,10.1,21.1,31.2,13.7,3.9,2.7,59.6
Tulane,18,41.4,21.1,55.5,.380,6.6,20.9,.316,10.6,16.5,.643,11.5,17.4,11.7,21.7,33.3,11.4,5.4,1.6,59.4
Cal Poly,16,40.6,20.6,54.0,.382,6.2,18.6,.333,11.6,17.4,.669,9.1,15.0,11.6,21.4,33.0,9.8,5.0,2.9,59.1
Kansas State,18,40.3,20.8,50.6,.411,3.7,12.3,.303,13.8,20.1,.687,12.3,19.0,9.9,20.5,30.4,12.3,5.8,2.1,59.1
North Carolina A&T,16,40.3,20.1,49.9,.404,4.8,17.5,.275,13.9,20.7,.674,13.8,17.8,11.4,21.3,32.7,9.3,4.7,3.7,59.0
Saint Louis,18,40.6,20.5,48.9,.419,5.3,16.6,.319,12.7,19.4,.653,14.8,21.4,8.1,21.6,29.7,11.8,4.4,2.1,58.9
Southern Mississippi,18,40.5,21.5,50.3,.427,6.1,18.7,.326,9.7,15.8,.613,13.5,16.3,8.4,20.9,29.3,12.7,6.4,2.0,58.8
Charleston,18,40.3,20.3,50.3,.404,5.8,17.7,.330,11.9,17.9,.663,11.2,20.5,8.9,21.4,30.3,9.0,4.9,3.1,58.4
Florida A&M,16,40.0,20.1,52.5,.382,4.7,15.8,.298,13.6,19.9,.682,14.2,18.7,10.2,21.8,32.0,8.9,5.1,2.8,58.4
Binghamton,16,40.3,20.0,49.1,.408,4.9,15.9,.307,13.5,21.3,.633,11.9,17.9,8.8,21.1,29.8,8.4,6.8,2.3,58.4
UMBC,16,40.4,19.9,46.9,.424,5.7,15.9,.358,12.8,18.9,.679,13.8,15.4,6.3,21.4,27.8,11.2,6.1,2.5,58.2
Chicago State,14,40.4,20.4,53.4,.382,6.4,19.5,.326,10.9,14.4,.761,12.4,19.9,12.6,19.0,31.6,9.4,7.0,3.1,58.1
East Carolina,18,40.0,21.1,52.2,.405,7.6,20.6,.370,8.3,12.4,.665,10.5,16.5,8.8,19.8,28.7,13.4,5.9,1.9,58.1
Rutgers,18,40.0,21.1,54.6,.387,4.5,15.6,.289,11.3,18.1,.625,13.2,17.2,11.0,22.6,33.6,10.2,4.8,2.8,58.0
Pennsylvania ,14,40.0,20.4,48.5,.421,6.1,16.4,.376,11.0,15.7,.700,12.8,19.1,6.8,21.3,28.1,10.7,4.4,2.1,58.0
Loyola (IL),18,40.3,21.9,47.9,.457,6.0,15.6,.384,8.2,12.8,.636,12.2,15.3,7.8,18.7,26.5,11.9,6.5,1.8,57.9
Cornell,14,40.3,19.1,51.1,.373,5.0,18.2,.275,14.6,18.9,.770,9.7,19.2,6.9,21.6,28.5,8.9,6.1,4.7,57.7
Drake,18,40.3,20.0,44.9,.445,7.1,16.7,.425,10.6,13.9,.760,11.6,15.2,5.6,18.5,24.1,11.8,4.1,1.6,57.7
Maine,16,40.0,20.8,51.9,.400,6.7,20.4,.328,9.4,12.8,.735,13.3,16.9,6.6,21.6,28.2,12.9,5.6,1.1,57.6
Tennessee State,16,40.0,19.1,48.4,.394,5.3,15.4,.346,13.9,20.6,.675,14.1,19.9,8.6,22.7,31.2,9.3,5.4,3.1,57.3
Missouri,18,40.3,20.9,53.9,.387,6.0,19.1,.314,9.5,14.3,.663,12.4,18.9,10.0,21.6,31.6,11.2,4.8,2.7,57.3
Nebraska,18,40.0,21.0,51.7,.406,4.8,18.2,.265,10.3,15.2,.678,10.7,18.4,7.8,21.8,29.6,9.9,5.9,2.5,57.1
