Team,GP,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG
Georgia Tech,16,40.3,22.4,51.8,.432,7.1,18.2,.388,13.7,18.4,.742,10.8,15.2,8.1,20.8,28.9,12.5,6.0,3.6,65.5
Connecticut,18,40.3,23.4,58.2,.402,7.1,20.7,.344,11.6,15.8,.732,10.9,16.4,11.7,20.6,32.3,12.7,6.6,2.6,65.4
Rice,16,40.3,23.2,54.3,.427,6.5,17.9,.362,12.6,18.5,.679,13.6,17.1,9.4,25.3,34.8,12.2,5.9,4.5,65.4
North Dakota,10,40.0,23.5,57.7,.407,5.5,16.2,.340,12.9,18.1,.713,13.6,18.5,10.2,24.6,34.7,11.4,7.7,2.5,65.4
Western Michigan,16,40.9,22.9,55.8,.410,6.2,18.7,.334,13.4,19.2,.695,9.7,18.1,9.4,20.4,29.8,11.9,6.7,3.2,65.4
Loyola (IL),18,40.7,23.7,49.6,.478,6.9,16.7,.413,10.9,16.3,.670,11.7,17.1,8.2,20.3,28.5,13.6,6.7,5.2,65.3
Lamar,16,40.0,24.4,55.6,.438,4.8,14.2,.339,11.6,17.9,.647,14.5,17.4,11.0,23.0,34.0,11.4,4.8,4.1,65.1
Florida Atlantic ,16,40.9,22.8,51.9,.439,4.2,12.6,.332,15.3,21.1,.725,14.2,16.5,10.2,22.3,32.5,10.2,4.6,4.2,65.1
Pacific,16,40.0,21.9,50.9,.429,8.4,23.6,.354,12.9,17.9,.721,13.6,18.6,10.2,24.6,34.8,13.2,4.4,3.2,65.1
Alcorn State,18,40.0,21.9,51.3,.426,5.6,15.8,.354,15.7,24.6,.638,15.4,18.1,11.1,22.8,33.9,10.4,8.3,4.3,65.1
East Tennessee State,18,40.0,22.9,51.1,.448,8.1,22.1,.367,11.1,17.7,.627,17.0,17.8,10.6,21.8,32.4,13.2,5.3,2.9,65.0
Seton Hall,18,40.3,22.0,53.4,.412,5.6,17.2,.323,15.4,20.6,.751,14.3,15.7,10.4,23.1,33.5,12.5,6.4,5.8,65.0
Louisville,18,40.8,22.7,57.8,.393,5.9,18.6,.320,13.6,18.9,.716,14.3,17.8,12.1,23.1,35.2,12.2,7.6,3.6,64.9
Florida,16,40.0,23.6,52.8,.446,6.9,17.3,.397,10.9,17.2,.636,12.1,17.8,8.9,21.0,29.9,12.1,4.9,3.6,64.9
Texas-Arlington,16,40.0,22.9,56.9,.403,7.0,21.2,.330,12.1,18.4,.656,17.2,21.9,10.5,20.7,31.2,14.6,7.3,3.0,64.9
Saint Mary's,16,40.0,24.4,54.6,.447,5.0,13.1,.381,11.1,16.7,.663,12.0,19.7,8.8,18.8,27.5,13.2,5.8,2.5,64.9
Central Connecticut State,18,40.5,23.3,54.1,.431,5.4,16.8,.325,12.8,18.8,.681,16.6,17.2,11.5,21.5,32.9,12.3,6.3,3.5,64.8
Utah Valley,10,41.0,24.3,59.4,.409,5.6,18.7,.299,10.6,16.0,.662,12.6,20.0,9.9,21.6,31.5,11.2,6.5,3.0,64.8
Akron,16,40.3,23.8,57.0,.417,5.2,17.4,.297,11.9,15.9,.752,14.1,19.3,9.8,20.0,29.8,12.6,6.1,2.6,64.6
Texas A&M,18,40.3,22.1,50.3,.438,5.5,16.4,.336,14.9,19.7,.760,12.1,16.5,8.6,23.1,31.7,12.9,5.7,4.0,64.6
Virginia Tech,16,40.6,22.8,50.9,.448,5.2,16.1,.322,13.7,19.5,.702,13.4,15.3,10.0,24.3,34.3,10.2,4.9,4.3,64.5
Buffalo,16,40.0,22.6,57.8,.391,6.1,18.6,.327,13.2,18.6,.708,10.6,18.4,10.2,20.0,30.2,12.8,6.2,2.7,64.5
Georgia,16,40.6,21.0,48.4,.434,6.4,18.8,.340,16.1,22.1,.728,11.8,15.1,8.2,24.8,33.1,9.4,4.5,4.4,64.4
George Mason,18,40.3,21.8,55.8,.391,6.1,17.8,.340,14.6,21.4,.683,14.2,19.4,11.2,21.6,32.8,11.6,7.4,3.2,64.3
San Diego State,14,40.7,22.6,55.8,.406,7.3,21.8,.334,11.6,17.0,.681,12.1,17.8,9.0,21.8,30.9,11.6,5.6,3.2,64.1
Texas-San Antonio,16,40.3,22.9,55.4,.414,7.0,22.5,.311,11.2,17.5,.643,16.1,17.6,10.9,22.6,33.5,13.8,7.1,3.6,64.1
Youngstown State,18,40.3,23.3,54.9,.425,6.3,18.4,.344,11.1,17.0,.654,11.8,16.1,10.8,22.6,33.3,13.3,5.5,2.1,64.1
Utah State,14,40.0,23.6,56.2,.421,5.9,18.2,.322,10.9,17.3,.628,8.9,17.0,11.1,19.9,31.0,12.4,5.4,1.9,64.1
Kansas State,18,40.0,21.4,50.1,.428,5.6,15.8,.352,15.6,21.7,.719,16.0,20.5,9.1,20.5,29.6,12.1,7.9,3.3,64.1
Cincinnati,18,40.3,24.1,56.7,.425,5.7,18.3,.313,10.1,14.7,.689,12.7,15.3,10.8,24.2,35.1,14.0,4.5,3.4,63.9
Colorado,18,40.0,22.7,55.3,.411,5.9,18.7,.318,12.5,18.4,.680,12.3,17.2,8.8,22.8,31.5,11.5,6.1,3.7,63.9
Davidson,18,40.0,22.6,55.4,.407,5.3,16.0,.333,13.4,20.7,.651,11.9,19.9,8.3,20.8,29.2,10.4,5.4,2.8,63.9
Prairie View A&M,18,40.0,22.4,55.7,.402,5.5,18.4,.299,13.6,20.9,.649,16.2,19.7,11.6,24.7,36.3,11.4,6.9,4.3,63.8
Hartford,16,40.0,22.1,49.1,.451,5.8,16.6,.346,13.8,19.2,.718,14.3,17.9,8.7,24.1,32.8,12.2,4.9,2.5,63.8
Vanderbilt,16,40.3,23.4,58.3,.402,5.4,18.8,.289,11.5,15.5,.742,10.7,18.1,12.0,20.1,32.1,10.1,6.8,4.7,63.8
Delaware State,16,41.2,23.0,53.6,.429,4.8,14.7,.328,12.9,20.6,.626,15.4,17.1,12.0,22.7,34.6,12.9,4.6,3.0,63.7
Dartmouth,14,40.0,21.8,49.2,.443,6.9,16.9,.411,13.1,17.8,.735,12.1,18.4,7.1,23.2,30.4,13.0,7.4,3.4,63.6
UC Santa Barbara,16,40.3,22.4,57.9,.387,6.6,20.0,.328,12.2,18.2,.671,11.8,16.0,12.0,20.7,32.7,13.4,4.7,2.2,63.6
Robert Morris,18,40.3,20.2,45.9,.440,6.3,16.1,.391,16.8,23.4,.720,16.9,19.4,7.5,19.6,27.1,11.2,6.3,2.4,63.6
Miami (OH),16,40.3,22.9,49.9,.458,4.5,13.9,.323,13.2,19.0,.697,11.4,15.1,10.0,20.7,30.7,10.7,5.9,3.4,63.5
Southeastern Louisiana,16,40.3,23.4,54.9,.426,4.6,15.1,.302,12.2,19.2,.635,12.5,18.6,9.8,23.5,33.2,10.1,6.1,3.7,63.5
UCF,16,40.0,23.7,54.2,.437,5.8,17.3,.332,10.4,16.1,.643,11.7,17.9,10.3,21.4,31.7,13.1,5.4,2.6,63.5
Winthrop,18,40.6,21.2,49.1,.431,6.6,17.4,.379,14.5,21.0,.690,15.0,16.3,8.2,22.9,31.1,11.9,5.7,3.2,63.4
Valparaiso,18,40.6,22.5,54.9,.410,5.7,18.4,.310,12.7,18.9,.672,10.6,19.3,9.6,20.8,30.3,13.3,6.5,3.1,63.4
Florida State,16,40.0,21.1,52.4,.402,6.2,18.2,.339,15.1,20.9,.725,14.6,18.0,9.2,20.3,29.6,10.6,6.8,3.5,63.4
California,18,40.0,23.4,55.2,.425,5.3,16.1,.332,11.2,16.6,.672,13.6,18.1,9.1,20.7,29.8,11.2,5.0,2.7,63.4
New Hampshire,16,40.0,21.8,51.8,.420,4.1,14.4,.283,15.8,20.5,.771,12.9,16.6,9.9,24.5,34.4,8.8,5.6,2.3,63.4
UC Riverside,16,40.7,21.7,56.1,.387,6.3,19.8,.320,13.7,19.2,.711,13.0,16.5,11.7,23.0,34.7,11.3,6.6,2.1,63.4
Wagner,18,40.0,21.4,51.9,.412,3.6,13.4,.266,16.9,23.8,.711,17.4,20.9,9.4,22.1,31.6,10.6,5.9,3.4,63.3
Cal Poly,16,40.0,21.4,47.4,.452,5.4,15.2,.357,15.0,21.7,.692,11.6,15.3,7.3,20.9,28.2,12.4,4.9,4.0,63.3
Northeastern,18,40.3,21.8,49.5,.440,4.7,14.4,.327,15.1,21.3,.706,14.6,17.0,10.5,19.8,30.3,13.1,8.1,4.3,63.3
Missouri State,18,40.8,22.0,52.8,.417,6.4,18.7,.345,12.8,17.8,.717,11.2,16.9,8.1,23.0,31.1,12.6,5.1,2.2,63.2
Northern Iowa,18,40.0,23.3,52.3,.445,6.7,17.4,.382,10.0,13.9,.720,11.2,16.9,7.2,23.4,30.6,11.2,5.2,2.2,63.2
Auburn,16,40.9,21.4,52.4,.409,7.0,19.4,.360,13.3,19.4,.687,13.5,17.7,9.8,23.7,33.6,12.9,7.1,4.4,63.2
UTEP,16,41.3,22.4,53.4,.419,6.4,19.1,.333,11.9,17.4,.683,11.8,16.7,8.8,22.0,30.9,13.3,5.2,3.2,63.2
Mercer,18,40.0,21.2,54.6,.389,5.6,19.2,.292,15.0,21.9,.685,13.9,19.1,12.2,18.7,30.9,9.6,7.6,3.2,63.1
UCLA,18,40.0,22.2,51.9,.428,5.4,15.0,.359,13.2,19.1,.692,13.6,15.5,8.3,19.6,27.9,12.1,5.7,2.2,63.1
Milwaukee,18,40.3,23.2,53.7,.432,4.6,15.2,.304,12.1,17.3,.698,13.1,21.0,9.2,22.3,31.5,10.9,7.2,3.3,63.0
Manhattan,18,40.0,20.9,52.3,.400,6.4,19.4,.331,14.7,20.3,.721,15.7,19.1,9.9,21.0,30.9,13.3,6.9,4.2,63.0
Ball State,16,40.0,22.3,50.4,.442,7.6,17.8,.425,10.8,15.8,.684,13.1,17.4,9.4,21.4,30.8,12.4,5.8,3.1,63.0
Clemson,16,40.3,23.1,51.2,.450,6.2,16.4,.376,10.6,15.4,.688,15.2,16.6,8.7,22.6,31.2,12.4,5.5,3.2,62.9
Wichita State,18,40.8,22.6,56.9,.396,6.1,17.9,.341,11.7,17.1,.684,11.8,17.3,9.1,20.3,29.4,12.0,5.2,2.2,62.9
Murray State,16,40.0,22.9,55.6,.411,4.5,14.0,.321,12.6,19.7,.641,15.4,21.5,12.0,19.5,31.4,10.4,6.6,2.4,62.9
Holy Cross,14,40.0,22.6,56.2,.402,6.4,21.8,.292,11.4,15.3,.743,10.1,17.5,8.5,22.9,31.4,12.8,5.4,2.7,62.9
Loyola (MD),18,40.0,21.9,51.4,.425,5.1,13.6,.376,13.9,19.4,.714,14.6,18.9,9.9,19.7,29.6,10.5,6.8,3.9,62.8
Jacksonville State,16,40.3,20.7,47.8,.433,3.4,10.9,.314,17.9,23.7,.757,13.8,18.5,9.2,21.9,31.1,11.8,5.8,2.9,62.8
Arizona,18,40.3,22.9,56.0,.409,4.3,15.4,.281,12.6,18.1,.696,11.9,19.4,9.6,22.0,31.6,11.9,5.9,3.7,62.7
Lehigh,14,40.4,22.8,54.0,.422,7.1,19.3,.367,10.4,14.4,.718,14.6,16.9,8.3,22.5,30.8,14.2,4.6,3.6,62.7
USC,18,40.0,23.5,50.2,.468,4.3,12.6,.344,11.3,16.6,.681,14.5,14.3,9.8,27.2,37.0,12.4,4.5,2.8,62.6
Kansas,18,40.3,21.3,54.9,.388,6.0,17.4,.345,13.5,18.5,.730,13.0,17.6,9.4,20.0,29.4,11.9,6.3,2.9,62.2
Sam Houston State,16,40.3,21.6,51.4,.419,5.6,17.8,.317,13.3,19.9,.668,13.9,20.7,8.8,22.9,31.7,14.2,7.1,2.9,62.1
Gonzaga,16,40.0,23.2,57.9,.401,5.9,19.7,.298,9.7,14.8,.657,12.2,21.0,9.1,20.1,29.2,11.2,7.7,2.3,61.9
Wofford,18,40.3,22.7,51.9,.437,5.6,17.1,.326,10.9,16.2,.677,11.1,14.3,7.4,19.9,27.4,9.6,5.3,2.2,61.8
Mississippi Valley State,18,40.3,21.3,53.1,.401,5.0,15.1,.331,14.3,21.9,.651,17.3,18.2,9.6,22.8,32.4,8.9,6.4,3.9,61.8
Tulsa,16,40.6,21.2,50.9,.416,4.7,13.2,.354,14.8,20.8,.711,12.1,18.6,7.5,20.3,27.8,10.1,6.8,3.1,61.8
Jackson State,18,41.1,21.7,50.2,.433,4.8,14.2,.336,13.5,22.0,.614,13.8,16.9,9.9,22.2,32.1,10.7,6.6,3.8,61.7
Ohio,16,40.0,20.2,49.2,.410,5.0,16.8,.299,16.2,21.7,.746,17.1,20.2,10.7,22.6,33.3,10.0,6.5,3.4,61.7
North Carolina Central,16,40.0,20.9,51.7,.405,4.6,17.2,.268,15.1,21.9,.691,16.2,20.5,9.9,20.2,30.1,8.8,7.4,3.2,61.6
Tennessee,16,40.6,21.3,54.3,.392,5.2,16.3,.322,13.8,19.5,.705,12.2,19.1,10.0,20.5,30.5,9.9,8.1,5.1,61.6
Little Rock,16,40.9,21.2,51.4,.414,5.2,16.9,.307,13.6,20.1,.677,14.7,20.8,10.0,23.6,33.6,11.3,4.4,3.2,61.3
Yale,14,40.4,22.8,54.9,.415,5.9,17.3,.343,9.7,13.6,.716,11.6,20.1,8.8,22.4,31.2,11.7,5.6,3.6,61.2
Syracuse,18,40.3,21.8,56.6,.386,5.6,19.2,.289,11.9,17.8,.669,15.3,16.9,13.5,22.3,35.8,13.6,5.3,2.8,61.1
Long Beach State,16,40.3,22.9,57.6,.397,6.2,18.5,.338,9.1,13.9,.650,14.4,19.9,10.2,21.5,31.6,11.6,5.8,2.2,61.1
Bowling Green,16,40.0,22.8,52.1,.437,5.3,16.1,.329,10.2,16.3,.625,14.9,15.7,10.5,19.9,30.4,13.1,6.9,2.3,61.0
Alabama State,18,41.1,21.5,51.8,.415,4.9,16.3,.300,13.1,20.4,.643,15.8,19.4,9.8,23.8,33.7,12.0,7.1,3.4,61.0
Western Illinois,18,41.1,21.4,47.4,.451,5.5,15.3,.360,12.7,17.1,.744,12.7,17.0,7.0,21.5,28.5,12.2,5.3,1.6,61.0
Ohio State,18,40.0,22.0,52.9,.416,6.0,18.6,.322,10.9,15.2,.715,13.0,18.3,7.5,20.2,27.7,10.5,5.9,2.7,60.9
UAB,16,40.3,22.2,52.8,.421,6.2,17.1,.361,10.2,15.1,.674,11.4,16.7,9.8,20.9,30.7,11.4,6.6,4.2,60.9
Southern Methodist,16,40.3,20.5,46.9,.437,6.3,20.6,.306,13.1,19.4,.675,14.2,15.5,9.7,23.0,32.6,12.6,6.7,2.5,60.4
Princeton,14,40.0,21.6,53.0,.408,4.9,15.4,.316,12.1,18.2,.667,11.1,15.4,9.4,21.4,30.8,9.5,5.6,2.5,60.3
Michigan,18,40.6,22.1,50.9,.434,5.5,15.9,.346,10.4,14.6,.718,12.2,15.1,9.3,21.5,30.8,11.2,4.8,2.1,60.2
Vermont,16,40.0,21.6,53.9,.401,5.9,18.6,.315,11.0,16.8,.657,13.3,20.4,9.5,20.1,29.6,10.2,4.9,3.5,60.1
Butler,18,40.3,20.4,49.6,.412,5.2,17.6,.297,14.0,20.3,.689,14.1,19.5,8.2,21.9,30.1,10.9,5.5,2.9,60.1
Denver,16,40.6,20.5,47.8,.429,4.6,11.8,.392,14.4,20.4,.703,14.8,15.5,9.1,20.3,29.4,8.5,5.1,2.9,60.0
Fairfield,18,40.0,20.4,50.8,.402,5.1,13.7,.370,14.1,19.9,.705,16.3,16.2,9.6,20.3,29.9,9.6,6.8,3.2,59.9
Alabama,16,40.6,20.9,51.3,.407,4.9,16.6,.294,13.2,20.6,.644,13.4,15.4,10.1,21.0,31.1,10.1,6.1,4.1,59.9
Saint Louis,16,40.3,20.8,50.1,.416,4.4,13.2,.332,13.9,18.1,.766,15.1,17.8,8.3,22.2,30.6,10.0,5.6,4.7,59.8
Georgetown,18,40.3,20.4,52.6,.389,4.7,16.8,.281,14.2,20.2,.703,11.9,18.9,9.8,19.3,29.1,11.6,7.5,2.9,59.8
New Mexico,14,40.0,20.5,51.9,.395,6.3,20.1,.313,12.4,17.3,.715,13.1,17.5,7.5,21.2,28.7,11.5,6.1,2.9,59.6
Southern,18,40.6,20.3,55.4,.367,5.1,16.4,.308,13.8,22.1,.627,12.6,18.1,13.0,23.1,36.1,8.1,7.0,2.8,59.6
Cleveland State,18,40.0,19.3,48.1,.401,5.6,16.8,.334,15.3,22.7,.674,14.8,14.2,9.8,18.4,28.2,10.6,6.6,3.6,59.4
Memphis,16,40.0,19.9,50.9,.391,5.3,16.3,.326,14.2,20.9,.678,14.4,17.1,8.8,19.6,28.4,10.0,5.0,3.2,59.4
Wyoming,14,40.4,21.1,45.9,.461,5.2,15.7,.332,12.2,16.7,.731,13.2,16.4,5.8,22.0,27.9,10.6,5.6,1.8,59.3
Wright State,18,40.3,19.9,44.4,.449,5.6,17.8,.315,13.7,19.4,.706,16.1,17.9,7.2,22.9,30.1,11.6,5.3,3.9,59.2
Middle Tennessee State,16,40.0,19.9,52.1,.382,5.0,15.9,.314,14.2,21.4,.667,15.4,19.0,10.4,21.0,31.4,8.8,6.4,4.2,59.1
Notre Dame,18,40.8,22.7,56.1,.404,3.9,15.2,.255,9.9,14.2,.695,10.2,16.9,11.4,21.8,33.3,11.7,5.8,3.1,59.1
American University,14,40.0,19.9,52.1,.381,5.7,18.6,.308,13.3,18.1,.735,9.4,15.6,7.6,21.8,29.4,10.1,4.9,2.5,58.7
Boston University,16,40.0,21.1,53.2,.397,5.9,19.1,.311,10.4,15.7,.665,13.2,16.4,9.2,20.2,29.5,11.6,5.5,1.5,58.6
Montana,16,40.0,20.3,54.0,.376,5.1,16.6,.305,12.8,18.1,.706,15.8,18.2,11.1,20.6,31.7,8.9,5.8,2.9,58.4
VCU,18,40.3,20.3,50.3,.404,4.2,14.3,.292,13.5,19.8,.681,17.7,19.3,10.4,24.3,34.7,9.4,6.3,4.1,58.3
Morehead State,16,40.0,19.2,44.8,.428,6.0,18.0,.333,13.9,19.8,.706,14.6,16.4,8.1,17.3,25.4,12.9,6.6,2.8,58.3
Kentucky,16,40.0,21.6,56.6,.382,5.4,16.9,.322,9.6,13.8,.695,10.3,16.7,10.3,18.3,28.6,10.1,4.2,3.6,58.2
Michigan State,18,40.3,20.1,52.9,.379,5.0,18.2,.275,13.1,17.7,.739,11.4,17.3,9.1,18.4,27.4,10.6,5.9,2.6,58.2
Georgia State,18,41.1,19.9,54.3,.366,6.6,20.7,.317,11.4,16.4,.696,14.9,16.8,10.5,23.9,34.4,11.9,6.1,4.7,57.8
Old Dominion,18,40.8,19.5,52.3,.373,5.5,18.7,.294,13.3,19.5,.681,15.4,17.7,9.8,22.2,31.9,10.8,7.1,3.7,57.8
Texas Southern,18,40.6,20.2,54.3,.373,5.6,18.6,.299,11.8,18.9,.622,17.2,20.8,11.1,19.9,31.0,11.8,6.9,3.5,57.8
Bucknell,14,40.0,19.4,53.1,.364,5.9,17.9,.327,13.0,17.9,.728,9.3,18.8,7.1,20.3,27.4,9.9,5.0,1.9,57.6
Wisconsin,18,40.6,21.1,51.8,.406,3.9,13.0,.299,11.1,16.2,.687,9.3,17.2,8.7,22.0,30.7,8.7,4.2,2.0,57.1
South Florida,18,40.0,20.0,52.3,.383,4.1,14.7,.280,12.8,17.4,.735,10.2,15.7,10.0,18.4,28.4,10.6,7.1,3.4,56.9
Pennsylvania ,14,40.4,18.9,45.4,.415,4.7,15.8,.299,13.8,19.3,.715,14.0,14.1,9.0,21.2,30.2,10.6,5.2,3.2,56.2
Eastern Michigan,16,40.6,19.1,47.8,.399,5.7,18.9,.300,12.1,19.4,.626,14.1,16.0,11.2,20.8,32.1,12.8,6.0,2.9,55.9
Drexel,18,40.0,18.9,49.7,.380,4.4,14.9,.295,13.6,19.8,.685,10.9,18.1,7.6,19.2,26.8,8.0,5.2,4.2,55.7
Virginia,16,40.3,19.9,49.9,.398,5.0,15.8,.316,10.9,16.9,.646,12.0,14.3,8.1,21.8,29.9,9.1,6.1,2.8,55.7
Stony Brook,16,40.0,20.0,50.9,.393,6.7,21.1,.318,8.8,12.9,.681,12.7,18.8,7.8,17.8,25.6,10.6,5.6,2.1,55.5
Savannah State,16,40.0,19.6,48.9,.400,2.8,12.3,.228,13.1,20.4,.642,16.2,19.8,9.2,20.5,29.7,9.2,6.4,4.7,55.1
Stephen F. Austin,16,40.6,18.8,47.6,.395,5.1,15.6,.328,11.9,18.2,.656,14.1,18.6,7.5,18.1,25.6,9.5,6.8,3.7,54.7
Harvard,14,40.4,19.7,49.7,.397,4.9,14.4,.342,9.6,13.5,.714,11.3,18.2,7.2,19.0,26.2,9.9,4.2,2.9,54.0
