Team,GP,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG
Fordham,16,40.3,26.7,55.9,.478,8.1,20.6,.391,17.5,25.6,.683,12.2,18.5,11.6,26.9,38.5,14.8,6.2,3.7,78.9
Jacksonville,18,40.0,27.8,57.0,.488,8.1,21.0,.386,15.0,20.7,.726,13.3,20.4,10.2,23.0,33.2,14.9,6.4,2.8,78.8
Temple,18,40.6,29.2,58.1,.502,6.3,16.4,.382,13.7,20.2,.680,11.2,17.3,10.1,24.9,34.9,15.7,6.4,5.3,78.3
Maine,16,40.0,28.5,60.2,.474,6.5,18.6,.350,14.8,22.1,.669,13.1,17.8,10.8,25.7,36.5,14.9,7.4,3.1,78.3
West Virginia,18,40.6,27.1,57.2,.474,6.8,18.7,.365,17.0,24.2,.702,12.3,20.8,10.6,25.1,35.7,14.4,4.8,4.4,78.1
Oakland,16,40.3,26.8,52.8,.507,9.1,21.9,.414,15.3,22.2,.688,14.2,19.1,8.3,25.4,33.8,16.8,5.4,3.7,77.9
Long Island,16,40.3,28.1,61.1,.460,8.8,22.6,.391,12.8,17.8,.716,9.9,16.8,11.1,23.9,35.0,16.9,7.3,3.7,77.8
Iowa State,18,41.1,26.7,62.8,.425,7.7,21.1,.366,16.3,21.2,.772,12.1,18.9,11.1,26.8,37.8,14.7,5.7,4.2,77.5
UC Davis,16,40.3,27.9,54.9,.507,5.6,14.5,.384,16.1,21.2,.756,11.8,18.6,11.2,24.6,35.8,15.3,5.6,3.2,77.4
IUPUI,14,40.0,28.6,55.6,.513,6.6,16.1,.413,13.5,17.9,.753,8.2,15.6,8.2,24.1,32.4,15.5,5.9,3.0,77.3
Loyola Marymount,18,40.3,26.9,56.7,.475,7.2,17.7,.406,16.2,22.1,.736,13.4,18.0,11.4,25.3,36.7,15.2,5.7,3.6,77.3
UCF,18,40.6,28.3,58.7,.483,6.4,16.6,.385,14.2,20.6,.690,11.3,19.2,11.6,22.4,34.0,15.9,8.1,5.3,77.3
Central Michigan,18,41.1,26.7,52.2,.512,6.8,18.5,.366,17.0,22.9,.743,13.2,19.1,8.8,25.3,34.1,13.7,6.8,3.1,77.2
Houston Baptist,18,40.3,27.3,58.1,.469,5.2,16.1,.324,17.3,25.2,.687,12.8,19.4,11.5,25.6,37.1,13.1,7.7,4.2,77.1
Omaha,14,40.7,27.6,56.9,.485,6.1,17.2,.353,15.8,20.2,.781,15.5,17.9,8.9,25.1,34.1,14.1,5.9,4.1,77.0
Lipscomb,18,40.0,25.8,53.4,.484,7.8,20.8,.376,17.4,24.6,.708,15.1,20.7,10.0,25.9,35.9,13.1,6.0,2.7,76.9
Samford,16,40.3,25.5,54.6,.467,7.6,18.7,.408,18.2,27.2,.669,11.1,19.1,10.5,22.6,33.1,14.5,5.4,3.4,76.8
New Orleans,18,40.0,27.3,56.4,.483,5.3,15.4,.342,16.9,24.4,.693,14.2,23.5,9.9,22.0,31.9,14.9,8.9,4.2,76.8
Texas Christian,18,40.0,27.1,58.0,.467,6.7,18.5,.360,15.9,21.9,.724,11.9,19.6,14.3,26.6,40.9,17.1,6.1,3.8,76.8
Fairleigh Dickinson,16,40.6,25.1,56.6,.444,7.4,19.9,.373,19.1,25.8,.740,13.1,18.3,12.2,24.4,36.7,14.1,5.5,4.2,76.8
Abilene Christian,14,41.1,26.4,53.1,.497,6.4,16.1,.396,17.5,24.5,.714,13.3,19.7,9.6,21.8,31.4,15.4,7.1,4.4,76.7
Iona,20,40.3,28.8,64.8,.443,6.2,18.6,.331,12.8,18.9,.682,12.1,18.4,13.1,24.7,37.8,13.1,5.0,3.4,76.5
Central Connecticut State,16,40.6,28.0,63.4,.442,8.2,22.6,.365,12.2,17.8,.690,12.7,15.6,12.9,24.6,37.4,12.8,6.9,3.8,76.5
East Tennessee State,18,40.0,25.7,55.9,.459,8.3,23.1,.358,16.8,23.3,.719,13.0,19.2,9.7,25.3,35.0,15.7,5.5,4.0,76.4
George Mason,16,40.9,25.6,55.9,.457,7.2,18.8,.385,18.0,25.7,.701,11.2,17.7,10.4,23.3,33.7,13.6,7.2,3.6,76.4
Rutgers,18,40.0,25.2,55.0,.459,6.8,18.1,.374,19.1,25.6,.748,11.8,19.4,9.9,25.1,35.0,14.1,6.6,4.2,76.3
UC Riverside,16,41.2,25.8,57.2,.450,7.4,17.3,.430,17.3,23.2,.747,11.2,19.0,10.2,23.8,34.0,14.1,6.8,3.4,76.2
Kennesaw State,18,40.0,25.2,54.4,.462,6.0,16.8,.356,19.9,26.4,.752,11.4,18.3,10.6,22.4,33.0,11.3,7.9,3.4,76.2
Texas-Arlington,18,40.8,25.7,58.2,.441,8.7,24.0,.363,15.8,23.8,.664,11.9,19.9,10.6,24.3,34.9,13.2,7.0,3.6,75.9
Eastern Illinois,16,40.0,24.8,52.5,.473,7.1,18.8,.375,19.1,26.5,.719,11.9,18.8,9.1,21.4,30.4,12.4,7.9,3.6,75.9
Radford,16,40.3,27.4,59.6,.460,6.2,16.3,.379,14.8,20.5,.720,11.3,19.1,10.7,22.2,32.9,11.4,5.6,2.4,75.8
Mississippi Valley State,18,40.0,26.5,56.3,.470,5.5,15.4,.356,17.2,25.7,.669,13.9,19.2,10.0,25.8,35.8,10.5,7.4,3.4,75.7
Houston,18,40.0,27.7,60.1,.461,5.8,17.4,.335,14.5,20.9,.692,9.8,17.7,12.4,22.8,35.2,14.5,7.6,4.3,75.7
Cornell,14,40.3,25.6,50.4,.508,7.0,17.2,.407,17.4,23.3,.745,11.2,16.8,9.4,24.1,33.4,14.1,4.9,3.5,75.6
Pacific,18,40.3,23.6,51.3,.459,7.6,18.2,.419,20.8,29.5,.706,11.3,20.7,9.0,23.5,32.5,14.6,5.8,4.5,75.6
Brigham Young,18,40.8,26.0,58.6,.444,7.6,19.8,.384,15.7,22.3,.706,12.3,23.5,10.7,21.9,32.6,14.4,5.7,3.7,75.3
Tennessee State,16,40.3,25.6,53.0,.483,6.9,18.4,.376,17.1,24.3,.704,11.5,19.8,10.2,21.4,31.7,12.9,5.2,3.6,75.3
Canisius,20,41.2,26.4,59.0,.447,7.6,21.3,.357,15.0,21.7,.691,14.2,19.4,12.3,22.6,35.0,15.2,6.4,2.8,75.3
Mississippi State,18,40.3,27.2,57.8,.471,6.7,20.4,.327,14.2,20.2,.702,12.1,19.4,10.4,25.6,36.1,14.4,7.2,4.2,75.3
Mount St. Mary's,16,40.3,28.6,60.2,.475,4.1,13.6,.303,14.0,19.4,.723,13.7,18.0,11.1,24.8,35.9,12.1,5.6,2.3,75.2
Lamar,18,40.0,27.3,56.1,.488,5.9,15.4,.385,14.6,22.1,.662,13.1,19.6,10.8,22.7,33.5,15.2,7.2,4.1,75.2
Eastern Washington,20,40.2,26.2,57.9,.453,6.3,18.4,.345,16.4,23.7,.694,9.8,21.2,9.8,23.4,33.1,13.8,6.8,3.5,75.2
Texas-San Antonio,16,40.3,25.6,56.0,.458,6.9,20.4,.340,17.0,25.6,.665,12.1,20.7,11.1,24.1,35.2,14.1,6.9,4.6,75.2
Oregon State,18,40.8,26.4,58.6,.452,5.7,16.8,.338,16.3,22.8,.717,9.4,20.9,9.8,22.3,32.1,14.1,7.0,3.6,74.9
Sacred Heart,16,40.0,24.9,55.5,.448,7.4,21.0,.351,17.7,23.4,.755,11.8,16.7,10.2,24.6,34.8,12.9,6.5,4.2,74.8
Grambling State,18,40.0,26.7,54.3,.492,7.2,19.8,.362,14.2,21.8,.651,12.4,17.7,11.2,21.8,32.9,14.4,7.6,2.6,74.8
SIU-Edwardsville,16,40.3,27.1,56.1,.483,5.6,18.8,.296,14.9,22.0,.676,13.0,18.9,10.3,22.8,33.1,13.7,6.2,3.5,74.7
Monmouth,20,40.8,23.6,53.4,.443,8.6,23.2,.369,18.8,27.8,.676,15.0,20.1,10.4,24.7,35.1,13.1,6.7,5.5,74.7
Hawaii,16,40.6,25.8,56.7,.455,6.6,18.8,.349,16.4,23.4,.699,11.5,19.1,10.4,21.3,31.8,12.2,5.8,4.1,74.6
Arkansas,18,41.1,24.7,59.2,.418,6.1,17.9,.339,19.1,27.1,.703,16.0,19.8,14.1,27.1,41.1,11.5,5.7,4.2,74.6
Rider,20,40.8,24.9,56.0,.444,7.5,19.9,.375,17.4,24.3,.714,13.2,20.8,11.2,23.9,35.1,12.9,6.3,4.2,74.5
Prairie View A&M,18,41.9,25.3,55.5,.456,5.8,17.6,.328,18.0,27.4,.656,14.9,20.2,11.7,26.9,38.6,13.1,6.2,4.1,74.4
Oklahoma,18,40.3,26.3,58.9,.446,7.0,19.5,.359,14.8,21.2,.699,11.9,20.0,9.8,24.8,34.6,12.5,5.5,3.6,74.4
Idaho,16,40.9,26.6,58.4,.455,6.9,20.2,.344,14.3,22.4,.638,11.0,20.6,11.1,22.4,33.4,14.1,4.8,3.2,74.4
Ball State,18,41.4,25.5,56.6,.450,5.1,16.9,.303,18.2,26.0,.701,10.4,19.9,10.0,23.1,33.1,12.9,8.3,3.8,74.3
Louisiana-Lafayette ,18,41.1,25.2,56.7,.444,6.0,17.7,.340,17.9,26.1,.685,13.6,21.8,11.1,22.8,33.9,11.2,6.1,5.2,74.2
UNC Greensboro,16,40.6,24.3,56.5,.430,6.8,20.2,.334,18.8,26.2,.718,12.5,18.4,10.1,26.0,36.1,11.2,6.4,3.0,74.2
Maryland-Eastern Shore,16,40.0,25.2,53.5,.471,6.2,17.2,.362,17.4,24.5,.712,12.5,19.5,11.1,22.6,33.8,13.9,5.1,3.1,74.1
Grand Canyon,16,40.3,25.4,57.6,.441,6.6,17.8,.370,16.7,23.7,.704,9.1,22.6,10.1,23.6,33.6,11.6,6.0,2.1,74.0
LSU,18,40.6,25.0,57.7,.433,7.1,17.8,.396,16.9,23.4,.723,12.6,18.0,10.7,24.3,34.9,11.2,6.9,3.8,74.0
Marquette,18,42.2,24.9,55.7,.448,8.3,21.0,.394,15.8,22.4,.703,13.2,21.9,9.5,23.8,33.3,15.4,5.6,4.2,73.9
Incarnate Word,14,40.4,25.5,56.6,.450,6.9,16.5,.416,16.0,22.6,.709,14.1,20.7,10.0,23.1,33.1,13.6,7.2,3.9,73.9
Youngstown State,16,41.0,25.9,55.0,.470,6.4,18.4,.347,15.6,20.6,.760,12.2,18.9,8.8,23.8,32.6,14.4,5.9,2.1,73.8
Duquesne,16,40.0,25.6,55.4,.462,9.1,22.1,.410,13.4,20.2,.664,12.8,17.1,9.4,25.7,35.1,17.4,5.2,4.2,73.6
Providence,18,42.2,26.2,58.1,.450,5.7,17.2,.329,15.6,21.7,.719,9.9,19.9,10.3,22.2,32.6,12.9,6.2,2.7,73.6
Milwaukee,16,40.6,25.3,57.2,.442,6.3,18.9,.334,16.6,21.7,.767,12.6,21.0,10.7,25.2,35.9,12.5,8.1,4.1,73.6
Citadel,16,40.6,26.5,57.9,.458,7.3,19.9,.368,13.2,19.1,.695,9.2,16.7,11.7,23.6,35.2,13.2,4.6,3.8,73.6
North Florida,18,40.3,26.8,59.2,.452,5.8,15.8,.368,14.2,21.5,.659,10.3,20.2,10.3,22.1,32.4,11.0,7.8,3.8,73.6
Iowa,18,40.3,25.3,56.5,.447,7.1,20.1,.351,15.9,22.0,.725,12.8,21.6,9.6,21.6,31.2,12.9,6.6,3.8,73.6
South Florida,18,40.3,26.2,55.6,.472,6.6,17.1,.384,14.5,20.3,.713,10.7,17.4,10.1,22.9,33.0,15.0,7.1,5.3,73.5
Ole Miss,18,40.3,24.2,56.2,.430,7.6,22.2,.343,17.6,24.6,.715,13.5,18.4,12.1,24.8,36.8,15.4,5.6,5.1,73.5
Evansville,18,40.6,24.9,55.2,.451,7.4,20.4,.361,16.3,22.1,.736,11.6,18.9,10.4,22.7,33.1,13.3,6.5,4.4,73.4
Southern Utah,20,40.2,23.2,49.0,.474,5.7,15.0,.377,21.2,29.1,.730,10.8,19.1,8.9,23.9,32.8,9.8,6.7,2.4,73.4
Purdue,18,41.7,24.3,56.2,.433,6.9,20.9,.332,17.7,24.3,.728,9.8,19.0,8.8,24.6,33.4,13.6,6.7,5.2,73.3
Wake Forest,18,40.0,25.3,56.5,.448,5.9,17.6,.334,16.7,23.7,.704,11.4,20.3,13.1,22.7,35.8,12.8,6.4,3.7,73.2
Portland State,20,41.5,25.9,53.2,.485,5.7,15.2,.373,15.8,21.8,.726,13.3,19.4,9.7,23.4,33.0,13.6,5.2,3.0,73.2
Cal State Fullerton,16,39.8,25.2,52.9,.477,4.2,13.4,.316,18.3,24.6,.744,11.4,19.9,9.1,25.2,34.3,12.8,5.1,3.6,73.1
Oregon,18,40.8,23.8,53.4,.445,5.2,15.9,.324,20.3,27.4,.741,13.6,18.9,9.2,23.4,32.6,13.0,4.6,4.4,73.1
McNeese State,18,40.6,25.1,57.6,.436,7.2,19.3,.374,15.6,22.2,.703,13.5,19.2,12.3,23.4,35.7,14.5,6.4,2.9,73.1
Stetson,18,40.5,25.7,55.2,.465,7.8,21.2,.367,13.9,19.5,.712,11.9,19.1,11.2,23.5,34.7,15.1,6.2,3.6,73.0
Furman,16,40.3,26.0,57.2,.455,7.4,19.4,.381,13.6,18.9,.722,10.5,19.5,10.5,23.0,33.5,13.9,7.4,3.2,73.0
Fairfield,20,40.0,23.1,52.4,.440,5.2,13.6,.379,21.7,30.9,.701,10.9,18.9,10.1,24.9,34.9,10.9,7.5,4.0,73.0
Portland,18,41.1,24.2,55.3,.438,6.7,18.8,.357,17.8,25.2,.705,10.3,18.7,10.1,22.4,32.6,13.4,7.2,3.4,72.9
Oklahoma State,18,41.4,24.4,57.7,.423,6.7,19.8,.340,17.4,24.9,.701,13.2,20.5,11.6,25.7,37.3,12.1,6.3,4.2,72.9
Tennessee Tech ,16,40.0,23.8,52.5,.452,6.2,18.0,.344,19.2,27.2,.708,13.1,19.8,10.8,21.4,32.2,12.2,7.1,2.5,72.9
Missouri-Kansas City,16,40.0,25.0,55.7,.449,6.8,19.9,.343,16.1,22.8,.707,12.5,20.2,10.3,25.9,36.2,12.6,5.5,4.2,72.9
Murray State,16,40.6,27.1,59.8,.454,5.4,16.5,.326,13.2,19.2,.688,11.4,20.8,10.5,21.6,32.1,12.2,6.3,3.4,72.9
Campbell,16,40.3,26.3,57.9,.454,5.9,16.8,.351,14.4,20.2,.712,10.2,14.6,12.5,23.2,35.8,13.4,6.8,2.7,72.9
Pepperdine,18,40.3,25.1,57.1,.440,6.7,18.1,.371,15.9,23.0,.691,11.1,18.4,11.7,22.7,34.4,13.8,6.4,3.9,72.8
Toledo,18,40.6,26.2,57.0,.459,6.2,19.1,.326,14.3,20.6,.693,14.1,20.6,11.1,22.6,33.7,12.7,5.8,3.9,72.8
Eastern Kentucky,16,40.0,23.7,46.3,.511,5.7,15.8,.361,19.7,27.0,.729,16.8,19.8,8.4,21.8,30.2,12.8,5.8,3.4,72.8
Lafayette,18,40.0,25.4,53.2,.479,7.6,20.8,.366,14.2,19.4,.729,12.3,17.3,9.4,22.2,31.7,13.6,6.0,3.0,72.7
Belmont,16,40.0,24.9,55.5,.449,6.7,18.9,.353,16.0,23.3,.686,14.4,21.0,11.4,19.8,31.2,12.4,6.9,3.4,72.6
Northern Colorado,20,40.5,24.6,50.5,.487,7.0,17.9,.387,16.4,21.8,.756,11.5,18.8,8.0,18.8,26.7,12.9,4.7,3.2,72.5
South Carolina,18,40.0,22.9,50.4,.454,6.4,18.2,.354,20.3,30.1,.675,13.4,20.3,10.7,21.2,31.9,13.3,8.4,4.5,72.5
Charleston Southern,16,40.0,25.6,55.7,.459,7.0,17.9,.392,14.4,20.2,.712,11.2,16.5,8.8,24.1,32.8,12.7,4.8,4.0,72.5
North Dakota,20,40.0,24.9,50.0,.498,4.8,12.9,.372,17.9,24.3,.735,14.6,20.1,8.9,22.2,31.1,11.4,5.7,2.8,72.5
UCLA,18,40.6,24.4,55.1,.444,7.8,21.8,.357,15.8,23.4,.673,14.6,18.4,9.1,24.7,33.8,14.7,5.1,3.6,72.4
Morehead State,16,40.9,23.5,52.8,.445,5.8,17.1,.341,19.6,27.3,.719,13.2,22.9,8.5,19.2,27.8,11.9,7.4,4.4,72.4
St. Bonaventure,16,40.0,24.5,53.5,.458,6.7,17.7,.378,16.8,23.9,.700,14.4,20.7,10.0,21.2,31.2,13.5,6.4,3.4,72.4
North Texas,16,40.0,24.1,54.0,.447,5.8,17.1,.341,18.4,26.2,.702,13.2,17.8,10.6,25.2,35.8,11.2,5.8,4.0,72.4
Auburn,18,40.0,22.7,52.1,.436,6.6,17.7,.371,20.3,28.3,.718,12.6,19.6,10.8,23.8,34.7,13.8,6.0,4.1,72.3
Seattle,16,40.9,23.3,53.6,.435,6.2,17.1,.366,19.4,27.8,.700,12.6,18.6,10.7,22.2,32.9,12.8,7.1,3.4,72.3
Chicago State,16,41.2,23.1,52.1,.442,6.9,21.0,.330,19.2,29.2,.657,16.3,18.8,11.6,27.2,38.8,12.9,5.2,3.3,72.2
Northern Kentucky,18,40.3,24.4,52.4,.465,6.6,17.7,.371,16.9,24.5,.689,10.5,15.4,9.7,23.1,32.8,11.8,5.9,3.8,72.2
Marist,20,40.8,24.6,55.8,.440,7.2,18.4,.393,15.8,22.2,.708,13.4,19.5,11.1,24.1,35.2,12.5,6.0,3.4,72.1
California,18,40.8,24.6,57.6,.428,6.0,16.3,.369,16.8,22.5,.748,10.4,18.1,10.2,24.9,35.2,13.2,4.5,3.6,72.1
William & Mary,16,40.0,26.3,57.1,.461,7.4,20.0,.372,11.9,16.9,.705,9.3,17.5,9.6,23.1,32.8,12.2,5.1,3.1,72.0
South Alabama,18,40.3,24.3,55.3,.439,7.1,18.8,.375,16.3,23.3,.702,10.5,17.3,10.5,24.8,35.3,12.3,5.2,3.4,71.9
Arizona State,18,41.4,25.4,58.9,.431,5.5,15.6,.354,15.7,24.2,.647,12.6,20.6,11.1,27.2,38.3,12.1,6.1,4.4,71.9
Florida A&M,16,40.3,22.9,55.7,.411,5.1,15.8,.321,21.1,31.2,.677,15.2,19.7,13.0,25.9,38.9,11.4,7.6,4.5,71.9
Hofstra,16,40.0,24.3,52.9,.460,7.2,18.1,.397,16.1,23.4,.690,9.9,18.6,8.9,24.7,33.6,12.7,5.5,3.6,71.9
Fort Wayne,14,40.4,25.8,55.1,.468,7.1,18.9,.375,13.3,18.6,.715,11.4,18.8,8.9,20.3,29.2,13.2,5.4,2.6,71.9
Troy,18,40.6,25.9,56.0,.463,6.6,19.9,.329,13.4,18.4,.729,12.0,20.1,9.7,22.9,32.7,13.6,5.8,2.8,71.9
Gardner-Webb,16,41.9,25.9,55.6,.466,5.8,16.4,.354,14.2,20.1,.707,13.8,18.9,9.3,23.9,33.2,11.6,5.5,4.8,71.9
Santa Clara,18,40.2,24.4,53.4,.456,4.6,12.7,.358,18.5,24.8,.745,11.2,18.4,10.3,25.8,36.1,12.6,4.9,3.8,71.8
Washington,18,40.0,25.3,55.2,.459,4.1,13.8,.293,17.1,24.2,.708,10.8,16.4,9.6,23.3,32.9,11.3,5.8,4.0,71.8
NC State,18,40.6,24.4,55.3,.441,5.6,16.1,.349,17.4,25.2,.692,11.2,19.9,12.3,22.2,34.5,12.6,5.8,3.7,71.8
Chattanooga,16,40.6,26.7,60.1,.444,5.3,16.2,.328,13.1,19.4,.677,12.8,21.9,11.7,23.8,35.4,12.9,5.4,4.4,71.8
Missouri,18,40.1,24.2,55.6,.435,7.7,21.7,.353,15.8,23.4,.675,10.3,20.2,11.5,21.2,32.7,13.5,5.3,4.5,71.8
Georgia Southern,16,40.3,25.7,54.8,.469,7.3,20.1,.363,13.1,18.8,.694,11.9,17.9,8.6,24.3,32.9,12.9,5.0,2.6,71.8
Delaware,16,40.0,25.2,60.6,.415,6.2,19.3,.324,15.1,22.1,.681,11.6,21.4,12.5,27.3,39.8,10.4,4.1,4.1,71.7
Liberty,16,40.0,25.0,57.1,.438,8.4,23.1,.363,13.2,17.8,.744,10.1,17.4,9.6,20.8,30.4,11.6,6.5,3.7,71.6
North Carolina A&T,16,40.9,23.2,54.4,.426,6.6,19.8,.334,18.6,27.6,.673,12.8,24.1,11.4,24.1,35.6,13.4,5.9,4.5,71.6
Boston College,18,40.6,25.2,53.3,.472,5.8,15.1,.386,15.3,21.9,.701,9.3,17.0,10.9,21.2,32.1,12.2,5.3,2.9,71.5
Sam Houston State,18,40.6,23.0,51.4,.447,5.6,15.6,.359,19.9,27.4,.726,13.3,22.6,9.5,21.9,31.4,14.8,6.3,3.3,71.5
Southeastern Louisiana,18,40.6,24.8,56.1,.442,5.9,17.9,.331,15.9,22.9,.695,10.4,19.0,11.6,23.5,35.1,13.6,5.1,3.1,71.4
Memphis,18,40.6,25.8,59.9,.430,5.5,17.8,.309,14.3,21.4,.668,12.7,18.3,11.9,20.9,32.8,13.8,8.4,3.6,71.4
Pennsylvania ,14,40.0,23.0,53.7,.428,6.8,18.4,.370,18.5,26.6,.694,11.3,18.0,10.8,21.9,32.7,12.9,7.8,3.3,71.3
Illinois-Chicago,16,40.0,23.7,50.9,.466,6.9,17.1,.403,17.0,25.5,.667,11.1,19.1,8.3,23.1,31.4,14.0,6.4,4.6,71.2
Texas-RGV,16,41.6,23.5,54.2,.433,7.1,21.3,.331,17.2,24.2,.709,14.7,19.1,11.2,26.1,37.3,14.3,6.0,3.1,71.2
Little Rock,18,40.8,22.4,52.6,.426,7.7,22.2,.345,18.8,26.3,.713,14.2,19.6,9.9,24.0,33.9,12.2,6.3,3.6,71.2
Bryant,16,40.0,24.8,58.2,.425,8.9,23.3,.381,12.6,17.9,.706,12.4,18.2,11.7,23.0,34.7,12.2,6.1,4.2,71.0
Army,18,40.3,25.1,55.4,.452,6.9,18.3,.377,13.9,18.9,.735,13.2,18.9,9.4,22.9,32.3,13.4,6.9,3.1,70.9
San Jose State,18,40.0,24.2,54.6,.443,6.8,18.8,.364,15.7,23.0,.681,9.9,14.6,10.8,25.3,36.1,13.6,7.1,4.3,70.8
St. Francis (PA),16,40.0,26.5,56.7,.467,6.3,16.8,.375,11.5,15.0,.767,11.6,16.6,10.7,24.0,34.7,10.1,5.8,3.9,70.8
Fresno State,18,40.8,23.4,54.2,.433,6.5,19.5,.333,17.4,25.2,.689,10.6,16.9,10.6,25.8,36.4,12.3,4.2,3.7,70.8
Kansas,18,40.3,23.0,55.2,.416,6.2,17.2,.358,18.6,26.4,.705,11.6,20.7,10.3,19.0,29.3,12.5,6.5,3.8,70.8
South Carolina State,16,40.9,24.4,55.5,.439,5.8,17.1,.337,16.2,23.8,.684,12.1,17.8,12.1,23.8,35.8,13.8,7.9,4.3,70.8
Texas,18,40.0,23.4,57.6,.406,6.6,19.8,.333,17.3,24.5,.707,9.9,19.8,11.2,22.1,33.2,12.3,6.6,3.8,70.7
Massachusetts,16,40.0,24.8,57.9,.428,5.3,15.9,.335,15.9,23.2,.683,13.6,18.6,11.2,23.1,34.3,14.2,5.2,4.9,70.7
Nicholls State,18,40.6,23.3,50.3,.464,4.9,14.6,.335,19.1,27.3,.699,12.7,20.6,8.8,23.4,32.3,11.2,6.1,2.7,70.7
Western Carolina,16,40.9,22.7,50.6,.448,4.6,13.5,.338,20.7,29.6,.698,14.7,17.9,9.9,23.2,33.2,10.5,5.7,2.3,70.6
Boise State,18,41.1,24.2,51.0,.474,6.2,16.0,.389,16.0,22.4,.713,9.7,17.8,6.5,21.4,27.9,11.5,5.0,3.8,70.6
Baylor,18,40.8,24.8,55.3,.449,6.9,18.3,.377,14.0,20.8,.672,10.6,17.9,10.2,21.5,31.7,16.0,5.3,3.2,70.6
Siena,20,41.0,22.7,55.3,.410,5.8,17.4,.336,19.2,28.9,.666,12.5,21.9,11.7,21.1,32.8,11.2,6.7,5.0,70.5
Colorado,18,40.8,25.2,58.4,.432,7.5,20.1,.374,12.5,16.9,.738,11.7,19.3,9.4,21.9,31.4,14.4,6.6,3.4,70.4
Oral Roberts,18,40.6,23.4,54.5,.430,6.1,15.7,.385,17.4,24.4,.715,11.0,20.6,9.9,20.8,30.7,10.5,4.9,3.5,70.4
Charlotte,16,40.3,25.0,56.7,.441,6.2,18.3,.338,14.1,22.2,.635,12.2,19.2,9.6,23.2,32.8,12.4,7.4,3.2,70.3
Xavier,18,40.0,23.9,55.5,.430,7.9,21.0,.376,14.6,20.6,.709,10.2,20.1,9.7,20.4,30.1,15.4,5.4,4.3,70.3
Notre Dame,18,41.1,24.9,54.8,.455,6.7,17.4,.383,13.7,18.6,.740,9.6,14.7,10.6,22.5,33.1,13.9,5.9,3.9,70.3
Coppin State,16,40.3,25.7,55.4,.463,6.4,18.2,.349,12.5,18.7,.669,14.7,19.4,11.5,25.4,36.9,14.9,5.9,4.6,70.2
Rice,16,40.0,23.3,53.1,.439,6.2,17.9,.348,17.4,24.3,.715,11.4,16.2,10.9,26.7,37.6,13.6,7.6,2.9,70.2
Butler,18,41.4,26.0,55.1,.472,5.4,16.8,.323,12.7,17.6,.725,11.1,17.9,9.2,25.2,34.4,13.4,5.4,3.8,70.2
Seton Hall,18,40.6,24.1,52.1,.462,5.6,16.7,.337,16.4,21.8,.753,11.4,17.7,8.4,23.3,31.7,12.6,5.6,3.4,70.1
