Team,GP,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG,Year
Lehigh,18,40,23.8,53.8,0.443,5.4,14.7,0.367,14.2,19.6,0.725,12,16.8,9.6,25.2,34.8,14.1,5.1,3.5,67.3,2015
Marshall,18,40.3,23.5,56.8,0.414,7.8,23.6,0.333,12.4,18.6,0.669,15.3,18.4,9.6,24.5,34.1,12,7.1,2.4,67.3,2015
UC Irvine,16,40,24.8,54.9,0.452,6.8,16.4,0.414,10.8,15.4,0.7,10.9,16,9.1,25.5,34.6,14.6,5.2,5,67.2,2015
Colorado,18,41.1,23.6,56,0.421,5.2,15.6,0.332,14.9,21.7,0.69,13.3,19,11,24.8,35.8,11.2,6.2,3.9,67.2,2015
Weber State,18,40.3,21.5,50.7,0.424,7.2,20.8,0.345,17.1,23.4,0.729,12.4,18.1,9.3,23.6,32.9,11.8,4.7,4.1,67.2,2015
Idaho State,18,40,24.3,52.6,0.461,5.1,12.2,0.418,13.6,20.2,0.672,11.7,17.1,9.1,21.6,30.7,11.8,6.7,2.5,67.2,2015
Auburn,18,40,21,53,0.396,7.7,21.1,0.364,17.6,25.5,0.688,12,19.9,9.2,19.4,28.7,10.6,6.1,2.7,67.2,2015
Washington,18,40.3,23.8,55.7,0.428,6.1,18.9,0.323,13.4,18.4,0.726,11.4,18.2,9.5,21.2,30.7,12.2,4.8,3.3,67.2,2015
Vanderbilt,18,40.6,22.7,50.8,0.447,7.6,19.2,0.393,14.2,20.3,0.699,12.9,17.1,9.1,22.3,31.4,14.3,5.1,5.1,67.2,2015
North Carolina Central,16,40,24,48.5,0.495,6.6,18.1,0.367,12.5,17.9,0.697,12.2,18,9.6,24.9,34.4,14.1,4.9,3.5,67.1,2015
Niagara,20,40.5,22.3,53.4,0.418,6.5,17.1,0.381,15.9,22.4,0.712,13.9,18.7,11.2,22.9,34,12.3,6.1,2,67,2015
South Dakota,16,40,23.8,56.9,0.418,5.9,16.2,0.365,13.4,17.8,0.757,10,15.7,10.1,21.9,31.9,11,5.9,2.4,67,2015
New Mexico State,14,40.4,23.1,48.4,0.478,4.2,11.9,0.353,16.5,21.9,0.752,13.4,13.2,11.5,23.1,34.6,12.2,6.5,3.9,67,2015
Mount St. Mary's,18,41.1,22.7,54.7,0.415,7.8,21.9,0.357,13.7,19.1,0.715,12.2,18.1,10.4,23.1,33.4,12.4,7.4,4,66.9,2015
Stetson,14,40,23.6,56.2,0.421,5.4,16.9,0.318,14.3,20.9,0.685,11.6,16.6,9.3,23.3,32.6,11.1,4,3.1,66.9,2015
Indiana State,18,40.5,22.4,50.7,0.442,8,19.8,0.404,14,18.7,0.748,13.6,17.1,7.7,22.6,30.3,13.4,5.2,2.9,66.9,2015
Milwaukee,16,40,22.4,50.8,0.44,7.3,20.2,0.361,14.8,19.4,0.762,12.1,15.8,7.4,23.1,30.5,14.4,5.5,2.5,66.9,2015
Rider,20,40.8,23.8,53.6,0.444,6,17.2,0.348,13.2,21.9,0.606,12.8,17.9,10.3,24.2,34.5,12.9,7,2.5,66.8,2015
Georgia,18,40.9,21.9,51.8,0.423,6.2,17.1,0.362,16.8,23.6,0.712,12.9,17.9,10.6,25.9,36.6,12.2,4.8,4.1,66.8,2015
Seton Hall,18,40.6,23.1,57.9,0.399,6.8,20.4,0.335,13.8,20.3,0.678,11.7,19.9,13,22.7,35.7,12.1,5.1,3.5,66.8,2015
Arizona State,18,40.3,22.9,52.7,0.434,6.2,19.1,0.324,14.9,22.3,0.668,13.6,18.9,9.7,22.2,31.8,11.7,5.4,2,66.8,2015
Georgia Southern,20,40.5,23.6,55.9,0.422,7.7,23.4,0.326,11.9,19.3,0.619,11.8,17.6,11,23.6,34.6,10.9,6.9,3.3,66.8,2015
Purdue,18,40.3,23.2,51.3,0.452,5.4,16.8,0.321,15.1,22.3,0.674,13.4,19,10.8,24.1,34.9,14.1,5.4,4.8,66.8,2015
Alcorn State,18,40,22.9,56.3,0.407,5.3,18.4,0.29,15.6,23.7,0.66,11,17.9,10.2,20.4,30.6,8.8,6.2,2.4,66.7,2015
UC Santa Barbara,16,40,23.2,52.6,0.441,7.2,18.7,0.385,13.1,18.1,0.727,10.2,18.3,9.1,22.2,31.2,15.6,5.1,3.2,66.7,2015
Bowling Green,18,40.3,23.7,55.1,0.431,6.8,20.6,0.332,12.4,17.6,0.706,11.9,17.2,10.2,23.3,33.6,11.6,7.2,3.8,66.7,2015
New Hampshire,16,40.9,22.7,50.5,0.449,7.1,18.4,0.388,14.1,20.8,0.681,12.9,19.6,7.9,27.6,35.4,11.4,5,2.7,66.6,2015
Albany,16,40,22,48.8,0.451,6.3,16.8,0.375,16.3,21.3,0.765,11.2,15.7,9.5,23.3,32.8,11.7,5.9,1.3,66.6,2015
Kent State,18,40.6,22.3,51.7,0.432,7.1,19.8,0.357,14.7,21.7,0.678,11.3,17.3,10.6,22.7,33.3,10.1,5,4,66.4,2015
North Texas,18,40.3,24.2,54.6,0.443,4.9,16,0.309,13.1,20.9,0.626,12.2,17.7,10.7,22.3,32.9,9.8,6.3,3.3,66.4,2015
Alabama A&M ,18,40.3,22.1,54.6,0.405,6,20.2,0.297,16.1,24.2,0.667,12.9,18.8,13.1,21.9,35.1,12.4,5.9,2.4,66.3,2015
Illinois-Chicago,16,40,21.6,53.6,0.403,6.8,19.3,0.353,16.2,21.9,0.741,11.4,17.9,10.4,21.5,31.9,12.6,5.8,2.8,66.3,2015
Utah State,18,40.3,24.1,50.9,0.474,7.9,18.8,0.422,10.1,15.9,0.634,10.6,14.6,6.4,23.9,30.3,15.5,4.6,4.9,66.3,2015
San Francisco,18,40.3,23.4,53,0.442,5.6,18.3,0.306,13.7,20.4,0.673,10.8,20.2,8.8,22,30.8,12.9,5.2,2.5,66.2,2015
Louisville,18,40.3,24,55.6,0.432,5.5,17,0.324,12.7,18.9,0.674,10.4,17.7,11.1,23.5,34.6,11.3,6.6,4.8,66.2,2015
North Dakota State,16,40.9,22.8,50.7,0.45,7.4,17.6,0.42,13.2,18.4,0.718,9.9,15.6,7.8,23.8,31.6,9.8,5,3.5,66.2,2015
Canisius,20,40.2,23.4,55.8,0.42,6.2,19.6,0.315,13.2,18.6,0.708,11.6,17.9,12.1,21.9,34,14.2,6.3,3.4,66.2,2015
Memphis,18,40.6,25.2,56.9,0.442,5.6,17,0.33,10.2,15.7,0.649,12.8,18.1,12.1,22.8,34.9,15.3,7,6.2,66.1,2015
Illinois State,18,40.6,23.3,54.4,0.429,6.1,17.5,0.346,13.3,18,0.738,12.8,19.2,12.1,21.9,34,11.1,7.4,4.1,66,2015
USC,18,40.8,24.6,59.1,0.416,5.4,16.6,0.324,11.5,17.8,0.647,13.6,18.3,10.2,23.2,33.4,12.3,6.3,4.1,66,2015
Central Arkansas,18,40,22.5,51.9,0.434,6.2,17.8,0.35,14.8,21.6,0.686,18.6,19.8,9.2,22.2,31.3,12.7,6.9,3.8,66,2015
Maryland,18,40.6,21.2,51.4,0.411,7.4,20.2,0.365,16.2,21.2,0.766,12.1,16.9,8.4,24.8,33.2,10.1,4.9,4.2,65.9,2015
Southern,18,40.3,22.8,53.7,0.425,4.6,14.6,0.313,15.7,23.9,0.657,12,19.1,11.9,24.9,36.8,9.8,6.3,4.6,65.9,2015
Pittsburgh,18,40.6,24.2,55.2,0.439,4.6,13.9,0.331,12.8,18.7,0.688,8.9,18.3,11,19.9,30.9,16.4,5,2.4,65.9,2015
Ohio,18,40,23.2,54.3,0.426,7.8,21.3,0.366,11.8,15.3,0.768,13,15.9,8.7,23.3,32,11.9,5.1,4.6,65.9,2015
DePaul,18,40.3,22.8,54.1,0.422,7.6,21.7,0.349,12.6,17.8,0.707,12.2,21.1,8.7,20.2,28.8,11.7,5.9,3.7,65.8,2015
Monmouth,20,40.2,22.1,52.5,0.422,4.6,14.2,0.325,16.9,23.1,0.73,12.7,18.8,10.2,22.9,33.1,11.2,7.3,3.9,65.8,2015
Texas A&M,18,40.6,23.3,54.1,0.432,5.7,16.1,0.353,13.4,20.1,0.666,12.5,18.2,11.8,24.5,36.3,13.6,5.1,3.1,65.7,2015
Holy Cross,18,40.8,22.9,54.3,0.422,6.4,18.6,0.347,13.3,18.7,0.709,9.7,19.2,10.2,20.4,30.6,11.4,6.7,4.1,65.6,2015
Syracuse,18,40.3,23.3,57,0.408,5.4,17.7,0.307,13.6,20.8,0.653,10.8,15.6,11.2,23.1,34.2,14.3,7.5,4.6,65.6,2015
Massachusetts,18,40,23.2,55.3,0.419,4.8,15.9,0.301,14.4,20.8,0.693,13.9,18.7,12,23.8,35.8,13.4,6.3,3.9,65.6,2015
Yale,15,40,21.7,48.8,0.444,6.3,16.8,0.377,15.9,23,0.69,11.5,17.5,9.7,23.9,33.6,12.1,5.1,3.5,65.5,2015
SIU-Edwardsville,16,40,22.4,53.1,0.421,7.4,19.2,0.383,13.2,19.5,0.679,13.9,17.6,9.8,24.5,34.2,11.8,5.9,3.8,65.4,2015
Northern Illinois,18,40.3,22.4,50.6,0.443,4.8,14.7,0.328,15.7,23.4,0.672,13.3,20.8,10.7,21.3,32,10.4,6.8,1.8,65.3,2015
Long Beach State,16,40.6,22.9,55.8,0.411,6.6,20.9,0.316,12.8,18,0.712,11.7,18.3,10.6,23.6,34.1,10.9,6.9,2.2,65.3,2015
George Washington,18,40.8,22.2,51.2,0.433,6.3,16.9,0.375,14.6,21.2,0.688,12.7,16.2,11.5,23.1,34.6,11.8,4.6,3.6,65.2,2015
Montana State,18,40,22.9,56.4,0.407,8.7,23.9,0.364,10.6,15.4,0.687,13,19.7,9.9,22.2,32.1,11.8,4.2,2.8,65.2,2015
Old Dominion,18,40.3,24.4,54.6,0.447,5.8,17.7,0.327,10.6,16.1,0.661,10.9,18.2,11.9,21.9,33.8,13.3,6.9,3.1,65.2,2015
California,18,40,24.3,57.1,0.425,5.9,16.7,0.357,10.7,16.2,0.658,11.5,19.9,8.3,24.1,32.4,11.3,4.1,3.7,65.2,2015
Texas,18,40.6,22.7,54.1,0.419,6,18.2,0.33,13.7,19.2,0.716,12.1,17.6,11,25.1,36.1,12.6,3.3,8.3,65.1,2015
Fordham,18,40,23.3,56.4,0.412,5.7,19,0.301,12.8,16.3,0.782,13.6,18.9,10.7,23.3,33.9,11.7,6.4,3.4,65.1,2015
Stony Brook,16,40,23.9,56.7,0.422,5.6,17.1,0.33,11.5,16.5,0.697,11.4,16.1,12.4,25.9,38.3,12.1,5.4,3.8,65,2015
Rhode Island,18,40,22.6,51.5,0.438,3.7,13.9,0.263,16.2,24.8,0.655,13.8,19.9,11.2,23.6,34.7,12.6,6.7,6.1,65,2015
St. Francis (PA),18,40.6,22.6,51.7,0.437,7.1,21.7,0.325,12.7,18.8,0.676,11.9,16.2,8.1,21.8,29.9,12.1,7.1,2.7,65,2015
Fresno State,18,40.8,22.6,53.3,0.423,6,18.1,0.332,13.8,20.1,0.687,10.3,20.1,7.9,22,29.9,10.9,7.9,3.1,64.9,2015
Boston College,18,40.8,23.2,52.4,0.443,7.2,20.5,0.35,11.2,15.6,0.719,11.2,18.3,7.2,21.7,28.9,13.4,4.4,2.3,64.8,2015
Nicholls State,18,40.6,21.9,49.9,0.439,5,16.2,0.309,15.9,25.1,0.636,16.7,21.9,9.9,22.3,32.2,13.1,6.6,4.3,64.8,2015
Florida State,18,40.6,22.2,50.4,0.441,5.3,14.7,0.36,15.1,22,0.684,14.3,19.2,9.7,22.8,32.6,11.1,4.9,4.9,64.8,2015
Troy,20,40.5,22.8,54,0.422,6.8,20,0.338,12.4,18.9,0.656,13.4,15.8,9.9,22.8,32.6,8.9,6.5,1.9,64.8,2015
Rice,18,41.4,21.3,49.4,0.432,9.9,25.7,0.384,12.1,16.6,0.729,14.1,17,7.1,22.4,29.6,13.1,6,2.4,64.7,2015
St. Bonaventure,18,40.6,23.1,55.3,0.418,4.3,15.5,0.276,14.1,20.1,0.702,11.9,16.9,12,23.2,35.2,12.1,6.1,4.8,64.6,2015
Columbia,14,40,22.6,51.6,0.438,9,23.6,0.382,10.4,14.2,0.734,11.4,18.7,9.4,21.1,30.5,10.9,4.4,3.3,64.6,2015
Citadel,18,40.6,21.4,46.1,0.464,6.7,15.9,0.423,15.1,19.3,0.779,13.3,15.4,8.3,19.4,27.7,13,4.3,2.2,64.6,2015
UCF,18,41.4,23,54.8,0.42,6.5,19.7,0.33,12,18.6,0.645,12.8,15.8,10.3,22.1,32.4,10.9,5.3,3.8,64.5,2015
Brown,14,40.4,21.4,52.2,0.41,5.5,18.1,0.304,16,24.1,0.663,12.4,19.9,9.4,24.9,34.3,11.7,3.6,4.1,64.4,2015
Appalachian State,20,40,22.2,56.2,0.396,7,21.2,0.333,12.6,17.9,0.704,13.6,18.1,11.4,22.6,34,11.6,4.4,1.9,64.2,2015
Morgan State,16,40.3,22,61.2,0.36,5.4,18.2,0.299,14.7,23.6,0.622,9.8,18.6,14.9,20.9,35.8,10,5.4,2.9,64.1,2015
Temple,18,40.3,22.8,58.7,0.389,6.7,21.7,0.308,11.8,18.3,0.644,9.8,16.9,12.4,24.7,37.1,12.7,7.7,3.9,64.1,2015
Oklahoma State,18,40.3,21.9,50.4,0.434,6.9,18.6,0.374,13.4,17.6,0.76,12.1,20.3,8,20.6,28.6,11.3,6.9,4.9,64.1,2015
Tulsa,18,40.6,22.1,52.8,0.418,5.4,17,0.317,14.6,22.3,0.652,10.4,16,9.9,24.5,34.4,10.9,6.1,3.4,64.1,2015
Eastern Illinois,16,40.6,22.6,51.1,0.443,7.2,19.6,0.367,11.5,17.9,0.643,11.6,15.9,6.4,23.4,29.8,13.4,5.2,4.5,63.9,2015
Creighton,18,40.3,21.7,53.3,0.406,7.3,21.7,0.338,13.2,18.7,0.708,11.9,18.2,10.4,22.4,32.8,12.9,4.1,2.4,63.9,2015
Arkansas-Pine Bluff ,18,40,22.2,51.9,0.427,6.6,19.5,0.336,12.9,19.1,0.677,14.5,18.8,9.8,19.6,29.4,11.3,8.6,3.9,63.8,2015
Austin Peay,16,40,21.6,55.9,0.385,5.2,17.2,0.302,15.4,23.6,0.653,13.3,16.9,12.7,21.6,34.3,11.2,6.1,3.9,63.8,2015
Howard,16,40.7,21.3,47.5,0.449,4.2,14.1,0.301,16.8,23.3,0.721,16.5,18.5,8.8,21.4,30.2,8.6,7.4,4.2,63.7,2015
Harvard,15,40.3,22.2,51.3,0.433,4.9,13.8,0.353,14.4,20.1,0.718,10.7,16,11.1,23,34.1,13.3,6.1,3.6,63.7,2015
Texas Christian,18,40.6,22.2,55.1,0.403,3.9,13.7,0.287,15.3,25.3,0.607,11.7,21.6,12.8,21.3,34.1,11.1,5.9,4.5,63.6,2015
Ball State,17,41.2,22.4,53.2,0.42,8.1,24.9,0.326,10.8,16.1,0.67,13.9,19.6,10.2,21.6,31.8,12.1,4.4,2.4,63.6,2015
Cal State Fullerton,16,41,22.9,56.1,0.409,4.9,15.6,0.317,12.8,19.2,0.662,12.5,19.5,9.9,23.8,33.8,9.6,4.8,1.9,63.6,2015
UC Riverside,16,40.6,21.6,53,0.407,6.8,19.8,0.342,13.7,20.2,0.678,13.3,20,9.1,23.8,32.9,12.3,7.1,3.3,63.6,2015
Penn State,18,40.6,22.9,55.3,0.415,6.6,20.1,0.326,11.1,15.9,0.693,12.1,19.8,9,22.8,31.8,9.9,5.9,3.3,63.5,2015
Cal State Bakersfield,14,40.4,21.9,50.4,0.434,5.3,14.9,0.356,14.4,20,0.721,11.4,19.8,10.9,21.4,32.3,12.4,5.2,1.5,63.4,2015
Illinois,18,40.6,21.3,54.6,0.39,7.1,20.1,0.352,13.7,16.9,0.81,10.1,17.2,9.1,21.3,30.4,10.6,6.4,2.8,63.3,2015
Saint Joseph's,18,40.6,22.9,55.2,0.416,6.3,19.1,0.329,11.1,18.4,0.602,12.7,16.6,10.8,24.7,35.5,13.7,6.4,4.4,63.3,2015
Connecticut,18,40.3,22.2,51.5,0.43,6.5,18.7,0.348,12.4,18.3,0.678,11.9,16.7,9.8,23.8,33.6,12.3,4.9,6,63.2,2015
Kennesaw State,14,40,22.4,55.4,0.403,6.2,19.1,0.326,12.3,16.7,0.735,11.6,15.5,10.9,24.1,35,9.9,4.9,2.7,63.2,2015
Alabama,18,40.6,20.9,48.7,0.429,6.7,20.6,0.324,14.7,21.1,0.697,12.3,19.1,9.1,22.6,31.7,9.1,5.6,3.7,63.2,2015
Cal State Northridge,16,40,21.2,50.4,0.421,3.9,10.4,0.371,16.8,22,0.764,12.7,17.9,8.6,23.7,32.2,12.9,4.6,2.6,63.1,2015
Liberty,18,40,21.5,51.5,0.417,4.6,14.9,0.306,15.5,21.2,0.73,15.6,19.3,10,22.7,32.7,10.2,4.8,2.4,63.1,2015
Campbell,18,40.3,21.3,50.9,0.418,9.2,24.9,0.37,11.2,17.3,0.646,12.8,18.2,9.2,20.2,29.4,13.2,6.8,2.9,62.9,2015
Presbyterian,18,40,23.5,51,0.461,3.9,12.3,0.32,11.9,18.2,0.655,11.8,15.8,8.5,22.1,30.6,10.1,5.5,2.4,62.9,2015
Dartmouth,14,40.4,22.1,50.8,0.436,5.4,15.6,0.342,13.2,21,0.629,13,19.1,9,21.2,30.2,11.4,8.4,3.4,62.9,2015
George Mason,18,40.6,22.1,51.9,0.426,4.3,12.7,0.341,14.3,21.2,0.673,14.9,20.3,12,22.1,34.1,10.1,5.6,3.6,62.8,2015
Evansville,18,40.6,21.3,48,0.443,3.3,10.6,0.316,16.9,22.9,0.738,12.7,17.8,6.8,21.9,28.7,13.2,5.3,3.8,62.8,2015
Northern Iowa,18,40,22,45.4,0.484,7.9,19.3,0.408,10.9,14.8,0.737,10.4,13,6.3,22.3,28.6,12,5.7,2.4,62.8,2015
Arkansas State ,20,40.5,22.3,57,0.391,5.4,17.4,0.311,12.8,17.9,0.712,13.4,17.4,10.8,23.9,34.6,10.4,5.3,3,62.8,2015
Cincinnati,18,40,22.4,48.1,0.467,5.6,15.4,0.365,12.2,18.1,0.675,13.2,14.1,10,22.1,32.1,12.6,6.9,5.4,62.7,2015
Hartford,16,40.6,21.8,53.6,0.406,8,25.3,0.316,11.1,15.6,0.708,11.9,19.7,8.4,22.7,31.1,11.3,5.9,1.5,62.6,2015
Michigan,18,41.7,22.1,53.1,0.415,7.5,21.2,0.354,10.9,14.1,0.779,9.5,14.5,7.7,20.9,28.7,10.7,4.8,1.6,62.6,2015
Virginia Tech,18,40.6,22,53.1,0.414,8.3,21.6,0.387,10.2,15.3,0.669,10.7,18.4,7.2,19.1,26.3,12.2,3.9,2.2,62.6,2015
Navy,18,40,23.1,51.2,0.45,5.7,15.6,0.367,10.7,15.7,0.681,10.6,17.5,9,20.2,29.2,13.5,5.8,3.9,62.5,2015
Missouri-Kansas City,14,39.9,20.9,50.1,0.417,6.6,20,0.332,14.1,20.1,0.702,10.6,17.3,8.9,17.7,26.6,11.2,6.8,3.4,62.5,2015
Jackson State,18,40.3,23.1,57.1,0.404,4.9,18.1,0.271,11.4,18.8,0.609,13.1,20.2,14.4,23.5,37.9,11.2,5.2,2.6,62.4,2015
Louisiana-Monroe ,20,40.8,23.4,55.4,0.422,5,16.6,0.298,10.8,15.1,0.712,11.2,14.8,10.3,24.9,35.2,12.4,4.7,3.5,62.4,2015
Air Force,18,40,23.2,50.9,0.456,7.1,19.8,0.356,8.9,14.3,0.62,10.8,17.5,7.6,20.6,28.2,14.8,6.1,1.3,62.4,2015
Florida Atlantic ,18,40.3,22.4,55.4,0.405,7.5,22.3,0.337,9.9,14.6,0.679,11.8,17.8,8.6,20.9,29.4,9.8,4.3,3.1,62.3,2015
IUPUI,16,41.2,23.6,52,0.454,3.8,12.2,0.308,11.2,16.3,0.69,15.5,18.9,9.2,23.6,32.8,10.9,6.2,2.4,62.2,2015
Northwestern,18,41.1,22.3,50.9,0.439,7.7,20.5,0.374,9.8,13.1,0.75,11.2,16.7,6.8,22.8,29.7,14.1,3.6,3.3,62.2,2015
Virginia,18,40.6,22.8,51.5,0.443,5.2,14.9,0.347,11.3,16.3,0.696,8.9,13.7,9.7,23.9,33.6,12.4,5.4,3.9,62.2,2015
Saint Peter's,20,40.7,21.6,52,0.414,5,15.7,0.318,14,21.1,0.662,11.3,19.6,10.2,20.4,30.6,10.3,6,3.1,62.1,2015
Pacific,18,40.6,21.5,52.7,0.408,5.8,17.9,0.325,13.1,20,0.656,11.8,20.7,11.3,20.3,31.6,10.8,4.6,2.4,61.9,2015
Pepperdine,18,40,21.7,50.6,0.429,3.9,13.5,0.288,14.6,19.4,0.751,12.3,16.9,9.4,22.6,31.9,12.9,6.4,3.9,61.9,2015
Florida,18,40,22.4,52,0.431,6.3,19.9,0.318,10.7,17.2,0.625,12.6,16.8,9.1,21.7,30.8,12.8,6.4,3.7,61.8,2015
Denver,16,40.6,21.6,44.7,0.484,7.2,18.9,0.384,11.3,14.2,0.797,11.1,19.9,4.9,17.8,22.7,15.3,6.1,1.9,61.8,2015
Furman,18,40.6,20.2,47.4,0.426,6.1,19.1,0.317,15.2,23.8,0.636,13.4,17.4,9.3,22.4,31.7,10.1,5.1,2.9,61.7,2015
Loyola Marymount,18,40.3,21.7,52.7,0.411,5.4,14.8,0.368,12.9,18.1,0.714,12.2,17.1,11.4,19.4,30.8,13.8,6.7,3.2,61.7,2015
San Diego State,18,40,23,53.5,0.43,5.5,16,0.344,10.1,16.1,0.63,10.8,14.1,11.3,22.6,33.8,11.3,6.1,4.7,61.6,2015
Mississippi State,18,40,20,47.6,0.421,4.6,13.2,0.35,17,25.3,0.673,14.9,19.8,9.6,23.9,33.5,8.7,5.8,2.6,61.6,2015
Marquette,18,40.6,22.1,54.1,0.409,6.5,20.1,0.324,10.9,17.1,0.636,13.2,16.4,9.8,21.7,31.6,13.7,7,3.7,61.6,2015
Abilene Christian,18,40,21.8,51.8,0.422,7.3,18.3,0.397,10.7,14.8,0.719,13,20.7,7.1,20.2,27.3,12.1,5.7,1.2,61.6,2015
Loyola (MD),18,41.3,21.9,54.2,0.404,4.9,14.7,0.332,12.9,18.7,0.69,12.2,19.4,10.5,23.1,33.6,10.8,5.3,2.8,61.6,2015
Florida International,18,40.6,22.3,49.9,0.446,4.2,13.1,0.323,12.6,20.1,0.629,15.3,18.4,8.1,24.8,32.9,10.3,6.3,5.6,61.4,2015
San Diego,18,40.6,21.2,53.1,0.4,5.6,17.8,0.315,13.3,19.3,0.692,11.1,19.9,9.6,20.7,30.3,11.8,7.2,4.1,61.4,2015
South Carolina State,16,40.3,21.8,54.9,0.397,5.2,17.1,0.303,12.4,21,0.589,12.1,18.6,11.1,22.1,33.2,11.1,5.9,3.1,61.2,2015
American University,18,40.8,20.9,44.7,0.467,6.5,17.6,0.369,12.9,18.1,0.714,10.6,15.9,5.9,19.1,24.9,12.3,5.1,2.2,61.2,2015
Jacksonville State,16,40.3,20.6,53.9,0.381,5.6,19.1,0.291,14.4,19.2,0.75,11.2,19.2,8.8,22.1,30.9,11.8,6.6,4.6,61.1,2015
Western Illinois,16,40,21.6,53.6,0.403,7.1,18.9,0.374,10.8,15.3,0.706,11.8,17.8,6,24.2,30.2,11.2,4.6,2.8,61.1,2015
Drexel,18,40.3,20.6,51.7,0.398,6.1,18.1,0.334,13.9,18.1,0.767,9.1,17.4,8.3,20.7,29.1,11.2,5.5,3.6,61.1,2015
Towson,18,40.3,21.7,52.9,0.411,3.8,12.8,0.296,13.8,22,0.629,12.1,21.9,13.7,23.1,36.7,9.2,3.2,3.9,61.1,2015
UMass Lowell,16,40.9,20.8,50.5,0.411,7.9,22.2,0.355,11.6,17.2,0.676,12.9,18.1,6.6,19.8,26.4,11.3,7.2,0.8,61,2015
Wright State,16,40.3,22.2,50.7,0.439,5.8,16.6,0.351,10.6,16.2,0.656,12.1,19,6.7,20.8,27.4,13.4,5.9,2.8,60.9,2015
Marist,20,40,20.4,51.4,0.398,7.1,23.1,0.308,12.8,18.6,0.691,12.4,17.4,7.4,20.9,28.2,11.2,7,2.7,60.9,2015
Georgia Tech,18,41.1,22.8,57.9,0.393,4.5,15.2,0.296,10.8,16.6,0.651,12.6,16,13.3,23.2,36.5,11.4,6.1,3.2,60.8,2015
Houston,18,40.6,21.2,54.8,0.386,7.1,22.9,0.308,11.3,16.3,0.69,12.4,17.2,11.3,21.3,32.6,11.5,5.6,3.4,60.7,2015
La Salle,18,40.8,21.5,52.6,0.409,5,15.6,0.32,12.7,18.7,0.677,13.1,17.3,8.8,23.9,32.8,11.5,6.4,3.6,60.7,2015
Tennessee,18,40.3,21.8,52.4,0.416,6.2,19.1,0.327,10.7,15,0.711,12.9,17.9,11.5,19.3,30.8,10.7,7.5,3.2,60.6,2015
Wyoming,18,41.4,20.7,47.2,0.438,6.2,19.9,0.309,13,18.4,0.707,11.6,13.6,5.9,23,28.9,13.8,5.6,3,60.5,2015
Santa Clara,18,40.3,21.2,52.3,0.406,6.6,20.2,0.324,11.4,15.6,0.736,10.6,19.3,9.3,19.4,28.7,11.6,5.6,2.1,60.4,2015
Seattle,14,40.4,21.4,46.5,0.459,6,15.9,0.377,11.7,18.4,0.638,12.6,18.4,7.7,22,29.7,12.5,5.4,1.1,60.4,2015
New Mexico,18,40.8,22,51,0.431,4.9,14.7,0.333,11.4,17.2,0.667,11.9,16.9,9.6,23.8,33.4,12.8,5.4,3.9,60.3,2015
Fairfield,20,40.5,19.9,50,0.399,6.9,20.4,0.338,13.5,18.9,0.712,12.7,19.7,8.7,21.9,30.6,11.2,5.5,3.5,60.3,2015
Central Connecticut State,18,40.3,22.7,54.4,0.416,5,14.9,0.335,9.9,14.1,0.701,13.2,13,9.9,23.3,33.2,11.6,4.4,3.7,60.2,2015
Texas State,20,41.2,20.4,53.8,0.38,5.5,17.8,0.307,13.8,19.6,0.705,12.9,17.9,10.3,22.2,32.5,10.7,6.2,1.9,60.1,2015
Bethune-Cookman,16,40,19.5,48.8,0.4,5.3,18,0.295,15.8,21.4,0.737,14.2,18.6,11.9,21.1,32.9,8.2,5.2,2.6,60.1,2015
South Carolina,18,40,20,53.8,0.372,5.7,19.7,0.291,14.2,18.8,0.752,12.1,19.8,11.6,20.4,32.1,12.1,5,3.4,59.9,2015
Nevada,18,40.3,20.5,53.9,0.38,3.6,13.3,0.267,15.3,22.1,0.691,14.4,18.4,14.5,22.7,37.2,10.1,6.1,3.4,59.8,2015
Clemson,18,40.3,20.9,53.8,0.389,5.6,18.6,0.302,12.1,17.7,0.686,10.9,16.2,11.8,23.4,35.2,10.2,5.6,4.3,59.6,2015
Utah Valley,14,40,20.9,51.4,0.406,6.4,20.6,0.312,11.4,15.9,0.721,11.2,17.2,10.1,21.1,31.2,13.7,3.9,2.7,59.6,2015
Tulane,18,41.4,21.1,55.5,0.38,6.6,20.9,0.316,10.6,16.5,0.643,11.5,17.4,11.7,21.7,33.3,11.4,5.4,1.6,59.4,2015
Cal Poly,16,40.6,20.6,54,0.382,6.2,18.6,0.333,11.6,17.4,0.669,9.1,15,11.6,21.4,33,9.8,5,2.9,59.1,2015
Kansas State,18,40.3,20.8,50.6,0.411,3.7,12.3,0.303,13.8,20.1,0.687,12.3,19,9.9,20.5,30.4,12.3,5.8,2.1,59.1,2015
North Carolina A&T,16,40.3,20.1,49.9,0.404,4.8,17.5,0.275,13.9,20.7,0.674,13.8,17.8,11.4,21.3,32.7,9.3,4.7,3.7,59,2015
Saint Louis,18,40.6,20.5,48.9,0.419,5.3,16.6,0.319,12.7,19.4,0.653,14.8,21.4,8.1,21.6,29.7,11.8,4.4,2.1,58.9,2015
Southern Mississippi,18,40.5,21.5,50.3,0.427,6.1,18.7,0.326,9.7,15.8,0.613,13.5,16.3,8.4,20.9,29.3,12.7,6.4,2,58.8,2015
