Team,GP,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG
Oklahoma State,16,40.6,22.3,51.0,.438,6.2,17.1,.363,20.8,27.1,.765,13.9,20.4,9.4,22.5,31.9,11.4,6.2,3.8,71.3
Nevada,16,40.6,24.5,55.6,.440,5.8,16.7,.348,16.5,22.9,.721,12.3,20.2,10.1,22.5,32.6,12.4,5.2,2.4,71.3
Sacramento State,16,40.6,25.1,56.4,.444,6.8,19.1,.356,14.2,21.1,.675,10.9,17.6,10.8,21.9,32.6,14.2,7.2,4.1,71.2
Cal State Northridge,16,40.0,21.7,50.4,.430,7.5,21.4,.350,20.2,28.0,.723,13.0,21.5,9.5,21.6,31.1,13.6,6.4,1.9,71.1
Ole Miss,16,40.0,24.2,54.1,.447,6.4,16.6,.385,16.4,21.8,.753,12.9,16.9,9.8,22.2,31.9,14.9,5.9,4.4,71.1
Northwestern,18,40.3,25.5,50.5,.505,6.1,16.1,.376,14.1,19.9,.707,11.3,16.4,8.2,23.4,31.6,15.4,4.8,3.6,71.1
Cornell,14,40.4,24.8,53.1,.466,6.6,17.7,.371,14.9,20.4,.733,13.1,16.8,8.6,23.8,32.4,14.6,4.4,3.9,71.1
Appalachian State,18,40.3,26.4,58.6,.451,6.7,19.9,.338,11.3,15.6,.729,11.7,17.4,9.0,22.4,31.4,14.0,5.5,2.5,70.9
Lipscomb,20,40.2,24.4,56.6,.430,6.8,20.9,.326,15.2,23.4,.652,14.2,20.4,10.6,22.2,32.8,13.4,6.8,3.3,70.8
Louisiana-Monroe ,16,40.0,24.2,48.9,.496,7.8,18.9,.409,14.5,20.6,.705,11.4,17.2,8.3,20.4,28.7,13.6,5.6,2.8,70.8
Marquette,18,40.3,25.6,56.1,.456,6.4,18.3,.348,13.2,19.2,.690,12.2,21.1,10.5,21.1,31.6,15.7,6.6,3.2,70.7
Vanderbilt,16,40.6,26.0,60.9,.427,5.8,19.1,.305,12.9,17.8,.723,10.8,19.3,11.9,21.3,33.2,11.3,7.2,4.2,70.7
Northern Illinois,16,40.6,24.1,56.2,.428,6.8,18.7,.365,15.8,23.4,.674,10.8,20.9,8.2,24.5,32.7,10.9,6.2,3.6,70.7
Sacred Heart,18,40.6,24.8,56.2,.441,6.7,20.1,.335,14.4,20.6,.698,14.2,18.4,11.7,20.3,32.0,13.1,7.2,3.6,70.7
Louisiana-Lafayette ,16,40.9,24.1,54.3,.444,5.1,15.3,.335,17.2,24.4,.706,13.5,22.1,9.6,20.4,30.1,10.1,6.1,3.8,70.6
Samford,18,40.3,24.4,53.7,.455,8.3,21.6,.383,13.4,18.4,.731,12.1,16.6,11.0,22.9,33.9,12.2,5.9,2.7,70.6
Houston,16,40.6,24.4,55.7,.438,6.4,19.6,.326,15.4,22.3,.689,11.1,17.8,11.6,21.2,32.8,14.4,6.2,4.0,70.5
South Carolina,16,40.6,23.9,53.9,.444,5.8,15.2,.381,16.8,23.8,.703,13.9,15.2,11.8,24.4,36.2,12.4,5.4,3.3,70.4
Coppin State,16,40.9,24.9,59.8,.416,7.3,22.3,.328,13.3,20.4,.653,15.4,18.7,12.1,22.9,35.0,13.7,6.6,4.2,70.4
Miami (OH),16,41.6,25.7,57.9,.443,6.9,18.4,.376,12.0,17.1,.701,10.5,18.1,9.6,20.7,30.2,14.2,7.2,2.9,70.3
Utah,16,40.0,25.6,59.4,.431,5.4,15.4,.354,13.6,19.9,.683,9.3,16.8,11.0,24.9,35.9,14.1,6.9,4.9,70.2
Little Rock,16,40.6,22.9,50.9,.449,6.1,18.1,.334,18.4,25.3,.726,13.6,19.4,9.2,23.4,32.6,12.4,4.6,4.2,70.2
Northeastern,18,40.3,24.1,51.5,.467,6.3,16.3,.388,15.7,21.0,.749,11.6,16.3,10.8,19.9,30.7,14.8,6.8,4.2,70.2
Hawaii,16,40.9,23.2,56.8,.408,6.6,18.2,.363,17.1,24.8,.692,12.5,18.8,11.4,22.8,34.2,13.3,6.6,3.1,70.1
Milwaukee,18,40.8,25.3,55.8,.453,6.9,18.4,.375,12.7,18.0,.704,12.9,22.0,9.4,21.8,31.2,11.5,6.4,3.2,70.1
North Dakota,12,42.1,22.9,57.2,.400,5.9,17.6,.336,18.3,25.9,.707,13.6,22.6,8.7,24.2,32.8,11.6,6.8,2.5,70.1
LSU,16,40.0,24.3,55.4,.439,6.2,16.8,.373,15.2,20.8,.730,12.5,17.0,11.0,23.6,34.6,11.5,7.2,4.4,70.1
Mississippi State,16,40.0,25.9,62.8,.412,7.1,20.9,.337,11.2,17.0,.662,11.1,17.6,11.4,24.0,35.4,11.9,7.1,3.4,70.1
Charleston Southern,18,40.3,25.2,55.2,.456,6.2,17.2,.359,13.6,20.1,.674,13.9,17.8,10.3,20.6,30.9,12.2,7.1,3.4,70.1
Oregon,18,40.0,24.4,53.2,.459,7.6,20.9,.361,13.6,19.0,.716,14.8,16.3,9.9,23.9,33.8,14.8,4.9,3.8,70.1
Bradley,18,40.3,23.7,52.8,.448,7.2,21.1,.340,15.4,20.9,.737,10.7,17.7,8.7,23.4,32.1,15.7,4.8,3.0,69.9
Santa Clara,14,40.7,23.6,51.5,.458,5.1,14.9,.346,17.6,23.9,.740,15.0,20.5,9.5,23.1,32.6,12.6,6.4,4.2,69.9
Utah Valley,12,41.7,24.8,59.2,.419,7.0,19.4,.361,13.4,21.6,.622,11.0,23.7,8.6,23.1,31.8,10.4,5.4,3.5,69.9
Texas-Arlington,16,40.9,22.9,54.8,.418,7.1,21.7,.326,16.9,25.4,.665,15.7,18.5,12.2,21.6,33.9,13.6,8.9,3.6,69.8
Citadel,18,40.0,25.3,55.3,.458,7.1,21.9,.322,12.1,16.6,.729,9.9,15.6,9.1,19.9,29.1,13.3,6.0,2.9,69.8
Hofstra,18,40.6,24.3,57.4,.424,6.6,17.6,.373,14.5,19.9,.729,12.2,17.9,11.8,23.6,35.4,13.8,5.3,2.4,69.7
St. Francis (PA),18,40.3,24.4,53.7,.454,5.9,15.7,.378,15.0,23.1,.649,13.5,20.3,10.8,21.4,32.3,14.2,7.0,3.2,69.7
Southern Mississippi,16,40.3,24.2,51.8,.467,7.8,19.3,.401,13.6,20.1,.676,12.6,19.2,8.5,19.7,28.2,13.5,4.7,3.9,69.7
William & Mary,18,40.3,24.9,55.9,.445,7.3,20.9,.350,12.6,17.3,.724,9.6,16.9,9.9,22.6,32.5,13.3,6.3,3.7,69.7
St. Bonaventure,16,40.9,25.0,57.0,.439,5.9,18.1,.329,13.7,19.4,.706,11.2,19.8,11.4,19.4,30.8,14.6,6.4,3.6,69.6
Toledo,16,40.3,23.8,52.8,.451,8.2,22.2,.369,13.8,20.2,.684,13.6,18.6,11.3,23.2,34.4,15.4,7.8,4.1,69.6
Brigham Young,16,40.0,24.7,59.0,.418,6.3,17.8,.356,13.9,19.6,.712,13.6,19.6,11.4,26.0,37.4,13.2,6.0,3.2,69.6
Arizona State,18,40.3,23.4,52.8,.444,6.7,18.6,.358,16.1,22.4,.717,12.1,15.5,10.7,24.2,34.9,15.9,6.1,3.8,69.6
Arkansas,16,40.6,25.1,57.2,.438,5.2,15.8,.333,14.2,18.7,.759,12.2,18.4,11.5,23.2,34.7,12.2,5.3,5.9,69.6
Tulane,16,40.3,24.1,49.9,.483,6.0,15.9,.378,15.3,20.3,.754,13.8,17.4,8.6,24.0,32.6,14.6,5.8,4.6,69.6
Florida Gulf Coast,20,40.8,24.5,56.6,.432,7.2,21.9,.331,13.2,20.1,.659,14.2,20.4,10.7,23.4,34.0,13.6,8.2,2.7,69.5
South Florida,18,40.3,24.8,55.0,.451,5.3,15.1,.354,14.6,20.6,.709,9.7,17.1,10.6,20.4,31.0,15.2,7.1,4.2,69.5
Rider,18,40.3,24.5,62.4,.393,6.4,20.9,.309,14.1,20.8,.676,12.7,18.4,13.5,23.9,37.4,12.9,7.7,2.9,69.5
McNeese State,16,40.3,23.6,56.4,.418,6.7,21.4,.312,15.7,23.6,.664,13.1,18.7,10.8,22.3,33.1,11.5,6.2,2.2,69.5
Mississippi Valley State,18,40.6,23.9,56.3,.424,5.2,17.6,.293,16.6,25.2,.656,15.4,19.7,9.2,22.5,31.8,11.6,7.9,3.5,69.5
Fresno State,16,40.3,24.2,52.2,.465,6.3,16.5,.383,14.7,21.6,.681,13.0,17.5,9.5,23.8,33.3,13.1,5.7,2.9,69.5
North Florida,20,41.0,24.6,56.9,.433,4.8,15.6,.312,15.4,22.7,.678,14.1,21.1,12.7,21.3,34.0,10.9,7.0,3.2,69.5
Davidson,18,40.0,23.3,51.9,.448,4.9,14.9,.332,17.9,25.8,.696,12.3,21.1,8.1,21.1,29.2,10.3,5.9,3.3,69.4
Boston College,16,40.0,26.4,57.9,.456,5.9,17.7,.336,10.6,15.1,.705,9.8,16.2,10.2,22.0,32.2,13.2,5.3,3.8,69.4
Boise State,16,41.6,23.4,51.2,.457,6.4,18.1,.352,16.2,23.8,.680,16.2,19.8,8.8,25.0,33.9,11.1,4.9,3.1,69.4
Columbia,14,40.7,24.5,53.0,.462,4.4,13.4,.332,16.0,22.1,.723,13.1,16.7,8.4,24.8,33.2,12.3,6.0,3.6,69.4
Washington State,18,40.6,23.8,58.3,.409,7.6,21.6,.352,14.1,19.2,.734,13.3,18.4,11.1,23.6,34.7,14.3,6.7,3.2,69.4
Rutgers,18,40.3,21.6,51.4,.421,7.2,20.1,.359,18.9,25.6,.739,11.9,15.7,10.7,22.1,32.7,12.2,6.4,4.2,69.3
South Carolina State,16,40.3,23.2,53.9,.432,6.1,19.1,.317,16.8,24.6,.680,13.6,17.9,11.4,20.9,32.3,13.2,7.8,3.9,69.3
Western Kentucky,16,40.0,25.2,58.9,.428,6.9,18.5,.375,12.0,18.0,.667,11.3,19.0,12.3,21.8,34.1,12.7,5.4,2.8,69.3
Green Bay,18,40.6,23.1,52.8,.437,6.6,17.8,.369,16.5,21.9,.752,13.7,19.2,9.4,22.9,32.3,12.4,5.9,3.4,69.3
Navy,14,40.7,23.4,54.6,.429,7.0,20.4,.344,15.4,20.3,.757,16.6,20.1,9.9,26.9,36.7,14.7,6.1,2.9,69.2
Villanova,18,40.3,23.2,54.7,.425,6.8,19.7,.346,15.9,21.3,.745,11.2,19.4,9.9,20.0,29.9,13.8,6.2,3.6,69.2
Lafayette,14,41.1,23.6,54.6,.433,6.6,19.1,.345,15.3,21.7,.704,13.6,19.7,10.7,23.1,33.8,12.6,4.6,3.0,69.1
Saint Joseph's,16,40.0,23.9,54.1,.441,7.1,17.7,.403,14.2,19.6,.726,9.7,16.2,10.0,23.6,33.6,15.7,5.1,3.8,69.1
UC Riverside,16,40.3,22.4,50.6,.443,8.2,21.2,.385,16.1,22.8,.704,12.8,18.4,8.3,24.0,32.3,11.8,5.1,2.5,69.1
Kansas,16,40.0,23.6,56.1,.421,6.1,18.4,.332,16.1,20.3,.791,12.7,19.2,7.9,19.8,27.6,12.1,6.3,3.2,69.1
Western Illinois,18,40.0,22.7,50.4,.451,6.8,17.6,.389,16.8,23.4,.717,11.7,17.4,9.2,24.0,33.2,13.6,6.9,2.6,69.1
New Mexico State,16,40.9,25.4,57.2,.444,5.6,18.4,.302,12.7,18.2,.698,15.2,20.2,10.3,22.4,32.7,13.1,6.4,2.9,69.0
Georgia Tech,16,40.0,22.4,49.8,.451,6.0,14.7,.409,18.0,25.7,.701,16.2,17.1,8.7,23.5,32.2,12.1,6.9,3.0,68.9
Bowling Green,16,40.9,24.1,54.8,.439,7.1,19.2,.371,13.6,19.1,.712,14.1,15.9,10.8,23.9,34.7,15.6,6.6,3.1,68.9
James Madison,18,40.7,23.7,54.3,.436,6.0,17.9,.335,15.5,20.9,.742,11.4,18.3,8.8,21.5,30.3,12.5,5.6,3.3,68.8
Montana State,16,40.0,24.5,52.5,.467,6.3,15.9,.398,13.5,19.8,.684,12.7,18.7,10.1,24.3,34.4,11.9,6.0,3.1,68.8
East Carolina,16,40.1,23.9,52.3,.456,6.9,18.7,.371,14.1,20.9,.675,14.3,20.6,10.0,23.2,33.1,13.4,6.1,3.3,68.8
Saint Mary's,14,40.4,25.2,55.9,.451,5.1,13.3,.382,13.3,19.3,.689,12.2,18.9,10.0,20.6,30.6,11.3,6.3,1.9,68.8
Miami (FL),16,40.3,23.1,53.4,.432,7.2,18.8,.385,15.4,21.6,.713,10.9,16.4,9.4,20.5,29.9,13.6,7.7,4.0,68.8
Texas A&M-CC,16,40.1,24.1,53.8,.449,5.9,17.4,.337,14.5,19.8,.732,12.0,17.1,9.3,21.2,30.5,12.8,8.2,2.3,68.6
Charleston,18,40.0,25.4,58.4,.435,6.3,17.2,.369,11.4,16.4,.696,12.6,14.5,11.1,20.8,31.9,12.7,5.7,1.8,68.6
Iona,18,40.6,24.4,56.9,.429,5.9,17.1,.344,13.8,20.1,.690,13.5,19.5,9.8,22.6,32.4,11.6,6.3,3.4,68.5
Western Michigan,16,40.6,24.1,56.4,.428,5.8,16.9,.341,14.5,21.3,.680,12.5,19.9,9.7,20.2,29.9,11.5,6.1,2.9,68.5
UNC Wilmington,18,40.6,24.6,55.9,.440,7.3,20.3,.361,11.9,17.7,.674,10.9,16.7,10.9,21.5,32.4,12.8,7.4,3.6,68.5
Campbell,20,40.2,21.9,50.2,.435,5.8,16.4,.351,18.9,27.1,.699,13.8,19.1,10.2,21.8,32.0,13.1,6.3,4.5,68.4
USC Upstate,20,40.2,24.6,53.0,.465,6.2,17.9,.349,12.8,20.1,.638,13.4,16.6,10.0,23.6,33.5,12.9,7.7,2.9,68.3
Southeastern Louisiana,16,40.3,24.1,53.5,.450,4.9,14.7,.336,15.2,22.2,.687,14.0,19.6,10.2,22.8,33.0,11.5,5.4,3.4,68.3
Portland,14,40.7,22.6,53.8,.421,6.6,20.7,.321,16.4,23.1,.707,11.0,18.6,10.4,20.8,31.2,12.7,6.7,3.4,68.3
