Team,GP,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG
Colgate,14,40.4,23.7,53.3,.445,6.4,17.5,.363,13.4,18.3,.734,10.2,14.6,7.0,25.9,32.9,12.9,5.4,3.1,67.2
Illinois-Chicago,16,41.0,22.9,52.7,.435,6.9,19.6,.354,14.3,19.2,.744,12.4,17.1,9.0,24.6,33.6,13.8,5.8,3.7,67.1
Murray State,16,40.9,23.4,55.1,.424,6.5,17.9,.362,13.9,18.6,.747,14.6,21.9,10.2,22.3,32.6,13.2,6.4,2.6,67.1
Coppin State,16,40.9,24.7,57.0,.433,5.6,20.5,.274,12.1,19.1,.636,15.8,18.8,13.5,25.4,38.9,14.0,8.0,3.2,67.1
Maine,16,40.0,24.1,56.4,.426,6.4,16.8,.384,12.5,18.3,.683,11.2,16.6,9.8,25.3,35.1,12.0,7.2,2.0,67.1
Evansville,18,40.8,23.7,53.2,.446,6.7,18.1,.368,12.9,18.3,.708,14.0,17.9,9.2,24.3,33.4,12.7,5.3,3.7,67.1
USC Upstate,18,40.3,23.7,55.8,.424,6.5,18.9,.343,13.2,18.7,.706,12.4,17.7,9.2,23.1,32.2,13.3,6.9,1.7,67.1
Duke,18,40.0,24.7,56.1,.441,3.8,13.9,.276,13.8,19.7,.699,13.8,18.8,11.1,22.9,34.0,9.6,4.7,3.1,67.1
UNC Asheville,16,40.0,24.8,57.7,.429,6.1,19.2,.319,11.4,16.9,.672,13.7,18.2,11.7,21.8,33.4,14.6,7.7,2.4,67.0
UC Riverside,18,40.3,23.3,53.2,.438,7.4,21.2,.352,12.9,17.5,.740,10.9,15.3,8.7,21.9,30.6,14.7,6.0,3.2,66.9
UC Santa Barbara,18,40.6,22.2,53.3,.417,6.8,19.1,.359,15.6,21.4,.728,11.5,17.2,9.6,22.4,32.0,13.1,6.3,2.7,66.9
Missouri State,18,40.3,23.7,51.8,.458,6.7,19.0,.354,12.7,17.2,.735,9.7,16.5,8.6,23.3,31.9,13.2,4.4,3.1,66.8
UC Irvine,18,40.3,23.2,56.3,.412,6.4,17.4,.371,13.9,19.7,.707,11.2,16.7,10.2,24.0,34.2,12.2,6.1,2.7,66.7
Utah,18,40.3,23.5,54.8,.429,6.9,19.6,.354,12.8,18.6,.689,11.3,14.6,10.6,23.3,33.9,12.2,7.5,4.2,66.7
Tennessee,18,41.1,23.6,54.8,.430,5.4,15.9,.339,14.2,19.2,.737,11.1,19.3,9.2,20.4,29.6,11.9,6.5,4.0,66.7
Georgia Tech,17,40.3,23.8,56.7,.419,5.6,17.2,.324,13.5,19.5,.693,11.9,14.8,9.6,24.9,34.5,12.8,6.9,5.1,66.6
Indiana State,18,40.3,22.9,53.8,.427,5.9,16.8,.354,14.8,21.1,.700,11.5,19.0,9.2,22.6,31.7,12.7,6.8,2.1,66.6
Arizona State,18,41.1,24.2,57.5,.421,6.2,18.3,.337,12.0,15.9,.755,11.2,16.7,9.9,24.6,34.5,13.1,6.8,3.3,66.6
Maryland,18,40.3,23.2,57.6,.402,6.3,19.9,.318,13.8,20.3,.682,10.4,15.4,9.8,22.9,32.7,12.1,7.3,4.5,66.5
Florida Gulf Coast,18,40.8,22.4,55.8,.401,7.1,21.4,.329,14.5,20.1,.721,15.1,17.5,11.1,22.9,34.1,12.9,6.1,2.4,66.3
La Salle,16,40.3,25.6,54.9,.466,3.7,13.0,.284,11.4,16.9,.674,15.1,15.9,11.0,22.7,33.7,13.9,6.0,4.2,66.3
Northwestern,18,40.0,23.5,51.8,.454,5.7,16.0,.354,13.6,21.0,.648,10.8,16.6,12.7,25.4,38.1,13.8,5.8,3.8,66.3
Arizona,18,40.3,23.6,54.4,.434,5.8,15.3,.377,13.3,19.1,.697,13.0,18.0,8.9,22.9,31.9,13.2,5.7,3.5,66.3
George Mason,17,40.3,21.8,53.6,.407,5.8,18.6,.312,16.8,23.8,.704,13.5,19.1,12.6,21.5,34.1,11.0,5.8,4.5,66.2
Oklahoma State,18,41.1,22.7,56.1,.405,6.4,18.9,.341,14.3,20.3,.705,14.6,20.2,9.9,23.8,33.8,11.4,6.2,3.1,66.2
Holy Cross,14,40.4,23.5,54.9,.428,7.1,20.4,.346,12.1,16.6,.733,8.9,14.7,9.6,23.0,32.6,14.1,4.4,2.4,66.2
Florida Atlantic ,20,40.5,23.2,57.2,.405,4.7,16.4,.286,15.1,21.9,.691,10.4,16.8,11.6,21.6,33.2,9.8,7.7,3.9,66.2
South Alabama,20,40.3,23.0,57.0,.404,4.9,16.1,.304,15.3,21.7,.705,14.6,20.9,11.8,23.1,35.0,9.7,6.8,3.9,66.2
Eastern Kentucky,16,40.3,22.2,49.3,.451,6.3,18.3,.345,15.4,20.8,.739,16.4,16.8,10.6,20.6,31.1,13.0,6.4,3.2,66.2
Eastern Illinois,16,40.3,22.9,49.4,.465,8.8,20.9,.422,11.4,16.8,.683,13.0,17.6,9.1,19.8,28.9,14.8,5.9,3.6,66.1
Jackson State,18,40.8,23.6,55.5,.424,5.7,17.6,.323,13.3,20.9,.637,14.7,17.6,10.7,24.8,35.5,9.8,5.4,3.4,66.1
Rutgers,18,40.0,22.2,51.1,.434,5.9,17.8,.331,15.8,22.7,.699,12.1,16.3,11.2,21.8,33.0,13.4,6.2,3.4,66.1
Baylor,18,40.6,23.4,57.9,.405,5.2,17.3,.298,14.0,20.2,.692,12.2,18.3,12.2,23.4,35.6,12.7,6.3,3.7,66.1
Canisius,18,39.9,23.8,55.0,.433,6.7,20.7,.325,11.6,17.5,.663,13.1,18.2,10.7,20.1,30.8,13.6,7.3,3.1,66.0
Pennsylvania ,14,40.0,21.1,51.5,.411,6.3,18.5,.340,17.4,22.9,.760,14.0,16.6,10.0,22.1,32.1,12.4,7.4,4.0,66.0
Oregon,18,40.3,23.7,54.3,.437,5.7,15.6,.363,12.8,18.4,.696,14.3,19.1,8.9,22.4,31.3,11.6,6.2,3.4,65.9
Florida A&M,16,40.9,23.6,54.3,.435,4.3,14.5,.297,14.4,23.2,.620,15.7,16.3,13.6,25.6,39.2,11.6,7.1,3.9,65.9
Southern Mississippi,16,40.3,21.6,51.6,.419,8.3,23.4,.355,14.2,20.8,.687,15.6,17.6,9.9,19.1,29.0,15.4,6.4,4.1,65.8
Boston University,16,40.3,22.8,54.6,.418,6.1,19.3,.317,13.9,18.8,.741,13.3,14.4,10.9,23.6,34.6,11.6,5.8,2.4,65.7
Michigan,18,40.6,24.5,57.1,.429,6.9,20.2,.344,9.7,14.2,.686,12.0,15.8,11.1,22.6,33.7,13.1,4.8,3.3,65.7
Creighton,18,40.0,24.6,57.2,.431,6.4,18.9,.337,10.1,15.1,.668,9.0,16.7,8.9,18.4,27.4,13.3,6.8,1.8,65.7
Oral Roberts,18,40.6,25.1,59.3,.423,5.8,16.7,.347,9.8,14.6,.669,12.4,18.4,11.4,18.9,30.3,12.4,7.2,3.9,65.7
Troy,20,40.5,23.0,51.2,.449,6.8,18.1,.377,12.8,18.9,.679,12.1,15.6,9.7,23.6,33.3,11.9,5.3,3.5,65.7
Southern Methodist,16,40.3,21.1,52.1,.405,7.9,22.6,.351,15.4,21.9,.706,13.1,18.0,11.3,19.4,30.8,13.1,7.6,3.9,65.6
Illinois,18,40.0,22.2,50.9,.436,6.2,17.2,.358,14.9,20.8,.717,13.4,15.8,10.0,23.9,33.9,11.7,5.7,3.3,65.5
Nebraska,18,40.0,22.7,52.6,.432,5.4,17.0,.320,14.5,21.2,.683,10.4,13.5,11.1,26.2,37.2,11.6,5.1,5.0,65.4
Colorado State,16,40.3,22.6,52.2,.434,7.1,19.7,.359,13.1,18.8,.694,11.1,20.8,7.6,19.7,27.2,9.7,5.4,3.6,65.4
Loyola (IL),16,40.0,23.8,53.0,.449,6.0,17.6,.340,11.7,16.2,.722,10.9,16.8,7.8,21.2,29.1,12.3,6.8,4.6,65.3
Yale,14,40.4,22.4,49.9,.449,7.4,18.3,.402,13.1,18.6,.704,13.2,20.6,7.5,19.2,26.7,13.6,5.3,3.3,65.3
Washington,18,40.0,23.6,54.0,.437,4.3,13.8,.313,13.7,19.6,.697,12.3,15.3,9.3,21.4,30.8,11.5,5.7,3.1,65.2
Texas A&M-CC,18,40.0,21.6,50.0,.432,5.9,16.9,.348,16.1,23.4,.686,11.9,16.7,10.8,22.8,33.6,12.2,4.5,2.8,65.2
Robert Morris,18,40.3,21.1,48.1,.439,5.4,16.2,.337,17.5,24.7,.709,16.3,17.3,9.6,21.6,31.2,11.0,6.1,1.8,65.2
Ohio,16,40.6,22.4,54.4,.411,4.6,14.8,.312,15.8,22.9,.687,16.6,17.5,12.1,25.0,37.1,12.2,6.1,2.4,65.1
Notre Dame,18,41.9,24.9,56.2,.444,5.1,16.4,.311,10.1,14.8,.682,9.9,17.3,9.4,22.3,31.8,15.7,5.6,4.8,65.1
Valparaiso,16,40.0,22.7,53.3,.426,4.2,13.8,.305,15.5,20.6,.754,11.9,18.4,9.4,19.8,29.2,11.0,6.9,2.3,65.1
Georgia Southern,18,40.6,23.2,51.4,.450,5.7,17.2,.332,12.9,19.1,.679,12.2,15.3,9.9,22.7,32.6,11.9,5.8,3.2,65.0
Loyola (MD),18,40.8,22.6,51.6,.437,4.8,14.8,.322,15.1,23.2,.652,14.0,20.2,11.9,20.4,32.4,11.0,5.3,4.1,65.0
Idaho State,20,40.5,22.7,50.0,.454,7.6,19.7,.386,11.8,17.4,.678,13.2,16.8,9.0,23.1,32.1,13.4,5.2,3.0,64.8
Saint Joseph's,16,40.3,23.8,57.5,.414,5.8,18.9,.305,11.3,15.9,.710,9.2,17.3,11.2,22.9,34.2,12.9,6.1,3.1,64.7
Maryland-Eastern Shore,16,40.6,22.8,51.2,.444,6.3,18.1,.348,12.8,19.2,.668,15.3,17.8,9.8,23.0,32.8,12.4,8.0,5.2,64.6
New Mexico State,18,40.6,23.5,57.2,.411,6.4,17.1,.377,11.2,16.2,.688,12.7,20.4,11.4,19.9,31.3,11.1,5.8,3.1,64.6
Iowa,18,40.8,23.0,57.3,.401,5.6,18.6,.301,12.8,19.0,.675,11.7,18.8,11.4,23.7,35.1,12.6,6.3,4.2,64.6
High Point,16,40.6,23.2,55.1,.421,5.1,16.7,.307,13.0,20.2,.642,12.8,17.6,11.2,21.1,32.3,11.3,6.3,3.2,64.5
Belmont,16,39.9,21.7,51.1,.424,6.8,19.4,.347,14.3,19.6,.732,17.7,18.2,10.2,20.0,30.2,11.2,6.5,3.6,64.4
Indiana,18,40.0,23.5,57.9,.406,5.3,17.4,.303,12.1,16.5,.734,13.0,20.4,12.1,19.3,31.4,10.8,6.1,4.6,64.4
South Florida,18,40.6,23.1,51.6,.447,5.2,17.0,.307,13.1,17.8,.734,11.9,14.9,11.3,24.1,35.4,13.4,5.6,4.4,64.4
Bethune-Cookman,16,40.3,21.3,48.6,.438,4.8,14.4,.333,16.9,25.2,.671,15.6,20.9,8.5,26.0,34.5,11.7,6.5,3.9,64.4
Texas A&M,18,41.7,21.7,50.6,.428,6.3,18.2,.349,14.6,21.2,.688,13.9,16.7,10.4,20.9,31.3,11.9,6.4,4.2,64.2
Chicago State,8,41.9,20.9,50.1,.416,5.8,16.1,.357,16.6,24.9,.668,18.0,13.0,9.2,25.9,35.1,10.6,6.5,2.8,64.1
Butler,16,40.0,22.4,55.1,.407,5.2,16.6,.317,13.9,19.4,.716,10.1,18.5,9.0,19.5,28.5,10.9,6.8,3.9,64.0
Elon,18,40.3,22.2,53.0,.419,5.7,15.2,.377,13.8,19.7,.703,12.7,17.6,9.1,23.0,32.1,9.9,6.2,1.7,64.0
Sacramento State,20,40.0,22.9,52.1,.439,7.3,20.1,.363,10.8,15.0,.723,10.9,16.5,8.8,22.9,31.8,13.9,5.6,3.6,64.0
Gardner-Webb,16,41.6,23.4,52.0,.451,5.8,17.4,.335,11.2,16.8,.669,14.5,18.1,9.4,21.2,30.7,12.1,6.1,3.1,63.9
Brown,14,41.1,22.4,52.4,.426,6.7,17.6,.382,12.5,18.7,.668,12.0,17.9,8.3,23.9,32.1,11.3,6.9,3.0,63.9
American University,14,40.4,23.6,53.6,.441,7.0,16.6,.422,9.6,13.7,.703,8.1,15.2,6.8,21.9,28.6,13.5,5.5,2.9,63.9
Harvard,14,41.1,23.0,52.5,.438,4.8,15.0,.319,13.1,17.4,.757,13.2,21.4,10.5,19.9,30.4,11.1,5.7,2.1,63.9
Minnesota,18,40.2,21.6,51.8,.417,6.8,18.5,.369,13.8,20.3,.679,10.5,18.5,9.6,19.7,29.3,12.7,7.4,3.3,63.8
Villanova,18,40.8,21.6,53.4,.403,6.4,17.0,.376,14.3,21.1,.676,14.3,21.4,10.4,22.5,32.9,13.2,6.9,3.6,63.8
Alcorn State,18,40.0,20.7,53.4,.387,5.4,17.4,.309,17.1,26.2,.650,11.6,19.6,10.2,23.0,33.2,10.4,6.1,3.3,63.8
South Dakota State,16,40.0,24.2,55.2,.439,6.8,19.0,.359,8.4,13.8,.614,11.2,18.1,8.4,21.8,30.2,12.0,5.3,2.4,63.8
Hampton,16,41.2,22.2,58.4,.380,4.4,15.9,.280,14.9,23.9,.626,15.1,20.1,14.0,22.9,36.9,9.9,6.3,5.1,63.8
Kansas State,18,40.0,22.2,48.9,.453,5.1,14.3,.357,14.3,21.1,.678,13.5,15.6,10.1,20.4,30.5,11.8,5.0,2.5,63.7
Memphis,17,40.0,22.8,57.3,.397,5.6,17.1,.328,12.6,19.6,.643,14.5,19.2,11.2,20.8,31.9,11.7,7.6,3.8,63.7
Xavier,17,40.3,21.9,53.8,.407,6.8,20.5,.333,13.0,19.1,.680,11.8,19.8,8.6,20.4,29.0,11.8,6.2,4.1,63.6
Prairie View A&M,18,40.3,21.8,54.4,.401,6.2,20.4,.304,13.6,22.7,.597,14.2,18.2,12.1,25.1,37.1,11.3,7.3,3.2,63.4
Lafayette,14,40.0,23.8,52.9,.449,6.7,17.6,.382,9.1,13.3,.688,13.9,15.6,8.8,23.2,32.0,12.3,4.4,2.7,63.4
Navy,14,40.0,22.0,48.9,.450,6.9,19.4,.358,12.4,18.4,.674,12.0,15.1,9.4,26.9,36.4,14.4,4.6,2.9,63.4
Arkansas-Pine Bluff ,18,40.3,21.4,55.4,.387,6.7,21.2,.317,13.7,20.9,.654,16.3,18.1,10.9,23.0,33.9,13.8,6.3,3.2,63.3
Winthrop,16,40.0,21.9,52.3,.418,5.8,17.5,.329,13.7,18.3,.747,10.6,16.2,9.4,22.1,31.5,11.5,6.8,2.2,63.2
Marquette,18,41.1,22.4,55.1,.407,6.3,19.3,.325,11.9,17.4,.685,12.2,20.2,11.5,18.4,29.9,13.6,6.7,3.9,63.0
California,18,40.0,22.2,56.4,.394,5.1,15.2,.332,13.5,19.4,.696,11.1,14.9,11.6,22.6,34.2,11.7,5.9,3.2,63.0
Montana,20,40.5,22.8,53.0,.430,5.4,16.6,.326,12.1,16.8,.717,12.8,17.4,9.2,20.6,29.7,10.6,5.5,2.8,63.0
UNLV,16,40.3,22.6,57.4,.394,6.1,19.0,.319,11.6,16.7,.697,11.2,15.8,9.3,23.2,32.5,11.9,6.5,2.2,62.9
Clemson,18,40.0,22.6,52.9,.428,6.1,16.3,.371,11.6,17.5,.660,11.5,15.6,9.7,23.2,32.9,11.9,5.6,3.4,62.8
Samford,18,41.1,22.6,50.3,.449,5.7,17.1,.334,11.9,16.9,.705,13.2,15.8,8.9,20.6,29.4,12.2,6.2,3.3,62.8
Kansas,18,41.1,21.1,57.3,.368,6.3,19.9,.315,14.3,20.8,.687,12.4,19.1,10.7,20.9,31.6,11.5,6.8,3.5,62.8
San Diego State,16,40.3,21.6,54.8,.395,6.2,18.7,.331,13.3,18.4,.722,11.5,15.8,9.4,22.9,32.2,12.7,5.1,2.8,62.8
St. John's,18,38.3,22.4,56.0,.400,6.2,18.8,.331,11.7,16.8,.695,12.4,16.5,11.8,25.3,37.1,12.6,6.3,3.1,62.7
Utah State,19,40.5,22.7,55.5,.409,6.7,20.2,.331,10.5,15.8,.661,9.2,18.0,9.3,19.4,28.7,14.0,6.9,3.1,62.6
Cal Poly,18,40.6,22.2,48.9,.454,5.8,16.9,.341,12.4,18.3,.678,11.8,17.2,8.0,21.4,29.4,12.4,4.0,3.3,62.6
Texas-Arlington,18,40.0,20.0,51.8,.386,7.2,23.2,.311,15.4,22.7,.677,14.8,18.8,11.6,23.2,34.7,12.2,7.1,4.7,62.6
Louisiana Tech,18,40.0,22.0,54.4,.404,4.6,15.9,.286,14.1,20.9,.673,17.3,17.7,11.9,25.5,37.4,10.2,5.2,3.7,62.6
Northern Illinois,16,40.0,19.4,45.4,.428,6.1,18.9,.321,17.6,25.0,.705,13.4,17.9,8.4,23.8,32.2,10.6,7.2,3.9,62.6
Bowling Green,16,40.0,22.5,53.4,.422,5.1,16.9,.303,12.4,18.2,.684,12.5,14.9,10.0,22.8,32.8,11.3,8.0,2.5,62.6
Pacific,18,40.0,21.0,49.5,.424,6.3,17.7,.357,14.2,20.9,.681,14.3,19.1,9.6,22.1,31.7,12.0,5.4,2.8,62.6
Western Michigan,16,40.3,20.9,52.2,.400,6.3,17.6,.359,14.4,21.7,.666,13.6,20.5,10.6,20.4,31.0,10.9,7.6,3.2,62.5
Rider,18,40.0,21.5,52.4,.410,5.9,18.9,.315,13.3,20.2,.661,12.4,18.1,10.3,20.7,31.1,10.9,7.2,2.7,62.3
Georgia,18,40.6,20.5,53.1,.386,7.0,20.3,.344,14.3,20.4,.698,10.8,19.9,10.4,20.9,31.3,9.6,7.6,3.2,62.3
Colorado,18,40.6,23.4,56.9,.411,5.6,17.3,.321,9.8,14.1,.697,12.9,16.4,11.3,22.9,34.3,10.8,6.0,3.7,62.2
Arkansas State ,20,40.8,21.7,53.0,.410,5.2,16.6,.317,13.5,20.6,.657,15.3,20.6,10.2,24.1,34.4,9.8,6.0,3.0,62.1
Utah Valley,8,40.0,23.0,54.9,.419,5.6,16.4,.344,10.5,15.0,.700,13.0,17.5,9.2,22.2,31.5,11.2,6.5,2.4,62.1
Fresno State,16,40.6,20.3,50.1,.405,4.8,16.8,.283,16.7,24.0,.695,11.6,15.8,10.8,25.2,35.9,10.6,5.1,4.2,62.1
N.J.I.T.,8,41.9,20.9,56.9,.367,6.1,20.9,.293,13.9,20.0,.694,13.8,20.9,10.8,23.4,34.1,12.2,7.6,4.1,61.8
Michigan State,18,40.0,22.7,54.0,.420,5.6,18.6,.299,10.8,16.6,.649,11.7,17.5,9.3,20.8,30.1,11.5,6.0,2.8,61.7
Hofstra,18,40.0,21.4,50.7,.422,5.0,17.4,.288,13.7,19.4,.708,12.8,17.4,10.4,21.9,32.3,11.5,7.4,4.4,61.5
Wichita State,18,40.0,21.1,51.1,.413,6.3,18.4,.344,12.8,17.1,.750,12.3,16.4,7.7,20.5,28.2,10.4,4.9,2.3,61.4
Weber State,20,40.5,21.6,55.0,.393,3.6,12.2,.298,14.5,19.9,.730,10.7,18.2,9.0,19.6,28.6,8.7,5.7,2.2,61.4
Saint Louis,16,40.6,21.5,51.4,.418,4.6,14.4,.316,13.8,21.2,.649,15.1,21.0,9.3,23.6,32.9,11.4,5.8,4.6,61.3
Akron,16,40.3,21.2,53.2,.400,4.9,15.2,.325,13.8,18.9,.729,13.8,17.9,10.1,20.9,31.0,11.6,6.8,3.2,61.2
New Hampshire,15,40.3,21.5,51.4,.419,5.1,15.7,.322,13.1,18.5,.705,11.9,17.0,9.7,25.8,35.5,10.5,5.9,2.6,61.2
Green Bay,16,40.6,20.9,52.8,.395,6.4,20.1,.318,13.0,17.1,.762,11.5,18.5,8.4,19.1,27.5,11.2,8.4,3.2,61.1
Saint Mary's,16,40.0,21.0,50.4,.417,4.9,13.6,.362,13.9,19.6,.712,12.4,17.9,7.5,20.1,27.6,9.2,6.2,2.7,60.9
Morgan State,16,40.6,21.3,55.2,.386,4.7,16.2,.288,13.6,20.2,.672,15.3,17.0,12.2,20.7,32.9,10.1,7.4,3.5,60.9
Drexel,18,40.8,20.2,48.6,.415,5.1,13.8,.367,15.4,22.2,.697,11.9,16.9,8.4,23.1,31.4,9.8,5.4,3.5,60.8
James Madison,18,40.0,20.6,50.1,.411,5.5,16.4,.334,14.1,20.4,.692,12.9,16.2,9.2,24.6,33.8,11.2,5.1,3.5,60.8
Cincinnati,17,40.6,21.9,52.1,.420,4.5,15.4,.294,12.5,17.8,.700,11.2,18.2,9.4,22.7,32.1,11.6,5.3,3.2,60.8
Coastal Carolina,16,40.0,20.4,50.5,.405,7.0,20.9,.335,12.9,19.2,.671,14.0,18.6,9.5,20.6,30.1,11.7,5.2,3.1,60.8
New Mexico,16,40.3,22.0,56.2,.391,7.8,22.3,.350,8.9,13.6,.651,12.6,18.8,10.0,23.7,33.7,12.9,5.4,3.0,60.7
Sam Houston State,18,40.8,20.3,49.0,.414,4.5,14.6,.308,15.6,22.7,.685,14.2,19.2,9.1,23.7,32.8,12.9,5.2,3.7,60.6
Syracuse,18,40.3,20.3,51.8,.392,6.7,21.3,.315,13.1,19.1,.686,14.1,17.2,12.2,21.6,33.8,13.7,6.3,2.9,60.5
Albany,16,40.3,22.2,53.1,.419,6.9,19.9,.348,9.1,14.2,.639,12.2,18.5,7.6,20.8,28.4,10.9,6.2,3.2,60.5
Columbia,14,40.0,20.2,44.3,.456,4.8,13.1,.366,15.3,20.6,.740,12.4,17.2,6.9,20.9,27.8,9.8,5.9,4.0,60.5
Wyoming,16,40.3,22.4,49.4,.453,3.8,13.3,.286,11.8,16.6,.711,11.7,16.4,8.9,25.8,34.6,10.8,4.8,2.4,60.4
Vanderbilt,18,40.3,21.4,52.9,.404,5.6,17.4,.319,12.0,16.5,.727,10.7,16.7,9.3,23.4,32.8,10.4,5.8,4.1,60.3
Hartford,16,40.0,20.8,46.8,.443,5.4,15.2,.358,13.4,19.6,.682,15.9,16.9,8.6,23.4,31.9,9.4,6.6,2.6,60.3
Lehigh,14,40.0,22.6,55.5,.407,6.3,21.7,.289,8.9,13.7,.646,12.4,16.2,10.2,24.8,35.0,13.9,3.9,3.5,60.3
Charleston,18,40.0,22.5,57.0,.395,5.1,17.1,.300,10.1,14.2,.710,10.7,17.2,8.4,21.4,29.8,10.1,5.9,2.7,60.2
Norfolk State,16,40.0,20.9,57.8,.363,4.2,16.5,.258,13.9,20.9,.663,16.8,18.8,13.8,23.4,37.2,8.8,7.1,3.4,60.0
Texas-RGV,8,40.0,21.1,49.5,.427,5.4,16.6,.323,12.1,17.5,.693,14.8,19.2,7.5,25.2,32.8,11.1,7.0,1.9,59.8
Miami (FL),18,40.0,22.0,54.4,.404,5.5,17.3,.318,10.2,16.0,.639,11.2,16.5,8.6,21.9,30.5,10.1,5.8,3.5,59.7
Alabama,18,40.8,21.3,50.3,.424,4.8,15.3,.316,12.2,17.6,.691,14.6,16.3,9.8,23.4,33.2,9.9,5.6,4.3,59.7
Princeton,14,40.0,21.1,48.1,.438,4.4,13.6,.325,13.1,18.4,.712,11.3,16.3,8.3,18.7,27.0,9.4,6.3,2.3,59.6
Ohio State,18,40.3,21.7,53.3,.408,6.5,19.4,.334,9.6,13.6,.702,12.0,15.8,9.3,22.1,31.4,10.8,4.6,2.8,59.5
UTEP,16,40.3,21.1,51.9,.406,4.6,14.2,.320,12.8,18.4,.694,11.6,18.3,10.3,21.6,31.9,11.4,6.0,2.8,59.4
Northern Iowa,18,40.3,22.6,51.9,.436,5.3,16.3,.324,8.8,12.4,.713,12.3,16.5,7.4,21.9,29.3,10.4,6.3,2.1,59.3
Mercer,18,40.6,19.4,50.4,.386,6.5,19.7,.330,13.8,20.7,.669,13.4,17.8,10.0,20.4,30.4,9.8,5.8,2.7,59.2
Wright State,16,40.6,19.1,46.8,.409,5.4,16.9,.322,15.4,21.0,.732,16.0,16.4,8.6,22.3,30.9,10.3,4.8,3.9,59.1
Northern Kentucky,17,40.0,21.2,49.4,.429,5.9,17.7,.332,10.8,14.5,.741,12.4,14.9,9.9,22.6,32.6,11.9,4.8,3.1,59.0
Wofford,18,40.0,20.6,48.3,.426,5.2,16.5,.316,12.5,18.1,.692,13.6,14.2,7.3,24.5,31.8,9.9,6.1,3.2,58.8
Louisville,18,41.4,20.8,54.4,.382,5.6,17.4,.319,11.5,17.6,.653,16.8,18.4,12.4,21.4,33.8,11.2,5.5,3.7,58.6
Fairfield,18,40.3,19.4,48.4,.401,3.7,11.1,.337,15.7,23.0,.681,13.8,16.3,9.6,20.8,30.4,6.9,7.6,3.8,58.2
Pittsburgh,18,40.6,19.3,49.1,.393,4.7,16.5,.283,14.9,20.9,.714,13.2,18.3,9.8,20.0,29.8,10.3,6.2,3.9,58.2
Gonzaga,16,40.0,20.3,55.2,.368,5.9,20.1,.296,11.2,16.4,.684,12.6,19.5,11.7,18.9,30.6,9.1,6.4,2.8,57.8
Manhattan,18,40.6,18.4,48.4,.381,5.3,15.7,.336,15.4,22.9,.672,13.1,19.9,9.7,21.0,30.7,9.9,6.5,3.9,57.6
Delaware State,16,40.6,20.8,51.3,.404,4.2,14.6,.286,11.7,17.2,.680,13.5,16.7,10.5,20.8,31.3,11.9,7.0,3.1,57.4
Texas Southern,18,40.0,21.1,58.3,.362,4.7,15.8,.295,10.3,15.9,.648,10.9,17.2,12.1,20.3,32.3,10.1,5.1,2.4,57.2
Virginia,18,40.3,20.2,48.7,.414,5.4,17.1,.316,11.5,17.0,.676,12.7,14.4,8.0,21.7,29.7,9.7,4.6,3.5,57.2
Davidson,18,40.0,20.2,52.4,.386,4.6,14.1,.323,11.9,17.7,.674,11.9,18.4,8.3,20.8,29.2,9.0,5.2,2.6,56.9
Georgetown,18,40.6,19.6,51.7,.378,4.8,17.1,.279,13.1,19.6,.666,13.1,18.1,11.1,19.1,30.2,10.8,6.9,3.7,56.9
Eastern Michigan,16,40.3,19.6,49.2,.398,6.0,21.9,.274,11.7,17.7,.661,14.2,16.2,11.9,20.7,32.6,14.0,7.3,2.1,56.8
Western Illinois,16,40.3,20.4,50.8,.401,5.8,17.4,.333,9.7,14.4,.671,10.2,16.1,8.3,20.8,29.1,10.5,5.9,2.3,56.2
Southern,18,40.0,19.6,56.3,.347,5.1,17.5,.292,12.0,17.9,.669,13.1,18.0,11.6,22.7,34.3,8.3,4.9,2.7,56.2
Middle Tennessee State,20,40.2,19.3,50.6,.381,4.5,15.0,.297,13.0,20.4,.637,15.7,19.6,9.5,19.9,29.4,8.7,6.6,2.4,56.0
Bucknell,14,40.0,20.7,53.7,.386,4.6,14.9,.308,10.0,13.9,.718,9.4,15.9,7.3,22.1,29.4,9.4,4.0,2.3,56.0
Vermont,16,40.0,19.8,50.5,.392,5.9,19.9,.296,10.4,14.9,.697,12.6,18.8,9.4,19.9,29.3,10.8,5.6,2.8,55.9
Wisconsin,18,41.1,21.5,55.3,.389,3.7,13.1,.281,9.1,13.0,.701,9.4,17.3,8.7,24.2,32.9,8.5,6.0,2.2,55.8
Howard,16,39.9,18.6,50.1,.371,5.6,18.1,.308,12.7,19.4,.655,14.7,17.6,11.0,22.2,33.2,9.0,6.4,3.1,55.4
North Carolina Central,16,40.0,19.7,52.6,.374,5.4,18.6,.289,10.6,17.6,.601,14.7,19.3,11.2,18.1,29.4,9.7,7.1,3.5,55.3
Stony Brook,16,40.0,19.9,54.4,.366,5.9,21.4,.277,9.2,14.3,.642,12.9,18.7,9.1,22.2,31.4,10.2,5.8,2.5,54.9
Savannah State,17,40.9,19.2,48.6,.395,3.1,12.1,.254,12.9,20.3,.635,17.6,18.3,9.7,21.3,31.0,9.9,8.6,4.3,54.4
North Carolina A&T,16,40.0,17.7,49.0,.361,5.2,17.6,.295,13.6,21.2,.640,16.6,17.7,11.4,24.3,35.8,9.9,6.6,3.9,54.1
