Team,GP,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG
Furman,17,40.0,26.5,57.2,.464,6.8,17.6,.383,12.5,17.2,.729,11.3,17.3,10.9,22.8,33.7,14.9,7.8,2.2,72.4
Northern Arizona,20,41.0,24.6,53.4,.462,6.6,17.8,.371,16.4,22.3,.738,14.5,17.9,8.8,23.8,32.6,12.8,7.7,3.9,72.3
Youngstown State,16,40.9,26.0,57.5,.452,6.4,18.1,.353,13.9,19.6,.707,12.9,17.3,10.6,25.9,36.5,13.8,6.5,3.3,72.2
Marist,18,40.8,26.2,57.2,.459,7.2,18.3,.392,12.6,18.6,.680,12.9,20.3,11.1,24.2,35.3,13.7,7.5,3.1,72.2
St. Francis (PA),18,41.1,25.4,55.9,.454,6.1,16.8,.361,15.4,20.4,.753,12.4,15.9,11.3,22.9,34.3,13.8,7.7,3.2,72.2
UNC Wilmington,18,39.7,25.7,56.2,.457,5.7,16.7,.343,15.2,20.8,.730,10.8,16.2,10.5,24.2,34.7,12.4,8.1,4.3,72.2
Central Michigan,16,40.3,24.8,51.8,.479,7.6,19.6,.389,14.9,21.6,.690,13.5,17.9,10.0,23.7,33.7,14.4,6.1,3.6,72.1
Tulane,16,40.0,25.3,51.9,.487,6.3,17.4,.363,15.2,20.2,.752,13.4,20.9,8.3,22.8,31.1,16.8,6.4,4.2,72.1
Citadel,18,40.3,26.3,56.1,.469,7.9,20.6,.383,11.4,15.1,.754,11.8,16.5,11.1,20.4,31.5,13.6,8.2,2.2,71.9
Quinnipiac,18,40.3,24.9,56.8,.439,7.3,18.9,.385,14.7,21.7,.679,9.8,21.1,8.6,20.2,28.8,13.1,6.1,2.7,71.9
Nicholls State,18,40.7,26.2,56.6,.462,5.1,14.9,.343,14.4,19.7,.732,15.8,20.3,11.2,23.8,35.1,12.8,6.5,4.7,71.9
Oregon State,18,40.0,26.2,57.9,.452,7.1,19.7,.361,12.4,17.5,.711,11.6,17.0,10.3,23.8,34.2,14.3,6.1,4.4,71.9
Nevada,16,40.3,25.4,54.4,.468,7.3,19.4,.376,13.6,19.6,.693,11.5,18.2,9.4,24.8,34.2,14.4,6.9,4.2,71.8
Old Dominion,18,40.3,23.9,53.6,.447,7.1,18.0,.392,16.7,22.8,.734,14.1,18.4,10.9,24.0,34.9,14.3,6.4,4.3,71.7
San Francisco,16,40.0,25.8,57.9,.444,6.4,18.8,.342,13.7,18.4,.745,11.7,15.8,11.0,25.4,36.4,11.6,5.9,2.6,71.6
Auburn,18,40.8,24.0,54.3,.442,7.8,21.7,.359,15.8,23.7,.665,11.6,17.8,9.7,25.5,35.2,14.9,6.1,3.4,71.6
Texas-San Antonio,17,40.3,25.6,52.4,.489,7.5,20.0,.374,12.9,19.2,.670,12.9,18.5,10.0,25.8,35.8,16.2,6.3,5.1,71.5
Campbell,17,41.2,25.4,55.9,.455,5.5,15.9,.343,15.2,21.6,.704,13.8,17.2,10.9,22.0,32.9,13.8,7.9,3.4,71.5
Montana State,20,41.0,24.6,51.5,.478,7.8,19.1,.407,14.6,19.9,.733,13.2,17.1,8.6,24.0,32.6,13.4,5.7,2.9,71.5
Mount St. Mary's,18,40.3,26.7,55.3,.483,5.0,13.6,.369,13.1,19.7,.664,15.8,18.2,10.1,24.6,34.7,12.9,5.8,2.2,71.5
East Tennessee State,18,40.3,24.3,53.1,.459,8.7,23.5,.371,14.0,20.6,.679,13.3,17.5,10.4,22.9,33.3,16.1,6.9,3.0,71.4
Monmouth,18,40.0,24.2,53.4,.453,8.1,21.6,.374,14.8,21.3,.697,15.8,18.4,10.3,24.1,34.4,14.7,6.7,4.7,71.3
Loyola Marymount,16,40.3,24.3,51.6,.471,7.6,18.7,.405,15.1,22.6,.668,14.9,17.5,11.6,25.8,37.3,14.8,6.6,3.2,71.2
Bradley,18,40.3,24.6,52.9,.465,7.1,20.2,.352,14.9,19.3,.772,13.4,16.0,9.6,24.3,33.9,13.9,6.2,3.7,71.2
Massachusetts,16,40.0,24.9,58.6,.426,6.2,19.1,.327,15.1,21.4,.703,12.3,18.3,11.8,22.2,33.9,14.4,6.6,3.7,71.2
Texas,17,41.5,23.2,55.7,.417,5.7,17.1,.334,19.0,26.2,.724,12.6,18.6,12.4,23.1,35.4,13.1,7.3,3.6,71.2
Wake Forest,18,40.0,26.2,56.1,.467,5.9,15.3,.388,12.9,19.3,.667,13.9,18.6,9.8,25.0,34.8,13.2,6.3,5.2,71.2
UCF,16,40.6,26.6,59.8,.444,5.9,19.4,.305,12.1,16.9,.715,13.2,18.7,12.0,23.6,35.6,15.9,7.4,4.4,71.1
NC State,17,40.3,26.3,61.6,.427,5.9,19.2,.310,12.5,17.4,.722,11.3,17.6,11.5,22.4,33.8,12.1,5.4,3.9,71.1
UC Davis,18,40.3,25.7,58.6,.438,7.1,20.3,.347,12.7,17.9,.708,10.6,17.4,10.4,22.7,33.1,15.1,7.3,3.1,71.1
Ole Miss,18,40.6,25.8,59.2,.435,7.6,21.8,.346,11.9,17.9,.665,13.9,21.1,10.8,25.4,36.2,14.7,5.6,3.8,71.0
Jacksonville,18,41.1,24.7,57.9,.427,6.1,18.8,.322,15.4,21.6,.712,13.1,18.7,10.7,23.9,34.7,13.3,6.6,3.7,70.9
Portland,16,40.3,25.6,55.6,.460,7.2,17.6,.408,12.6,17.8,.708,11.6,17.2,10.5,22.4,32.9,14.2,8.2,3.2,70.9
Appalachian State,18,41.7,25.8,58.1,.444,5.5,17.6,.313,13.8,20.4,.676,12.4,19.1,10.8,25.1,35.8,12.3,6.9,3.1,70.8
Pepperdine,16,40.3,24.9,57.2,.435,6.9,18.9,.368,14.1,19.6,.722,10.3,17.2,12.2,22.2,34.4,14.1,7.4,3.5,70.8
William & Mary,18,41.1,26.1,57.4,.455,6.7,19.6,.344,11.8,17.0,.696,10.4,16.1,11.5,21.1,32.6,13.7,7.2,3.5,70.8
Tennessee State,16,40.6,24.4,56.6,.431,6.9,20.6,.333,15.1,21.6,.699,12.8,21.2,10.7,19.2,29.9,12.5,6.9,2.6,70.7
USC,18,40.6,24.8,58.8,.422,5.8,17.8,.328,15.1,22.6,.670,10.9,15.1,11.1,24.7,35.7,13.8,6.6,3.3,70.6
Siena,18,40.0,26.3,58.5,.449,7.4,20.4,.362,10.6,15.5,.685,11.1,17.6,11.7,21.5,33.2,15.4,7.9,4.9,70.6
Milwaukee,16,40.0,26.3,56.9,.462,7.2,19.8,.363,10.7,15.8,.676,11.2,17.9,10.8,23.6,34.3,15.2,7.6,3.7,70.5
Northwestern State,18,40.0,25.4,59.9,.425,4.4,13.4,.326,15.2,24.1,.630,17.2,20.2,14.3,24.2,38.4,11.3,6.4,2.2,70.4
Idaho,18,40.3,25.7,57.8,.445,7.3,20.1,.363,11.6,17.2,.676,9.1,16.2,10.6,19.4,29.9,11.8,7.5,2.8,70.3
Wagner,18,40.6,23.1,54.6,.423,7.2,19.8,.365,17.0,23.1,.737,14.9,19.1,10.2,21.1,31.2,12.1,6.4,2.4,70.3
Southern Utah,20,40.5,21.6,52.2,.414,4.5,14.3,.317,22.6,31.9,.708,11.9,19.8,9.9,24.9,34.8,10.7,6.5,3.9,70.3
Eastern Washington,20,40.8,24.1,59.0,.410,6.0,17.1,.350,15.8,22.6,.701,10.9,16.8,12.4,25.2,37.7,14.4,7.3,4.0,70.1
Cornell,14,40.0,24.0,50.1,.479,7.6,17.4,.436,14.4,19.9,.724,12.5,15.1,7.6,23.5,31.1,15.3,5.4,3.6,70.0
Rhode Island,16,40.3,23.7,53.1,.446,6.7,18.4,.363,15.9,23.2,.685,12.7,17.9,11.2,24.4,35.6,12.6,5.6,3.8,70.0
Santa Clara,16,40.0,23.7,54.0,.439,5.5,15.2,.362,17.0,22.4,.758,12.6,16.8,10.4,23.6,34.0,12.5,6.1,2.9,69.9
UAB,16,40.3,24.1,53.6,.450,6.6,17.9,.369,15.0,22.5,.667,14.6,16.0,10.4,23.8,34.2,13.3,8.3,4.4,69.9
McNeese State,18,41.7,24.8,57.8,.429,5.1,15.8,.323,15.1,21.6,.698,12.8,16.3,12.4,25.5,37.9,13.6,5.5,3.6,69.8
Tulsa,16,40.9,22.7,56.1,.405,7.4,23.0,.323,17.0,23.3,.729,12.7,19.7,10.4,24.7,35.1,14.2,7.3,3.6,69.8
Missouri-Kansas City,16,40.0,24.2,50.9,.477,6.8,17.0,.397,14.4,20.9,.692,12.3,13.2,7.9,21.1,29.1,12.8,7.7,2.2,69.7
Temple,16,40.0,24.5,56.0,.438,6.4,16.5,.386,14.2,20.2,.701,12.6,16.8,10.5,24.0,34.5,13.7,5.2,2.6,69.6
North Florida,18,40.0,25.7,57.1,.450,5.9,14.9,.394,12.3,18.3,.675,12.4,16.9,12.2,23.1,35.2,11.1,6.3,3.4,69.6
North Texas,20,40.8,25.1,58.9,.426,6.3,18.0,.353,13.1,19.1,.681,11.8,17.8,12.2,22.2,34.4,11.5,7.2,3.4,69.5
Buffalo,16,40.3,24.7,57.0,.433,5.7,16.8,.340,14.4,19.6,.736,10.8,19.7,11.3,19.9,31.2,12.6,7.7,3.4,69.5
Northern Colorado,20,40.2,25.2,54.9,.460,7.3,20.5,.356,11.7,16.6,.703,11.9,16.4,8.9,21.4,30.3,13.2,5.3,3.5,69.5
Tennessee Tech ,16,40.0,23.7,50.8,.466,6.1,17.6,.344,16.1,24.2,.662,14.4,19.8,9.8,21.8,31.5,12.9,7.8,2.8,69.5
LSU,18,41.1,24.9,56.4,.442,5.1,17.2,.294,14.6,21.6,.675,13.7,16.8,11.4,24.8,36.2,11.0,6.8,4.4,69.5
San Jose State,17,40.0,24.5,54.6,.448,6.4,18.5,.346,14.1,19.3,.732,12.6,17.2,10.9,25.6,36.5,14.2,6.2,5.3,69.5
UNC Greensboro,18,40.0,21.8,53.6,.407,5.8,17.9,.325,19.9,26.7,.748,13.7,16.8,10.2,26.4,36.7,11.1,6.1,2.8,69.4
Stetson,18,40.0,26.7,60.8,.438,7.1,20.9,.338,9.1,14.0,.647,12.1,17.1,10.6,21.0,31.6,15.3,8.8,2.7,69.4
VCU,16,40.6,24.3,52.3,.465,6.6,18.2,.364,14.2,20.6,.690,18.4,17.5,11.4,22.8,34.2,12.5,5.5,3.9,69.4
Air Force,16,40.3,24.3,54.8,.444,6.7,21.9,.306,14.1,20.9,.672,10.8,16.4,11.0,22.4,33.4,15.4,5.8,3.2,69.4
Cleveland State,16,40.0,22.8,49.9,.457,6.8,18.4,.367,16.9,23.3,.727,12.2,14.8,9.6,22.3,31.9,14.7,6.8,3.6,69.3
UMBC,16,40.3,23.9,53.2,.449,5.8,19.9,.289,15.7,23.0,.682,12.8,16.1,10.6,26.4,37.1,13.4,6.0,2.7,69.2
Alabama A&M ,18,40.8,25.7,57.4,.447,4.7,14.6,.324,13.1,20.4,.641,12.2,18.1,10.4,25.6,36.0,11.0,7.1,3.2,69.2
Brigham Young,16,40.0,24.0,55.2,.434,7.4,21.3,.346,13.8,20.9,.657,14.0,18.2,9.6,24.2,33.8,14.5,5.8,3.4,69.1
Boston College,17,40.0,25.4,53.9,.471,6.7,16.4,.409,11.7,16.4,.713,11.9,18.5,9.5,22.4,31.9,13.9,5.0,3.0,69.1
Illinois State,18,40.0,24.4,57.6,.424,7.0,20.7,.339,13.2,19.2,.688,12.6,18.2,11.5,25.1,36.6,13.3,5.7,2.0,69.1
Detroit,16,40.0,24.8,55.2,.449,7.1,20.6,.345,12.3,17.4,.706,16.1,18.2,8.9,22.9,31.8,12.4,5.0,3.2,69.1
Presbyterian,16,40.0,24.6,52.9,.464,6.2,15.8,.391,13.8,18.9,.728,10.3,13.8,10.1,22.3,32.4,11.0,7.0,3.4,69.1
Oklahoma,18,40.6,24.3,57.4,.424,7.5,21.4,.351,12.9,19.4,.665,12.2,18.7,10.8,22.7,33.5,12.0,6.6,3.1,69.1
Florida International,20,40.0,24.2,52.6,.461,6.9,19.8,.349,13.6,19.9,.682,17.9,17.2,11.0,22.9,34.0,14.5,6.4,4.1,69.0
Binghamton,16,40.0,24.6,57.4,.429,8.4,23.8,.353,11.4,17.9,.634,11.4,15.4,11.1,27.1,38.2,15.7,8.0,2.1,69.0
Towson,18,41.1,23.8,58.7,.405,6.0,17.3,.346,15.4,21.5,.718,10.8,19.7,11.4,20.8,32.2,12.6,7.4,4.1,69.0
Delaware,17,40.9,24.5,61.2,.401,6.3,18.4,.342,13.6,19.8,.688,9.5,20.0,12.3,23.5,35.8,11.6,6.2,2.4,69.0
Seton Hall,18,40.0,23.0,53.4,.431,5.6,16.0,.351,17.3,23.7,.731,11.1,17.2,11.1,22.2,33.3,13.8,9.2,4.0,68.9
Penn State,18,40.0,21.9,49.9,.439,5.8,17.5,.330,19.3,27.6,.698,10.9,17.5,9.2,25.3,34.5,13.1,5.8,4.1,68.9
St. Francis (NY),18,40.0,24.6,54.3,.452,4.8,16.0,.299,14.9,21.2,.704,13.4,17.4,10.3,24.0,34.3,13.3,5.4,2.8,68.8
Fort Wayne,16,40.2,24.8,50.9,.487,5.7,16.5,.345,13.5,19.2,.704,11.9,16.6,7.2,21.2,28.4,10.6,5.8,2.9,68.8
North Dakota,20,40.3,24.9,56.1,.443,5.6,16.9,.331,13.3,18.1,.736,14.6,18.9,10.7,24.6,35.2,12.3,7.1,3.9,68.8
Dayton,16,40.3,24.6,54.1,.454,5.9,16.6,.357,13.7,20.2,.676,12.2,18.5,10.2,18.8,29.0,14.1,6.9,3.9,68.8
South Carolina,18,40.6,23.2,50.2,.462,5.7,16.8,.341,16.7,25.1,.665,14.6,18.8,10.6,23.8,34.4,13.2,7.7,5.2,68.7
South Carolina State,16,40.6,24.1,56.0,.430,6.0,17.5,.343,14.5,21.3,.680,12.6,16.8,11.8,24.1,35.8,13.6,7.5,4.3,68.6
SIU-Edwardsville,16,40.0,24.6,53.0,.465,5.2,16.4,.321,14.1,20.5,.689,13.4,17.8,9.8,23.3,33.1,14.0,7.2,3.6,68.6
Western Carolina,18,40.6,23.1,52.5,.440,5.9,18.2,.323,16.4,23.3,.705,12.6,16.6,10.2,23.3,33.5,11.7,6.8,3.1,68.6
Washington State,18,40.3,23.8,50.8,.468,7.0,19.6,.357,14.0,19.0,.737,12.3,16.7,8.1,23.3,31.3,13.7,6.6,5.0,68.6
Jacksonville State,16,40.0,24.0,50.5,.475,4.9,14.0,.348,15.5,20.6,.754,15.4,20.1,11.2,21.8,32.9,13.1,6.1,3.4,68.4
San Diego,16,40.3,24.7,54.1,.457,5.1,16.2,.317,13.9,19.9,.698,11.6,17.1,10.6,22.6,33.2,11.9,7.6,3.4,68.4
George Washington,16,40.3,23.9,54.0,.443,6.5,17.5,.371,14.0,18.6,.752,15.2,19.9,9.4,20.9,30.2,12.0,8.8,4.1,68.4
Niagara,18,40.8,23.6,54.2,.434,6.6,19.8,.331,14.7,21.9,.668,15.4,18.6,11.3,24.0,35.3,12.5,5.5,4.1,68.3
Missouri,18,40.3,24.3,56.4,.431,7.2,20.8,.344,12.5,18.4,.678,12.7,18.1,9.1,20.0,29.1,11.3,6.7,3.5,68.3
Radford,16,40.3,24.1,55.5,.435,5.6,14.4,.390,14.4,20.4,.709,13.8,17.2,10.3,26.4,36.7,13.1,7.2,4.6,68.3
Long Beach State,18,40.3,24.2,57.7,.420,7.2,20.2,.357,12.5,18.3,.682,14.1,18.8,12.8,21.4,34.2,14.1,5.7,2.6,68.2
Providence,18,40.6,24.4,55.8,.437,4.5,14.3,.314,14.9,20.9,.713,12.6,20.1,10.8,23.0,33.8,13.6,6.4,4.9,68.2
Kent State,16,40.6,24.0,56.7,.423,5.1,18.1,.279,15.1,22.4,.673,12.9,19.3,12.6,21.7,34.3,13.5,6.7,3.9,68.1
Florida State,17,40.0,24.8,54.2,.458,6.6,16.3,.404,11.9,16.9,.701,12.3,17.5,11.5,21.8,33.2,13.0,6.4,3.3,68.1
West Virginia,18,40.3,23.4,51.2,.457,6.4,16.7,.383,14.8,21.4,.692,13.9,20.4,10.1,21.6,31.7,14.2,6.6,3.9,68.0
Miami (OH),16,40.0,23.8,49.8,.477,7.4,19.6,.377,13.1,19.4,.675,14.3,17.2,9.1,21.6,30.6,13.8,7.8,3.6,68.0
UCLA,18,40.6,26.4,63.0,.419,5.0,18.1,.277,10.2,15.3,.663,14.8,14.9,14.2,26.1,40.3,13.4,6.3,3.5,67.9
Texas Christian,18,40.0,25.4,53.1,.479,5.6,15.1,.369,11.6,16.4,.706,11.9,18.4,9.7,22.9,32.6,14.4,6.2,3.9,67.9
Connecticut,18,42.1,24.6,59.8,.412,5.9,18.9,.311,12.8,18.4,.693,12.2,18.1,12.8,22.9,35.7,13.2,7.1,4.2,67.9
Stanford,18,40.0,25.1,56.9,.440,4.3,12.8,.333,13.4,19.4,.691,12.1,17.7,9.5,24.7,34.2,10.9,5.7,3.5,67.8
Houston Baptist,9,40.6,23.6,54.6,.432,5.0,14.7,.341,15.7,22.0,.712,14.0,20.7,10.2,22.7,32.9,10.4,8.2,3.7,67.8
Richmond,16,40.6,23.0,50.9,.452,4.2,13.5,.315,17.4,24.4,.715,13.9,20.7,10.9,24.4,35.2,10.8,5.0,2.5,67.7
Purdue,18,40.3,24.1,58.6,.411,6.4,18.5,.345,13.2,17.8,.741,9.8,17.8,11.1,22.8,33.8,13.5,7.2,4.9,67.7
North Carolina,18,40.3,25.6,57.5,.445,6.4,18.1,.353,10.0,13.8,.726,15.2,15.9,9.7,24.8,34.6,12.3,6.3,4.2,67.6
Southeastern Louisiana,18,40.0,23.7,54.3,.436,5.5,13.6,.404,14.8,22.3,.662,12.9,19.5,10.4,24.9,35.3,11.7,4.7,3.9,67.6
Northeastern,17,41.8,25.3,56.1,.451,6.4,19.1,.333,10.6,15.2,.699,14.4,17.6,11.8,20.9,32.7,13.1,6.9,3.4,67.6
Dartmouth,14,40.4,23.0,49.6,.464,6.4,17.5,.367,15.1,20.1,.752,12.6,17.3,8.9,21.9,30.8,12.9,6.0,3.5,67.6
Arkansas,18,40.6,22.8,51.8,.439,6.1,16.6,.366,15.9,23.5,.676,17.7,17.7,10.6,27.1,37.7,12.2,5.2,3.6,67.5
Ball State,16,40.0,23.8,51.9,.459,6.1,18.2,.336,13.8,20.2,.679,13.1,20.5,9.0,20.0,29.0,13.8,7.7,2.7,67.5
Charleston Southern,16,40.6,24.1,58.1,.414,7.3,20.1,.364,12.1,16.2,.745,13.8,15.1,9.7,24.1,33.8,11.9,5.8,3.8,67.5
Saint Peter's,18,40.6,23.0,50.0,.460,6.4,17.8,.362,15.0,21.2,.709,13.9,15.3,9.6,24.1,33.6,12.2,6.4,4.2,67.4
Kentucky,18,40.5,24.1,60.4,.398,5.6,17.3,.321,13.8,19.1,.723,9.9,20.2,12.7,21.1,33.8,11.3,6.2,3.7,67.4
Toledo,16,40.3,23.4,55.2,.425,6.6,20.2,.328,13.9,19.4,.719,13.9,17.8,11.5,24.4,35.9,11.7,5.4,3.8,67.4
Boise State,16,40.3,22.0,49.9,.441,6.6,18.5,.358,16.8,23.3,.721,11.5,16.8,6.9,21.9,28.8,12.0,5.9,3.1,67.4
Army,14,40.4,23.4,54.4,.430,7.2,19.6,.369,13.5,19.0,.711,11.7,17.6,8.9,21.1,30.0,12.9,6.1,3.4,67.4
Southern Illinois,18,40.0,22.9,47.7,.481,7.4,18.7,.396,14.1,19.1,.738,14.5,17.2,8.4,22.7,31.1,14.3,5.5,2.9,67.4
Little Rock,20,40.0,22.4,51.6,.433,6.8,18.3,.369,15.9,22.5,.707,15.8,20.4,9.6,23.1,32.6,11.7,5.5,2.9,67.3
Western Kentucky,20,40.0,23.5,53.0,.443,6.1,17.1,.358,14.2,20.6,.693,13.3,18.8,9.4,21.1,30.6,10.9,5.5,3.5,67.3
Seattle,18,40.6,22.1,56.0,.395,6.6,20.8,.317,16.5,24.4,.675,13.2,15.2,11.7,22.3,34.0,12.1,9.4,2.9,67.3
Georgia State,18,40.6,22.6,51.6,.439,7.7,20.4,.379,14.3,20.2,.709,12.6,16.6,9.6,22.1,31.7,13.3,4.7,3.8,67.3
Alabama State,18,40.3,23.8,56.5,.421,6.4,19.3,.333,13.3,21.1,.629,12.9,17.9,10.9,23.2,34.2,11.8,7.7,3.1,67.3
