Team,GP,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG
Alabama A&M ,18,40.3,24.7,56.1,.441,5.0,15.3,.326,12.7,20.8,.611,12.2,19.8,12.3,21.7,34.1,10.6,6.2,3.1,67.2
Marist,20,40.0,23.8,53.1,.447,6.0,17.6,.344,13.6,19.6,.693,13.8,18.1,11.1,26.2,37.3,13.8,6.8,2.6,67.1
Mississippi State,18,40.0,22.9,54.8,.418,6.8,20.4,.332,14.3,21.5,.667,11.2,20.6,11.2,21.7,32.9,12.5,6.6,4.3,67.0
High Point,18,41.4,23.4,53.8,.435,7.8,21.9,.358,12.4,17.1,.726,12.7,16.6,9.1,21.9,31.0,11.4,6.7,2.8,67.0
Bryant,18,40.3,23.5,56.8,.413,6.7,21.0,.320,13.3,18.7,.709,10.1,16.8,11.4,21.3,32.7,11.7,6.2,3.1,67.0
USC Upstate,14,40.0,24.5,56.3,.435,7.6,21.6,.350,10.4,16.3,.636,11.6,17.3,10.4,22.2,32.6,13.5,4.9,2.2,66.9
Stephen F. Austin,18,40.0,21.9,49.8,.440,5.3,14.6,.366,17.6,24.7,.712,17.3,22.4,9.2,18.7,27.9,9.8,5.3,2.8,66.8
Winthrop,18,40.8,23.4,57.1,.410,5.6,18.3,.303,14.4,19.1,.755,12.8,17.1,10.6,23.2,33.8,10.3,5.6,3.4,66.7
Davidson,18,40.3,24.9,56.7,.440,5.6,18.7,.297,11.3,18.4,.613,11.7,17.7,10.5,23.5,34.0,12.9,5.3,4.0,66.7
Fresno State,18,40.8,22.8,51.9,.439,6.1,17.1,.358,15.0,22.3,.673,13.6,17.1,10.3,24.8,35.1,12.4,5.6,3.6,66.7
South Florida,18,40.6,22.4,53.4,.420,6.3,17.9,.351,15.4,21.9,.701,11.1,16.4,12.1,23.4,35.6,12.8,6.8,4.0,66.6
Bucknell,18,40.6,23.3,53.3,.436,5.6,15.3,.364,14.4,19.4,.742,9.1,20.3,7.3,22.5,29.8,11.5,3.9,3.7,66.5
Northern Arizona,18,40.0,23.0,53.2,.433,6.6,18.2,.363,13.9,19.3,.720,9.7,19.3,6.7,22.0,28.7,10.4,5.2,2.9,66.5
North Florida,14,40.0,24.9,58.3,.426,4.9,15.5,.313,11.9,17.9,.668,11.5,18.5,11.8,21.0,32.8,9.6,5.2,2.2,66.5
Northern Illinois,18,40.3,21.7,49.0,.442,6.8,21.4,.319,16.3,23.1,.706,12.6,19.8,8.9,20.3,29.2,11.3,6.2,3.7,66.4
Hartford,16,40.6,22.4,49.8,.451,6.4,18.0,.354,15.2,22.5,.675,12.2,16.9,8.2,24.8,32.9,12.0,5.9,2.4,66.4
UMass Lowell,16,40.9,23.6,49.2,.478,6.8,19.2,.354,12.4,17.8,.701,15.3,18.0,8.0,25.9,33.9,13.6,5.8,2.1,66.4
Akron,18,40.3,22.0,52.7,.417,5.7,16.4,.348,16.6,23.7,.700,11.8,16.2,10.2,23.3,33.5,10.7,7.4,2.7,66.3
Houston,18,40.6,24.3,53.2,.458,5.9,16.9,.349,11.7,17.8,.657,11.9,16.1,10.2,24.6,34.8,14.3,6.6,3.7,66.3
Rice,18,41.4,24.2,52.8,.457,6.1,16.9,.357,11.9,18.6,.641,12.9,16.8,10.1,23.0,33.1,13.4,7.2,3.4,66.3
Coastal Carolina,18,40.0,22.7,54.4,.417,7.4,20.6,.359,13.4,19.1,.703,10.4,18.7,9.2,22.0,31.2,12.1,6.1,2.7,66.3
IUPUI,16,41.2,23.3,52.6,.444,6.4,16.3,.395,13.2,18.6,.710,12.2,16.4,8.2,21.0,29.2,11.1,8.5,3.6,66.2
Princeton,14,40.0,23.0,52.1,.442,5.1,15.1,.341,15.1,20.8,.725,11.1,20.1,8.1,21.5,29.6,10.6,5.7,3.1,66.2
South Carolina State,16,40.3,23.8,53.8,.442,5.6,17.6,.320,13.1,20.2,.645,14.1,17.6,11.2,25.9,37.1,11.6,6.1,3.8,66.2
NC State,18,40.6,22.8,56.4,.405,5.9,17.5,.340,14.4,20.6,.703,10.3,17.2,11.5,24.6,36.1,12.3,5.1,5.1,66.1
Chattanooga,18,41.4,23.4,55.7,.420,5.1,15.4,.332,14.2,22.1,.642,12.1,19.8,10.9,21.4,32.4,10.7,6.1,4.2,66.1
Miami (FL),18,41.1,23.9,54.0,.443,6.6,18.4,.356,11.6,17.2,.671,11.2,17.0,9.0,23.1,32.1,12.7,4.8,3.4,66.0
UNLV,18,40.6,24.1,57.6,.418,6.2,17.4,.357,11.6,17.4,.666,10.1,16.1,11.6,23.4,35.0,12.7,5.1,3.3,65.9
Georgia Tech,18,41.1,24.5,54.3,.451,5.5,16.1,.341,11.4,16.8,.679,11.5,16.1,8.4,23.4,31.8,13.4,6.8,4.4,65.9
UCLA,18,40.6,23.0,53.9,.426,7.8,20.1,.390,12.0,16.9,.711,12.1,16.7,8.6,22.8,31.4,13.3,5.8,2.9,65.8
UAB,18,41.7,23.2,56.5,.410,6.0,19.1,.315,13.5,20.0,.675,12.8,18.6,11.3,20.6,31.8,10.6,5.7,3.1,65.8
Saint Joseph's,18,40.6,23.4,55.9,.418,7.1,19.4,.367,11.8,17.5,.676,11.4,17.3,10.3,24.6,34.9,14.1,6.3,3.8,65.7
Northeastern,18,40.3,24.6,55.7,.442,5.9,16.6,.355,10.6,15.3,.695,9.6,19.3,8.3,18.7,27.1,11.5,7.2,3.9,65.7
SIU-Edwardsville,16,40.0,23.4,55.4,.423,5.8,17.5,.329,13.1,19.4,.674,13.0,19.1,10.4,23.9,34.2,12.9,6.2,3.8,65.7
Morehead State,16,40.3,20.6,47.3,.436,5.1,14.9,.339,19.4,26.8,.724,13.9,17.8,7.3,21.0,28.3,11.3,5.4,4.4,65.7
Loyola (MD),18,41.3,21.9,49.4,.444,6.0,17.2,.348,15.8,22.9,.688,11.5,17.2,8.1,23.4,31.6,11.3,5.3,4.2,65.7
Texas-RGV,14,40.0,23.2,51.5,.451,6.1,17.9,.339,13.1,18.1,.727,11.4,17.3,11.5,21.3,32.8,13.2,7.1,2.9,65.6
UNC Wilmington,18,40.6,20.9,49.3,.425,4.6,15.6,.296,19.1,27.7,.691,14.7,18.9,9.3,24.4,33.8,10.2,5.3,2.8,65.6
Hampton,16,40.3,22.2,55.2,.403,5.0,15.8,.316,16.1,23.6,.680,14.0,20.8,9.9,24.4,34.4,8.9,5.9,3.2,65.6
Kansas,18,40.3,22.8,60.1,.379,5.7,18.3,.313,14.3,21.1,.676,11.7,19.3,13.4,21.9,35.3,11.1,5.7,5.1,65.6
Oklahoma,18,40.6,23.5,58.6,.401,6.5,19.1,.341,12.0,17.7,.679,13.8,18.6,12.8,23.3,36.1,11.2,6.2,4.1,65.5
Tennessee-Martin,16,40.6,23.8,55.5,.428,7.8,21.8,.356,10.2,15.4,.660,8.2,16.1,8.4,21.1,29.5,12.4,5.3,3.6,65.4
St. Francis (PA),18,40.6,23.8,54.0,.440,6.1,18.9,.324,11.7,16.9,.694,13.2,17.6,10.6,24.1,34.7,10.8,5.2,2.5,65.4
Murray State,16,40.6,22.0,56.1,.392,7.0,21.1,.332,14.4,20.9,.687,11.9,20.4,10.0,21.9,31.9,11.9,5.1,3.5,65.4
Georgia,18,40.9,22.7,56.3,.403,6.6,20.3,.326,13.3,19.1,.698,10.3,19.1,9.8,21.8,31.6,10.5,6.7,3.7,65.3
Kent State,18,40.6,23.2,54.8,.422,5.4,16.8,.323,13.5,18.7,.721,10.7,18.6,11.2,21.7,32.8,11.1,6.2,2.9,65.3
Norfolk State,16,40.3,23.1,58.8,.393,6.5,22.8,.285,12.6,20.1,.624,11.9,19.2,11.6,18.0,29.6,10.4,5.3,2.9,65.2
Eastern Illinois,16,40.6,23.6,57.8,.408,6.5,20.9,.310,11.5,16.2,.710,11.7,17.1,12.0,24.6,36.6,11.6,6.8,3.0,65.1
Michigan,18,41.7,24.3,53.4,.455,6.3,18.7,.338,10.2,15.1,.679,10.9,14.8,10.2,23.9,34.1,13.2,4.5,3.1,65.1
Drexel,18,40.3,23.1,50.2,.459,5.6,15.9,.353,13.3,19.1,.700,11.7,16.7,9.6,24.4,34.0,12.4,4.8,3.6,65.1
Michigan State,18,41.4,21.5,52.2,.412,6.2,19.0,.327,15.7,21.5,.729,10.4,18.5,8.2,22.3,30.6,10.1,5.1,2.6,64.9
UC Davis,16,40.6,23.4,56.3,.415,6.2,18.6,.336,11.9,17.4,.683,11.2,19.1,11.4,19.6,30.9,11.9,7.9,3.0,64.9
Drake,18,40.3,23.8,49.2,.484,7.1,17.7,.399,10.1,14.4,.700,9.8,15.0,8.2,20.0,28.2,11.9,5.4,2.9,64.8
Vanderbilt,18,40.6,22.2,52.6,.421,6.3,16.7,.380,14.1,19.9,.708,12.1,18.2,10.1,21.1,31.2,11.1,6.9,3.9,64.8
Eastern Kentucky,16,40.6,21.7,49.5,.438,7.6,19.9,.384,13.8,19.9,.692,16.6,18.9,10.2,21.4,31.7,14.1,6.2,2.9,64.8
Tulane,18,41.4,23.2,50.9,.456,5.6,15.8,.351,12.7,19.2,.662,11.8,17.2,8.8,24.7,33.6,12.3,5.8,5.3,64.7
Robert Morris,18,40.6,22.8,55.3,.413,6.8,20.1,.341,12.2,18.9,.645,14.2,16.7,12.4,20.5,32.9,13.3,6.5,2.8,64.7
Fort Wayne,16,40.0,23.5,53.5,.439,6.8,19.7,.346,10.9,14.4,.753,10.5,17.9,7.8,21.2,28.9,10.9,5.3,2.4,64.7
Columbia,14,40.0,21.4,47.7,.449,5.9,16.0,.371,15.9,22.7,.698,9.9,15.3,7.4,21.3,28.7,10.9,5.5,4.0,64.6
Indiana State,18,40.6,22.4,53.1,.423,5.6,15.3,.367,14.1,19.0,.743,13.1,17.8,10.4,22.0,32.4,10.6,7.2,3.4,64.6
Montana,18,41.4,21.4,50.3,.425,7.0,20.0,.350,14.8,21.2,.701,13.3,17.7,8.4,21.0,29.4,11.1,6.2,2.8,64.6
South Carolina,18,40.0,20.9,48.9,.427,5.9,16.7,.352,16.9,23.4,.724,12.2,18.2,9.8,23.0,32.8,11.8,5.6,4.3,64.6
Georgetown,18,40.6,20.7,51.6,.401,6.8,18.3,.374,16.4,23.8,.689,12.6,19.7,10.1,22.1,32.1,11.6,6.1,3.8,64.6
St. Bonaventure,18,40.6,23.2,53.2,.435,7.0,19.7,.356,11.2,17.2,.654,12.7,18.5,9.9,22.8,32.7,13.5,6.1,3.6,64.6
Butler,18,40.6,22.8,52.9,.430,5.9,18.2,.323,13.1,18.2,.719,10.5,18.6,6.8,20.8,27.7,11.9,5.4,5.1,64.5
Maryland,18,40.6,23.3,56.7,.412,6.7,19.9,.334,11.2,17.4,.642,11.1,19.4,10.3,23.7,34.0,10.8,5.2,3.3,64.5
Lehigh,18,40.0,22.6,56.5,.399,8.2,22.9,.357,11.2,16.3,.689,11.0,17.3,10.9,22.2,33.1,14.3,6.3,2.9,64.5
VCU,18,41.1,22.6,53.3,.423,5.6,18.0,.312,13.8,20.2,.683,16.3,19.2,10.5,27.2,37.7,12.9,5.8,3.3,64.5
Middle Tennessee State,18,41.7,21.3,48.1,.442,5.7,15.8,.361,16.2,22.8,.710,13.6,17.8,7.0,22.2,29.2,11.4,6.6,4.1,64.5
Towson,18,40.3,20.8,48.9,.425,5.0,15.6,.320,17.9,25.6,.698,9.2,18.8,8.7,21.2,29.9,11.2,5.3,4.2,64.4
Colorado State,18,40.0,22.6,54.2,.417,6.8,19.4,.349,12.4,18.6,.668,11.6,19.3,8.2,23.1,31.2,11.2,6.0,2.7,64.4
Texas Southern,18,41.4,23.4,56.9,.411,4.6,15.4,.299,13.0,18.9,.688,12.5,22.3,11.8,21.4,33.2,10.7,5.6,2.8,64.4
Oklahoma State,18,40.3,21.5,50.9,.422,5.6,15.6,.359,15.7,23.0,.681,13.0,17.3,11.3,21.9,33.2,12.1,5.6,4.3,64.3
Charleston,18,40.3,20.3,47.8,.425,5.9,16.3,.362,17.7,24.7,.717,10.4,18.3,9.4,24.1,33.5,10.0,5.8,3.4,64.3
Texas,18,40.6,21.6,55.4,.389,6.3,16.8,.373,14.8,22.1,.668,8.7,17.5,10.6,21.3,31.9,11.9,6.3,3.2,64.2
Evansville,18,40.6,22.7,51.8,.438,5.4,16.4,.331,13.3,18.1,.738,12.8,19.7,8.7,22.2,30.9,12.1,6.3,3.7,64.1
Utah Valley,14,40.0,22.5,51.4,.438,5.4,15.9,.338,13.7,19.1,.719,9.5,16.6,10.0,22.0,32.0,11.9,6.5,2.8,64.1
Green Bay,16,40.3,22.2,51.9,.427,5.6,14.8,.377,14.1,20.8,.678,14.1,19.1,9.1,22.2,31.3,11.4,5.2,3.2,64.0
Purdue,18,40.3,21.3,54.3,.393,5.3,16.4,.322,16.0,22.2,.722,10.8,19.9,10.8,19.9,30.7,10.0,7.8,3.6,63.9
Arkansas-Pine Bluff ,18,40.0,21.3,49.5,.430,5.1,15.1,.339,16.3,24.8,.657,15.9,17.1,12.3,21.9,34.3,10.9,7.2,2.6,63.9
Colgate,18,41.4,23.4,53.3,.439,6.3,17.3,.362,10.8,15.4,.701,10.3,15.4,9.2,20.6,29.8,11.3,5.7,2.5,63.9
Villanova,18,40.3,22.7,55.4,.410,6.2,18.7,.329,12.3,17.2,.713,12.3,19.4,10.1,20.2,30.3,12.2,5.8,3.1,63.9
Nebraska,18,40.0,21.0,50.0,.420,6.9,19.2,.361,14.9,20.6,.725,11.8,16.0,9.6,24.3,33.9,11.2,5.1,3.2,63.9
Ohio State,18,40.3,22.8,54.1,.421,6.4,19.5,.330,11.8,16.5,.717,12.6,18.1,10.4,22.3,32.8,11.4,4.8,3.2,63.8
George Washington,18,40.8,22.9,55.2,.414,6.7,20.1,.335,11.3,16.1,.700,9.8,19.2,10.7,20.4,31.1,10.9,7.4,3.1,63.8
Iowa,18,40.6,22.3,54.4,.410,7.1,21.1,.335,12.2,17.1,.713,10.4,18.2,10.1,20.3,30.3,11.7,5.8,3.8,63.8
UC Santa Barbara,16,40.0,21.7,51.5,.421,6.4,17.6,.363,14.0,19.0,.737,11.6,18.7,9.6,22.5,32.1,12.2,4.9,1.4,63.8
Chicago State,14,40.2,20.9,47.9,.437,6.5,17.8,.365,15.4,21.2,.724,13.4,15.1,10.7,21.5,32.2,12.3,6.1,3.1,63.7
Monmouth,20,40.2,21.1,53.2,.398,7.8,23.3,.337,13.6,19.9,.679,13.8,19.9,10.4,21.9,32.2,12.2,6.3,4.2,63.7
Southern Illinois,18,40.0,21.8,46.2,.471,6.7,16.4,.407,13.4,18.3,.736,11.8,17.5,5.9,22.1,28.0,13.1,5.5,2.7,63.7
East Carolina,18,40.0,22.8,51.2,.446,6.6,19.9,.332,11.3,16.9,.668,11.2,14.8,10.7,23.7,34.4,13.8,5.6,4.9,63.6
Tennessee,18,40.3,21.6,47.5,.454,7.1,19.2,.368,13.4,19.2,.697,13.7,15.8,8.9,20.6,29.5,14.7,5.4,3.8,63.6
Bowling Green,18,40.3,22.2,53.6,.415,6.9,20.6,.338,12.1,17.7,.683,13.1,17.4,10.1,23.6,33.7,10.3,6.6,3.3,63.5
Baylor,18,40.6,23.1,54.9,.420,6.2,19.8,.312,11.2,16.9,.659,11.2,17.4,11.1,20.2,31.2,16.4,6.3,4.4,63.4
Long Beach State,16,40.6,21.7,53.2,.407,7.4,21.5,.343,12.7,18.4,.688,14.6,17.6,11.3,23.8,35.1,11.9,5.9,2.9,63.4
Missouri State,18,40.8,22.2,51.9,.428,6.2,16.5,.377,12.7,18.1,.705,9.9,15.8,9.4,21.8,31.3,12.4,6.8,2.7,63.4
Kansas State,18,40.3,22.1,51.1,.433,5.4,16.8,.323,13.7,20.3,.675,12.1,17.4,9.9,21.9,31.9,12.3,7.1,5.2,63.4
Memphis,18,40.6,22.2,54.6,.407,4.8,16.0,.299,14.1,21.3,.661,12.1,14.9,11.8,21.2,33.1,12.4,7.4,3.7,63.3
Fairfield,20,40.5,21.8,51.5,.422,4.3,13.3,.327,15.4,23.9,.645,11.8,17.6,11.6,23.2,34.8,11.3,6.9,2.4,63.3
Dartmouth,14,40.4,21.3,47.7,.446,7.1,19.5,.363,13.6,20.9,.652,14.9,19.5,8.4,23.4,31.9,11.6,5.8,3.0,63.3
Denver,16,40.6,20.9,43.6,.479,5.1,12.3,.411,16.4,22.9,.717,11.6,15.8,8.1,19.2,27.3,9.7,5.2,2.1,63.2
Mercer,18,40.3,22.6,52.7,.429,8.3,22.4,.372,9.7,14.4,.669,11.3,17.9,9.1,20.3,29.3,13.6,5.2,2.9,63.2
Illinois,18,40.6,22.5,51.8,.435,6.3,18.9,.331,11.9,16.6,.718,11.8,15.9,8.2,23.9,32.1,11.9,4.7,2.8,63.2
Alabama,18,40.6,20.9,51.2,.409,5.6,17.9,.311,15.7,21.1,.745,10.9,18.9,9.9,22.0,31.9,11.3,4.9,2.6,63.2
Louisiana Tech,18,40.3,23.2,55.1,.420,5.9,16.4,.359,10.9,16.2,.674,15.8,16.7,11.3,24.2,35.6,11.7,5.6,3.4,63.1
Canisius,20,40.2,21.4,50.4,.424,6.3,18.1,.350,14.1,20.5,.685,13.4,16.8,9.9,22.1,32.0,13.3,5.6,2.9,63.1
Texas A&M-CC,18,40.3,21.1,51.0,.413,5.8,18.9,.305,15.1,22.3,.678,14.4,22.3,10.5,21.6,32.1,11.0,5.5,2.8,63.0
Florida Gulf Coast,14,40.0,22.2,56.9,.390,6.4,21.2,.303,12.1,17.6,.688,10.9,17.1,11.9,22.4,34.2,9.2,4.8,1.9,63.0
Saint Peter's,20,40.8,19.9,48.5,.411,5.2,16.2,.324,17.8,23.5,.757,12.8,19.1,9.1,23.1,32.1,10.3,5.5,3.3,63.0
Bradley,18,40.8,21.7,48.6,.446,6.7,18.4,.363,12.9,18.6,.698,13.3,14.7,8.4,23.7,32.1,13.4,5.9,3.5,62.9
Binghamton,16,40.3,21.8,49.6,.440,7.3,18.9,.386,11.9,16.9,.707,13.6,18.7,8.7,24.0,32.7,12.2,5.4,2.5,62.9
UTEP,18,40.3,23.0,54.9,.419,5.8,17.9,.326,11.0,16.6,.664,12.8,18.8,10.1,22.5,32.6,11.9,6.2,2.7,62.8
Louisville,18,40.3,22.2,53.6,.415,5.0,17.1,.293,13.4,20.1,.666,11.4,17.4,10.6,23.6,34.2,12.4,5.4,3.3,62.8
South Dakota State,16,40.0,21.8,53.7,.406,6.2,17.3,.357,13.0,20.1,.646,11.9,20.5,8.7,22.2,30.9,11.1,6.6,2.3,62.8
Cal State Bakersfield,14,40.4,20.2,45.7,.442,6.9,16.8,.413,15.4,22.0,.701,11.6,17.9,7.6,19.9,27.6,11.8,4.6,3.4,62.8
Texas A&M,18,40.6,21.2,53.2,.398,6.9,22.4,.310,13.5,20.0,.675,11.3,17.9,10.2,21.5,31.7,12.9,6.9,5.4,62.8
UC Irvine,16,40.0,21.9,55.2,.396,5.6,15.7,.359,13.4,18.5,.723,10.1,15.8,10.1,23.2,33.2,10.5,6.1,2.8,62.8
Navy,18,40.0,21.4,47.7,.450,6.9,17.5,.397,12.9,18.2,.707,12.2,16.1,8.4,21.5,29.9,13.2,5.1,3.1,62.7
North Dakota State,16,40.9,22.1,51.4,.429,6.7,16.7,.401,11.9,15.7,.757,10.2,17.1,6.3,22.5,28.8,11.5,4.6,2.2,62.7
St. Francis (NY),18,40.6,21.2,52.2,.406,5.2,14.1,.366,15.1,21.2,.714,13.4,20.4,9.8,20.4,30.2,9.4,6.2,2.6,62.6
North Carolina A&T,16,40.4,21.6,51.0,.423,6.9,19.6,.350,12.6,18.5,.679,12.6,20.5,10.4,20.8,31.2,11.8,6.6,2.1,62.6
Rider,20,40.8,21.1,53.4,.395,6.3,20.6,.305,14.1,19.3,.728,14.2,19.4,9.8,22.7,32.5,11.9,6.8,3.0,62.5
Savannah State,16,40.0,20.6,44.5,.463,4.4,11.4,.388,16.6,24.2,.686,16.2,18.5,8.8,23.2,32.0,10.2,8.3,5.6,62.3
Saint Mary's,18,40.6,22.6,53.4,.424,5.8,17.2,.339,11.2,15.7,.710,9.4,17.9,8.3,20.8,29.1,12.9,6.2,2.8,62.2
Florida,18,40.0,21.1,50.0,.422,5.3,15.6,.339,14.7,19.4,.756,13.2,15.3,8.5,22.4,30.9,11.9,5.8,4.4,62.2
San Diego,18,40.6,21.6,50.1,.431,4.6,13.7,.336,14.4,20.1,.717,13.8,18.8,10.3,24.5,34.8,11.1,4.8,3.7,62.1
Utah State,18,40.3,23.4,56.9,.411,6.6,21.0,.315,8.7,13.4,.649,10.7,15.7,11.5,23.0,34.5,14.4,6.5,2.9,62.1
Bethune-Cookman,16,40.0,21.6,50.6,.428,5.8,17.0,.338,12.8,19.6,.655,12.5,18.8,11.3,20.2,31.6,10.9,6.2,3.4,61.8
Georgia Southern,20,40.5,21.8,54.1,.403,6.2,19.6,.313,12.1,18.1,.664,14.3,17.1,11.4,24.8,36.2,10.1,5.1,2.6,61.8
Texas State,20,41.2,21.4,51.4,.417,5.1,17.8,.287,13.8,19.1,.725,14.4,17.9,9.7,24.8,34.5,10.3,6.8,3.0,61.8
Clemson,18,40.3,21.8,54.2,.402,6.2,18.3,.337,12.0,17.4,.690,10.3,16.8,10.9,23.2,34.1,11.6,5.7,3.1,61.7
American University,18,40.8,22.1,47.7,.464,5.5,15.1,.365,11.9,17.7,.674,11.7,18.7,8.9,20.3,29.2,11.1,5.3,2.3,61.7
Howard,16,40.6,20.6,52.4,.393,6.2,19.7,.314,14.3,21.6,.664,15.2,19.7,12.2,19.4,31.6,11.3,5.5,3.1,61.6
Richmond,18,41.4,21.7,51.9,.418,4.0,15.4,.260,14.2,19.8,.714,14.2,18.2,10.5,24.6,35.1,9.1,4.8,3.3,61.6
La Salle,18,40.8,22.1,53.5,.413,5.3,16.9,.311,12.1,18.3,.660,13.3,16.6,9.6,24.8,34.4,12.4,6.7,3.8,61.6
Mount St. Mary's,18,41.1,21.6,53.5,.404,5.2,16.2,.318,13.1,18.4,.708,14.4,18.3,10.3,23.1,33.4,10.1,6.0,2.6,61.4
Cleveland State,16,40.3,20.8,49.6,.418,6.3,17.2,.367,13.6,20.1,.677,12.9,16.8,9.9,20.1,30.0,12.7,6.1,1.9,61.4
Georgia State,20,40.5,19.4,52.6,.369,7.0,21.8,.321,15.5,21.9,.708,14.3,17.5,11.5,20.2,31.8,11.8,4.8,2.6,61.3
Missouri-Kansas City,14,40.0,21.6,49.9,.433,5.4,17.6,.309,12.6,17.1,.736,14.4,18.8,11.1,22.2,33.4,11.4,5.5,3.3,61.3
Pepperdine,18,40.0,22.6,53.8,.419,4.7,16.7,.282,11.3,16.8,.675,12.1,18.5,11.2,21.4,32.6,12.2,6.2,3.6,61.2
Alabama State,18,40.3,22.3,55.5,.401,5.1,17.5,.292,11.5,18.1,.637,13.7,18.6,10.3,22.5,32.8,9.9,6.9,2.4,61.2
New Mexico,18,40.8,20.6,50.2,.410,7.6,22.3,.341,12.2,16.9,.718,10.7,16.3,7.2,21.2,28.4,13.2,6.1,3.6,61.0
Dayton,18,40.3,22.7,52.7,.431,4.8,15.9,.300,10.8,16.5,.653,12.8,19.2,8.3,22.5,30.8,12.4,5.2,3.1,61.0
Rhode Island,18,40.0,21.6,50.7,.425,3.7,12.8,.286,14.2,22.0,.644,14.8,20.1,9.8,22.1,31.9,10.5,6.7,4.3,60.9
Loyola (IL),18,40.3,22.5,48.3,.466,5.7,16.8,.338,10.3,14.7,.698,12.1,15.3,8.9,20.1,29.0,12.2,6.2,3.7,60.9
New Hampshire,16,41.0,20.3,52.5,.387,5.4,16.7,.326,14.8,22.5,.658,10.8,18.2,8.2,22.9,31.1,7.9,6.0,1.8,60.9
Valparaiso,16,40.3,20.8,53.9,.386,6.2,19.3,.324,12.8,19.0,.674,10.6,18.1,9.7,19.8,29.4,12.1,6.7,3.8,60.7
Connecticut,18,40.3,21.2,53.3,.397,5.9,17.8,.334,12.0,17.6,.681,10.1,17.2,10.2,20.7,30.9,10.8,5.7,4.0,60.3
Illinois State,18,40.6,20.2,49.3,.410,5.2,16.1,.324,14.6,20.4,.717,13.4,16.8,9.2,20.4,29.6,11.7,6.0,2.7,60.3
Cornell,14,40.4,19.4,48.4,.402,6.6,19.8,.336,14.6,21.4,.686,14.1,17.2,10.3,26.9,37.1,11.6,3.7,2.8,60.1
Wyoming,18,41.4,21.7,52.6,.413,6.6,19.2,.344,9.9,14.2,.699,10.6,17.6,8.7,22.7,31.4,11.1,5.9,2.8,60.0
Jackson State,18,40.3,19.1,47.6,.401,6.1,18.1,.334,15.7,23.3,.674,13.9,17.7,8.3,22.1,30.4,10.1,6.3,3.8,60.0
Louisiana-Monroe ,20,40.8,21.3,54.5,.390,5.9,19.3,.306,11.4,16.4,.698,10.9,14.6,9.4,23.1,32.5,10.7,4.9,3.0,60.0
Gonzaga,18,40.0,21.2,55.3,.383,5.9,17.6,.338,11.7,17.4,.669,10.4,19.2,9.9,20.1,30.0,10.2,4.7,2.0,59.9
Southern,18,40.3,20.3,56.7,.359,4.8,17.6,.275,14.4,22.9,.631,12.9,20.2,13.8,22.4,36.2,8.2,5.6,2.8,59.9
Oregon State,18,40.0,19.4,48.6,.399,5.9,18.9,.311,15.2,20.7,.735,14.0,16.8,10.3,24.2,34.4,12.7,5.9,3.7,59.9
Seattle,14,40.4,19.6,50.4,.390,6.1,20.5,.296,14.3,18.9,.755,11.2,18.6,9.5,19.6,29.1,12.2,6.4,2.2,59.6
Wofford,18,40.0,20.8,50.8,.410,5.0,16.2,.309,12.1,17.2,.700,12.4,18.5,9.3,21.6,30.9,9.3,4.9,3.3,58.7
Cal Poly,16,40.6,21.9,49.6,.441,4.9,14.2,.346,10.0,14.0,.714,10.2,16.7,7.8,23.3,31.1,11.8,4.3,3.7,58.7
Temple,18,40.3,21.1,52.3,.402,5.3,17.1,.308,11.3,17.7,.638,13.2,15.8,9.0,25.5,34.5,11.2,5.5,3.6,58.7
Sam Houston State,18,40.0,20.1,51.3,.392,4.4,14.7,.303,13.9,21.6,.645,14.3,21.4,9.3,22.7,32.0,11.6,6.5,2.8,58.6
Tulsa,18,40.6,21.2,54.1,.392,6.3,19.9,.318,9.8,16.1,.609,12.9,18.9,10.2,23.7,33.9,11.0,5.4,3.8,58.6
Southern Methodist,18,40.0,20.2,52.0,.388,7.5,22.9,.328,10.7,15.6,.687,13.2,18.4,10.1,18.4,28.6,12.0,6.2,3.9,58.6
Wisconsin,18,40.3,23.0,52.5,.438,4.9,13.6,.359,7.3,10.6,.686,8.3,18.2,7.2,19.3,26.6,8.8,3.6,2.2,58.2
Arizona,18,40.0,19.6,50.3,.390,5.4,16.6,.329,13.2,18.6,.713,14.1,21.0,6.2,19.9,26.1,9.4,4.3,3.3,57.9
Boise State,18,40.3,21.3,51.2,.417,5.3,17.6,.303,9.8,14.3,.689,12.3,15.4,7.8,21.3,29.1,10.6,5.1,3.4,57.8
Old Dominion,18,40.3,19.1,46.0,.415,6.1,18.4,.331,13.3,19.5,.681,14.0,16.1,8.0,21.6,29.6,9.8,4.5,2.8,57.6
Yale,15,40.0,20.5,51.1,.402,4.7,17.5,.266,11.8,17.4,.678,11.3,21.7,8.9,20.5,29.5,9.7,5.7,3.1,57.5
Kentucky,18,40.8,20.8,53.0,.392,4.4,15.9,.280,11.4,18.2,.628,12.9,19.9,9.8,20.1,29.8,8.6,4.6,2.5,57.4
Harvard,15,40.3,19.5,48.0,.407,5.9,17.3,.340,12.5,17.1,.728,12.1,17.6,7.6,20.4,28.0,10.4,5.0,3.0,57.4
Stony Brook,16,40.0,19.9,51.6,.386,6.6,19.6,.334,10.7,15.4,.695,11.6,16.7,7.1,22.6,29.6,10.9,6.0,2.2,57.1
