Team,GP,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG
Incarnate Word,18,40.8,26.5,57.8,.458,6.2,16.8,.368,15.9,21.6,.740,12.2,20.7,10.6,23.2,33.8,13.7,5.3,3.8,75.1
Fairleigh Dickinson,18,40.6,24.4,53.0,.461,6.3,18.2,.346,19.9,28.9,.688,16.2,17.9,12.7,26.1,38.8,13.3,6.7,3.0,75.1
Mississippi Valley State,18,40.8,27.6,60.7,.454,7.1,20.2,.349,12.8,18.8,.683,13.8,17.1,12.1,24.1,36.2,12.8,7.3,3.2,75.0
Eastern Washington,18,40.6,26.7,58.0,.460,8.5,20.4,.416,13.2,18.5,.712,12.5,20.1,9.7,24.3,34.0,15.4,5.7,3.9,75.0
Jacksonville,14,41.1,26.4,55.1,.479,8.0,21.5,.372,14.0,20.4,.685,11.8,16.9,10.5,24.9,35.4,15.1,5.6,3.9,74.9
Sacred Heart,18,41.4,26.5,61.2,.433,7.5,20.8,.360,14.1,19.9,.708,12.8,18.3,11.2,24.2,35.3,13.1,7.7,3.7,74.6
Liberty,18,40.0,24.6,55.4,.443,9.3,24.0,.389,15.9,23.1,.690,11.2,19.6,10.7,22.6,33.3,13.2,7.9,2.8,74.4
Longwood,18,40.8,24.9,55.8,.446,7.6,20.3,.373,16.8,24.4,.688,13.9,16.0,12.4,25.3,37.7,14.2,7.0,3.8,74.1
Washington,18,40.3,27.1,56.7,.478,5.8,16.3,.358,13.8,19.2,.720,10.7,17.3,10.4,23.4,33.8,13.9,5.8,3.4,73.9
Austin Peay,16,39.9,25.8,53.8,.480,7.7,19.2,.401,14.4,19.5,.737,13.1,19.2,8.4,25.0,33.4,14.0,8.1,3.9,73.7
Siena,20,40.2,23.9,53.6,.445,6.8,18.6,.367,19.1,25.8,.742,13.9,20.4,12.2,21.0,33.2,12.8,7.3,3.7,73.7
New Orleans,18,40.5,26.2,54.9,.478,6.1,16.3,.375,15.1,23.6,.638,15.9,22.2,11.2,22.2,33.4,12.4,7.8,4.9,73.6
Cal State Fullerton,16,40.9,25.0,53.9,.464,6.9,18.0,.382,16.6,23.3,.713,10.7,17.6,8.2,25.5,33.8,13.8,6.2,3.9,73.5
Samford,18,40.0,25.2,52.7,.478,7.0,17.7,.396,16.0,23.6,.679,14.1,20.2,10.1,22.8,32.8,14.4,7.1,4.1,73.4
Citadel,18,40.6,27.3,55.2,.495,7.3,20.4,.356,11.4,15.9,.717,8.8,18.1,10.3,17.6,27.9,12.5,7.1,3.6,73.3
Army,18,40.3,26.2,55.2,.474,6.2,16.3,.382,14.8,22.0,.672,11.7,17.6,8.9,25.0,33.9,15.5,6.2,3.4,73.3
Southern Utah,18,40.6,24.6,54.9,.448,5.4,15.3,.351,18.7,26.2,.714,10.2,19.1,9.7,24.8,34.4,11.7,6.3,2.9,73.3
Ohio,18,40.0,26.2,59.7,.438,8.0,21.8,.367,13.0,17.9,.724,9.7,15.3,11.4,24.1,35.5,12.7,7.3,2.6,73.3
USC,18,40.8,25.9,59.3,.437,7.1,20.4,.349,14.2,19.9,.715,13.5,17.7,12.1,25.7,37.8,13.9,6.4,3.6,73.2
Illinois-Chicago,16,40.0,26.9,53.9,.500,6.0,14.8,.407,13.3,20.1,.664,11.1,19.6,9.0,24.1,33.1,16.8,5.3,4.6,73.2
Marshall,18,40.3,26.7,59.3,.449,6.7,20.3,.331,13.1,19.9,.659,12.8,17.2,11.2,26.4,37.6,13.9,7.1,2.4,73.2
St. John's,18,40.3,25.6,59.8,.428,7.7,22.1,.350,14.1,20.4,.692,11.8,18.2,13.6,25.2,38.8,14.2,4.9,3.6,73.1
Portland State,18,40.0,25.9,56.9,.455,7.4,18.9,.393,13.8,18.7,.739,10.8,19.1,10.2,23.8,34.0,14.5,5.2,2.6,73.1
California,18,40.0,26.1,57.3,.454,5.0,13.2,.378,15.8,22.7,.699,9.5,17.3,9.4,26.4,35.8,12.6,5.1,4.0,72.9
UCF,18,41.4,28.1,60.6,.463,6.7,18.2,.366,10.1,16.9,.597,10.3,17.0,13.6,23.7,37.3,15.7,6.7,4.4,72.9
Virginia Tech,18,40.6,25.8,54.8,.470,7.8,20.8,.374,13.5,20.2,.669,10.6,15.3,11.6,24.8,36.4,15.2,4.9,5.3,72.8
Detroit,16,40.3,23.7,50.9,.466,7.4,20.6,.361,17.9,25.1,.711,13.8,18.9,8.2,22.5,30.8,14.2,6.1,2.9,72.7
Seton Hall,18,40.6,25.7,56.7,.452,5.7,18.9,.300,15.6,23.1,.673,10.4,18.7,11.3,24.6,35.9,14.2,6.9,4.2,72.6
Idaho State,18,40.0,25.1,54.9,.456,9.3,22.8,.406,13.2,17.7,.745,12.0,19.0,10.1,22.6,32.7,15.1,4.6,3.8,72.6
Iowa State,18,40.0,26.8,63.1,.424,8.2,22.1,.372,10.8,15.4,.698,11.6,19.2,11.5,23.4,34.9,14.6,6.1,3.9,72.6
Toledo,18,40.5,26.3,59.5,.443,6.9,23.2,.300,12.9,18.3,.705,9.6,19.9,9.9,21.6,31.6,12.6,6.8,3.3,72.5
Southeastern Louisiana,18,40.6,24.3,55.7,.436,7.4,20.7,.360,16.4,22.1,.741,15.1,18.8,10.4,22.3,32.7,12.3,7.1,3.7,72.4
East Tennessee State,18,40.3,23.1,54.1,.427,8.4,24.4,.344,17.7,24.8,.714,14.7,19.1,11.4,24.2,35.6,14.2,6.8,4.6,72.3
Elon,18,40.3,25.1,53.8,.465,6.9,18.1,.383,15.3,23.3,.656,13.8,20.2,10.5,26.2,36.7,12.4,6.4,3.3,72.3
Alcorn State,18,40.0,25.5,55.7,.458,5.6,15.2,.370,15.6,22.9,.678,12.4,18.2,10.6,24.8,35.3,10.7,4.9,2.7,72.2
Wagner,18,40.8,24.1,54.4,.443,6.3,18.4,.343,17.6,25.5,.688,12.8,19.6,9.8,23.2,32.9,13.4,7.2,4.8,72.1
Lafayette,18,40.3,26.7,55.6,.480,8.2,21.1,.387,10.6,14.6,.726,10.8,16.5,8.7,22.4,31.1,13.9,5.3,3.2,72.1
Niagara,20,40.5,25.4,54.5,.466,7.3,19.6,.374,13.9,19.8,.705,11.2,18.8,9.3,22.1,31.4,14.7,6.2,3.9,72.1
Miami (OH),18,40.8,23.9,52.4,.457,8.2,22.8,.361,15.9,22.5,.709,13.3,18.1,9.2,23.1,32.3,12.6,6.5,3.1,72.1
DePaul,18,40.3,23.3,51.7,.451,5.2,17.1,.305,20.2,27.1,.744,11.9,16.7,11.0,24.1,35.1,12.3,6.2,3.4,71.9
Delaware State,16,40.0,24.0,58.1,.413,6.6,20.9,.314,17.4,25.2,.690,11.1,18.1,11.4,23.6,34.9,12.2,6.4,3.0,71.9
Belmont,16,40.0,26.5,57.4,.461,6.8,20.1,.339,12.1,16.1,.751,12.9,20.0,9.8,21.4,31.1,13.5,7.4,3.6,71.9
Montana State,18,40.0,24.4,51.8,.472,6.4,15.4,.415,16.6,22.7,.729,11.9,17.7,8.1,25.2,33.2,12.2,6.7,3.4,71.8
Indiana,18,40.0,25.9,54.6,.475,6.1,18.1,.337,13.7,19.3,.712,10.1,16.5,8.9,21.7,30.6,13.4,5.2,4.8,71.6
Radford,18,41.1,25.8,56.9,.453,5.7,16.5,.347,14.3,19.4,.734,12.7,17.2,11.2,22.2,33.4,12.1,6.3,3.4,71.6
Oregon,18,40.6,25.6,57.5,.445,5.9,19.3,.308,14.4,20.9,.689,11.6,17.7,11.0,22.2,33.2,12.3,5.3,2.6,71.6
Charlotte,18,41.1,24.7,56.0,.441,7.8,21.3,.367,14.3,20.7,.689,12.7,19.1,9.5,22.4,31.9,13.3,6.5,3.0,71.6
Tennessee Tech ,16,40.3,24.3,52.2,.466,7.1,18.6,.383,15.8,23.3,.676,11.9,17.5,8.7,23.1,31.8,13.3,7.4,2.8,71.5
Grambling State,18,40.0,26.0,57.9,.449,5.6,18.7,.298,13.9,22.0,.634,11.2,16.4,11.2,22.6,33.8,12.9,8.3,2.6,71.5
Texas-Arlington,20,40.3,23.8,56.7,.419,7.5,23.3,.322,16.4,23.6,.697,13.7,19.1,10.9,23.0,34.0,12.6,6.7,3.0,71.5
Oakland,16,40.6,26.6,58.4,.456,6.6,19.8,.334,11.6,16.6,.698,11.2,18.9,9.9,22.4,32.3,15.2,7.5,3.0,71.4
Lamar,18,40.0,23.8,53.2,.447,7.1,18.7,.378,16.8,24.6,.682,13.5,19.0,10.3,21.6,31.9,14.4,7.7,3.1,71.4
Morgan State,16,40.3,24.8,53.1,.466,5.1,15.1,.335,16.8,22.9,.733,13.4,19.6,10.3,28.2,38.5,10.9,4.5,3.5,71.4
Long Island,18,41.1,25.4,58.5,.434,5.7,19.1,.297,14.9,20.9,.713,13.5,21.9,11.1,25.8,36.9,12.8,6.3,4.3,71.3
Arkansas,18,40.3,24.6,55.7,.441,6.4,17.2,.371,15.8,22.2,.713,16.3,18.7,12.2,24.3,36.5,12.3,5.9,3.0,71.3
Florida Atlantic ,18,40.3,26.6,54.7,.486,3.8,11.9,.321,14.2,20.4,.695,10.2,15.2,9.7,25.9,35.7,10.8,5.9,3.5,71.3
Hofstra,18,40.0,23.9,52.6,.455,5.9,16.4,.361,17.4,23.3,.747,13.6,19.7,7.8,23.9,31.7,12.8,5.2,3.1,71.2
Fordham,18,40.0,24.3,53.9,.451,6.6,19.4,.338,15.9,23.1,.690,12.1,15.2,9.2,23.5,32.7,13.3,7.3,3.3,71.2
San Jose State,18,40.0,24.3,50.2,.485,6.7,17.7,.379,15.7,23.8,.661,11.1,15.7,9.0,27.6,36.6,14.7,7.0,3.2,71.1
Kennesaw State,14,40.0,24.5,59.1,.414,7.7,23.9,.322,14.4,18.6,.773,9.2,15.9,12.4,24.4,36.8,12.8,5.4,3.5,71.1
Portland,18,40.3,24.5,55.6,.441,6.3,17.6,.361,15.7,21.5,.731,10.5,19.6,10.5,22.7,33.2,12.9,6.9,3.1,71.1
Arkansas State ,20,40.5,25.2,57.8,.436,6.5,18.7,.345,14.2,20.6,.688,11.9,16.2,11.0,26.5,37.5,11.8,7.0,2.6,71.0
Florida A&M,16,40.0,25.3,56.8,.446,7.1,20.2,.350,13.3,21.1,.632,12.6,18.0,13.1,25.1,38.1,13.8,7.1,3.9,71.0
Charleston Southern,18,40.8,25.1,54.3,.463,8.8,22.1,.397,12.0,16.4,.732,13.2,17.8,8.7,23.3,32.0,12.4,5.1,3.6,71.0
Loyola Marymount,18,40.3,24.5,52.3,.469,8.6,21.2,.404,13.3,19.1,.700,11.6,17.1,10.8,21.8,32.7,18.2,7.3,3.4,70.9
West Virginia,18,40.6,22.4,46.5,.483,5.3,13.5,.395,20.6,29.7,.695,17.7,22.1,8.9,24.3,33.2,11.8,6.3,4.7,70.8
Abilene Christian,18,40.0,25.1,51.0,.492,5.6,16.3,.345,14.9,21.8,.684,12.7,16.5,9.3,24.6,33.9,12.7,5.8,4.2,70.8
Colorado,18,41.1,24.6,56.9,.432,7.2,19.7,.364,14.4,20.1,.718,11.7,19.4,9.8,24.0,33.8,13.3,6.6,4.2,70.7
Brown,14,40.3,24.4,55.8,.438,6.0,17.5,.343,15.9,23.0,.689,9.8,20.6,10.3,25.1,35.4,12.6,6.3,5.1,70.7
McNeese State,18,40.3,24.7,54.6,.453,6.7,20.3,.332,14.5,20.4,.711,12.7,16.3,10.4,24.6,35.0,14.7,5.7,3.6,70.7
Ball State,17,41.2,24.2,51.2,.472,6.6,18.1,.365,15.7,22.5,.697,11.0,16.5,8.8,23.4,32.1,12.1,6.9,3.4,70.6
Pacific,18,40.6,23.8,51.3,.464,7.3,18.6,.394,15.6,20.4,.764,10.3,19.1,9.3,23.3,32.7,15.0,5.0,3.9,70.6
Southeast Missouri State,16,40.3,23.9,54.5,.439,7.0,18.1,.386,15.7,22.6,.693,12.8,17.4,10.9,23.4,34.3,11.3,5.8,2.2,70.6
Maine,16,40.0,25.6,54.2,.472,7.0,20.2,.346,12.3,17.1,.722,11.4,13.9,9.1,25.6,34.7,14.4,7.4,2.2,70.6
Western Carolina,18,40.6,21.8,52.1,.418,7.7,22.0,.348,19.3,27.2,.710,13.6,19.2,10.8,22.0,32.8,12.2,7.9,3.9,70.6
North Carolina,18,40.6,25.1,58.9,.426,6.9,20.9,.332,13.3,20.4,.652,11.1,16.8,10.9,21.0,31.9,13.4,6.6,4.2,70.5
Little Rock,20,41.0,23.5,52.8,.445,6.8,19.1,.355,16.7,23.1,.723,12.9,17.8,9.6,24.9,34.5,12.5,4.4,2.6,70.5
Stanford,18,40.9,24.2,55.7,.434,5.9,16.8,.350,16.3,24.1,.675,10.9,20.6,9.7,23.9,33.7,11.9,4.4,3.1,70.5
Western Illinois,16,40.0,24.8,54.9,.451,6.2,17.6,.351,14.8,21.8,.681,10.2,15.6,8.9,27.4,36.2,12.1,5.7,2.8,70.5
Appalachian State,20,40.0,25.8,55.4,.466,5.1,15.2,.334,13.8,19.4,.710,11.4,19.1,9.7,24.9,34.5,12.3,6.6,3.1,70.5
Boston College,18,40.8,24.2,53.2,.455,6.3,17.0,.369,15.8,21.8,.724,10.2,16.3,9.7,23.2,32.9,13.5,4.7,3.7,70.4
Brigham Young,18,40.0,24.8,57.3,.433,5.9,19.3,.308,14.8,21.7,.683,12.1,21.1,10.7,22.4,33.2,14.7,5.9,3.3,70.3
San Francisco,18,40.3,24.2,53.4,.452,7.0,19.7,.356,14.9,20.8,.717,11.9,19.2,10.1,23.7,33.8,13.9,4.9,2.4,70.3
Delaware,18,40.8,24.6,57.8,.425,7.7,21.6,.355,13.5,19.6,.690,10.3,18.9,10.8,24.9,35.7,13.0,6.3,3.4,70.3
Western Michigan,18,40.8,24.4,56.2,.435,7.3,21.8,.336,14.1,19.2,.733,10.9,20.3,9.5,22.2,31.7,11.3,5.9,3.1,70.3
Rutgers,18,40.0,25.2,55.2,.457,7.6,21.6,.353,12.2,18.2,.670,11.0,16.6,9.5,24.8,34.3,14.2,6.3,3.3,70.2
UNC Asheville,18,40.0,24.5,55.7,.440,6.7,19.9,.338,14.5,21.6,.673,11.6,16.8,10.6,22.2,32.8,13.7,7.4,2.8,70.2
Oral Roberts,16,40.3,24.1,52.6,.459,6.4,16.5,.390,15.4,20.9,.737,12.8,20.3,8.5,23.6,32.1,11.0,5.4,3.1,70.1
Central Connecticut State,18,40.3,26.6,60.2,.442,7.3,21.7,.335,9.6,13.1,.733,8.8,14.9,10.6,22.9,33.5,14.5,6.8,3.7,70.1
Nicholls State,18,40.6,22.6,52.8,.428,5.6,16.7,.332,19.3,26.7,.723,14.2,21.6,11.0,23.1,34.1,10.6,8.3,3.3,70.1
Buffalo,18,40.0,24.7,56.7,.436,7.8,21.8,.357,12.8,19.1,.672,13.5,20.6,10.8,22.9,33.8,12.3,6.5,3.2,70.1
Northern Kentucky,14,40.3,22.9,52.7,.434,6.7,17.4,.387,17.6,23.1,.762,10.2,15.9,8.4,22.1,30.6,11.8,5.3,3.1,70.0
Ole Miss,18,40.3,23.4,55.0,.425,7.8,21.3,.365,15.2,22.3,.682,12.1,17.9,11.1,23.3,34.4,15.0,4.1,4.3,69.8
Iona,20,40.3,25.6,62.2,.412,6.8,20.5,.329,11.7,16.4,.716,12.0,17.8,12.5,23.6,36.0,13.8,6.2,3.4,69.8
Texas-San Antonio,18,40.0,25.2,55.8,.451,7.6,22.2,.343,11.8,15.8,.744,12.5,19.6,10.0,21.8,31.8,13.7,6.7,5.1,69.7
UNC Greensboro,18,40.3,22.2,53.3,.417,6.8,19.7,.344,18.5,26.6,.695,11.4,16.8,9.5,23.8,33.3,11.2,6.4,3.6,69.7
Cal State Northridge,16,40.0,25.0,55.6,.449,7.0,20.3,.345,12.7,18.7,.679,9.7,18.9,9.1,23.2,32.3,13.7,6.8,2.9,69.7
Saint Louis,18,40.6,22.9,50.1,.457,5.8,16.9,.341,18.0,25.9,.694,11.9,19.1,9.2,23.8,33.0,13.4,7.6,4.1,69.6
Western Kentucky,18,40.8,24.7,56.4,.438,6.6,19.9,.330,13.6,19.5,.695,13.1,19.5,9.1,25.2,34.2,12.1,6.1,3.2,69.6
Louisiana-Lafayette ,20,40.5,25.1,57.4,.438,5.5,16.6,.328,13.8,20.4,.676,12.4,18.9,9.2,23.1,32.2,10.3,6.0,3.9,69.5
Troy,20,40.5,25.2,56.6,.445,7.2,21.4,.340,11.8,16.4,.725,12.8,17.6,10.4,23.9,34.3,13.2,5.8,3.0,69.5
Minnesota,18,40.6,24.4,53.6,.455,8.1,20.7,.389,12.6,16.9,.744,14.0,16.8,9.9,23.8,33.7,15.6,5.6,5.3,69.4
George Mason,18,40.6,22.7,51.6,.441,6.8,18.5,.369,17.0,23.2,.734,11.6,18.9,9.6,20.7,30.3,12.2,6.8,3.6,69.3
Hawaii,16,40.3,22.8,54.1,.421,6.9,17.4,.396,16.7,23.1,.724,17.2,19.4,11.0,24.3,35.3,13.9,5.6,2.8,69.2
Furman,18,40.6,24.4,53.7,.454,7.4,20.0,.372,12.9,19.5,.664,9.9,19.6,9.9,21.7,31.7,13.3,7.2,3.6,69.2
Creighton,18,40.3,24.4,54.0,.453,7.5,19.3,.388,12.8,18.1,.708,9.9,18.1,9.1,22.4,31.5,13.8,5.6,4.1,69.2
Presbyterian,18,40.0,24.6,55.8,.440,8.9,25.3,.352,11.1,15.9,.693,10.5,16.0,10.9,21.2,32.2,14.6,6.7,3.3,69.1
Duke,18,40.5,26.6,60.2,.441,6.0,16.8,.356,9.9,15.1,.661,11.9,18.3,11.0,20.8,31.8,13.6,6.3,4.1,69.1
Manhattan,20,40.8,22.6,52.1,.434,5.2,15.7,.332,18.6,26.8,.692,16.1,22.2,10.5,22.4,32.9,13.6,7.0,3.9,69.0
Texas Tech,18,40.3,23.8,51.5,.463,7.3,20.0,.364,14.1,20.3,.693,11.5,18.5,10.1,22.8,32.9,13.1,7.4,4.3,69.0
LSU,18,41.1,25.2,62.6,.403,5.4,18.3,.297,13.1,18.9,.689,13.3,18.2,13.6,23.8,37.4,12.5,7.7,4.5,68.9
Providence,18,40.6,22.9,53.2,.432,7.1,19.1,.369,15.9,22.1,.720,12.3,19.8,9.1,21.7,30.8,12.8,6.0,3.4,68.8
Xavier,18,40.6,23.4,53.6,.437,7.4,20.9,.355,14.6,21.1,.692,12.2,20.4,8.9,22.2,31.1,13.4,6.3,3.9,68.8
North Texas,18,40.2,23.7,53.5,.443,7.3,20.5,.355,14.1,21.8,.646,13.2,17.9,11.1,23.6,34.6,11.9,6.7,3.5,68.8
Weber State,18,40.3,25.2,55.0,.459,6.3,16.7,.377,12.1,16.9,.711,10.4,19.2,8.7,22.8,31.5,12.3,5.6,2.9,68.8
Arizona State,18,40.3,25.1,52.9,.474,5.6,14.6,.382,13.0,18.3,.709,12.3,21.2,7.8,23.3,31.1,12.9,5.3,4.6,68.8
Central Michigan,18,40.3,24.5,52.5,.467,6.7,19.2,.347,13.1,19.1,.688,13.5,18.8,10.1,23.9,33.9,11.4,4.6,2.9,68.8
Texas Christian,18,40.6,23.0,52.4,.439,4.7,13.3,.350,18.1,26.0,.694,12.8,21.9,11.6,24.4,36.0,12.2,5.5,4.9,68.7
Missouri,18,40.3,23.2,53.3,.435,6.4,18.1,.353,15.8,22.6,.700,10.3,15.8,11.1,24.6,35.7,12.8,6.1,3.9,68.7
Pittsburgh,18,40.6,23.7,50.9,.465,6.2,15.4,.404,15.1,21.0,.717,10.6,17.1,9.3,22.6,31.9,13.7,4.2,3.8,68.6
Notre Dame,18,40.8,26.2,58.8,.446,6.1,17.4,.348,10.1,14.3,.704,10.2,15.7,11.6,22.8,34.4,13.9,5.4,2.6,68.6
Boston University,18,40.6,24.2,55.6,.436,7.7,21.3,.360,12.3,16.9,.728,10.6,18.7,8.7,20.8,29.4,15.3,6.0,2.1,68.4
Tennessee State,16,40.0,23.2,52.1,.446,8.0,23.6,.339,13.9,20.3,.686,11.7,18.6,9.0,24.4,33.4,14.6,6.1,3.1,68.4
William & Mary,18,40.0,24.7,56.6,.436,7.5,21.3,.352,11.6,17.3,.669,10.6,17.0,10.1,21.3,31.4,13.2,5.9,2.4,68.4
Marquette,18,40.6,23.7,56.9,.416,7.4,20.1,.370,13.6,18.9,.716,12.9,16.6,13.0,24.4,37.4,15.9,6.5,4.4,68.3
Nevada,18,40.3,23.7,53.8,.441,6.9,18.9,.364,14.0,20.5,.683,10.6,18.1,9.8,21.1,30.9,14.1,6.5,4.8,68.3
Southern Mississippi,18,40.6,23.7,52.4,.453,8.3,22.6,.367,12.6,17.8,.706,12.4,15.1,10.4,23.4,33.8,14.3,6.7,3.2,68.3
Jacksonville State,16,40.3,23.9,53.4,.447,6.3,17.1,.370,14.1,20.8,.676,12.6,17.8,11.2,26.6,37.8,13.3,5.6,3.8,68.1
UMBC,16,40.3,24.1,52.1,.463,7.0,18.4,.380,12.9,17.9,.718,11.7,18.5,8.9,23.7,32.6,13.5,7.8,2.3,68.1
Milwaukee,16,40.0,25.7,56.4,.455,6.1,16.2,.377,10.6,14.9,.707,10.2,18.1,9.2,22.2,31.4,12.6,6.5,2.9,68.1
Grand Canyon,14,40.0,24.4,53.2,.459,5.4,15.6,.344,13.8,19.2,.717,9.5,18.9,9.9,21.4,31.4,12.1,4.4,2.3,68.0
Wright State,16,40.3,23.1,51.2,.451,6.1,16.9,.363,15.7,21.3,.736,12.7,15.9,9.4,24.6,34.0,13.6,5.9,3.2,67.9
Campbell,18,40.3,22.9,49.7,.462,5.6,16.0,.351,16.3,22.2,.737,11.8,15.6,8.9,22.9,31.9,11.1,7.1,2.5,67.8
Sacramento State,18,40.0,24.7,51.8,.476,6.6,18.4,.355,11.9,17.0,.703,12.3,17.8,9.5,20.7,30.2,14.1,4.7,3.6,67.8
Eastern Michigan,17,40.6,21.4,53.3,.401,7.4,21.2,.349,17.7,25.7,.689,15.1,20.1,12.5,25.2,37.7,13.3,5.6,3.6,67.8
Maryland-Eastern Shore,16,40.3,23.4,52.1,.450,6.5,19.8,.329,14.4,21.2,.681,15.9,21.5,9.5,20.2,29.7,11.9,6.1,3.1,67.8
South Dakota,16,40.0,25.1,53.9,.466,6.9,19.8,.348,10.6,14.5,.733,11.3,16.5,7.6,24.4,31.9,12.8,5.2,3.7,67.8
James Madison,18,40.0,23.9,55.9,.427,7.9,21.6,.365,12.1,16.8,.719,10.4,18.3,10.2,21.1,31.3,13.8,5.9,2.8,67.7
Northwestern,18,41.1,23.6,55.7,.424,8.7,22.3,.388,11.8,16.9,.697,8.0,13.8,10.9,22.2,33.1,15.0,5.1,2.5,67.7
Santa Clara,18,40.3,22.6,49.0,.461,6.2,16.1,.388,16.2,22.8,.712,11.1,17.2,9.5,23.9,33.4,13.8,5.6,3.3,67.7
Prairie View A&M,18,40.0,22.8,54.8,.415,4.5,15.9,.283,17.6,26.4,.666,17.6,18.3,13.7,23.4,37.1,10.6,6.1,3.9,67.7
Pennsylvania ,14,40.0,22.4,49.2,.456,8.1,18.9,.428,14.7,20.0,.736,10.7,15.9,7.9,22.5,30.4,13.5,5.7,3.7,67.6
Florida International,18,40.5,23.8,58.1,.410,7.6,22.4,.337,12.3,19.1,.647,12.1,17.1,11.7,22.6,34.3,14.6,7.8,3.8,67.6
Massachusetts,18,40.0,23.6,54.7,.431,5.9,16.4,.359,14.4,21.3,.676,11.4,18.4,10.1,22.1,32.2,13.9,6.8,4.7,67.5
Quinnipiac,20,40.8,23.9,60.6,.395,6.2,18.2,.343,13.3,19.9,.670,9.7,19.3,10.8,23.4,34.2,12.2,6.8,3.6,67.5
Florida State,18,40.6,23.1,54.8,.421,5.8,17.6,.328,15.4,23.2,.667,10.1,19.0,11.6,20.7,32.3,12.7,6.1,2.9,67.4
Penn State,18,40.6,22.8,52.9,.431,6.2,17.7,.351,15.6,22.0,.707,11.8,15.7,8.6,24.4,32.9,12.8,6.1,3.3,67.4
Holy Cross,18,40.8,23.2,48.2,.482,6.7,16.2,.411,14.3,20.2,.708,13.2,16.9,7.4,23.1,30.5,14.1,4.3,3.3,67.4
Syracuse,18,40.3,23.8,55.6,.429,7.1,20.7,.344,12.6,17.7,.714,12.8,17.4,10.8,25.0,35.8,16.1,5.7,3.2,67.4
Air Force,18,40.0,23.2,49.8,.466,8.8,23.5,.374,12.1,18.1,.668,11.9,15.9,8.9,22.2,31.1,15.5,5.8,4.1,67.3
UC Riverside,16,40.6,22.9,53.2,.430,6.2,15.6,.398,15.2,21.3,.716,11.9,19.0,8.9,24.7,33.6,12.0,6.1,3.8,67.2
